path	bytes	sha256
udt_founding_phi_ownership_morphism_audit_2026-08-05/AUDIT_REPORT.md	4319	65905b6b2718fd9c1057143a7148104bb14d7e65eeee3bdc7a7010af8cbe90eb
udt_founding_phi_ownership_morphism_audit_2026-08-05/EXACT_DERIVATION.md	8763	0d83baaaa9f0586cb3f3b0cd7af16b201996a124dba6a050c71624a2e638a4fd
udt_complete_pair_phi_orchestra_audit_2026-08-05/AUDIT_REPORT.md	5205	ed8f3039a2946a3bcde6400d166d730df4d9c444554a4e0846fcc51d500e46f9
udt_uncompressed_pair_kernel_reconstruction_2026-08-14/AUDIT_REPORT.md	4845	45fa4a9a2a7ff911e3abf20ceae33eb88b2622c9201b4e0c63e9f63693fb9a13
udt_xmax_asymptotic_limit_frame_correction_2026-08-05/STATUS_AND_WORKFLOW.md	4494	8860dbefd6e99f4f9de966497f56022b268d2e0d1299383354b457d60480c638
udt_g135_projective_pair_separation_constitution_audit_2026-08-17/AUDIT_REPORT.md	3804	82324b957e0187f7cc3c47fec0878ba62fe8b7a32d3799ac96d92d62b263fc14
udt_g136_copresent_projective_distance_constitution_2026-08-17/AUDIT_REPORT.md	4721	703baf6c070f089ae4eb6b7dfe8fee80e2119776f594a556509f31d7dc6a3194
udt_g137_copresent_relational_position_join_2026-08-17/AUDIT_REPORT.md	2960	879e20e4b28e46aa03d32bebbdab768417c8556bd7545ff25e617fca63d7600a
udt_g138_copresent_relational_position_network_descent_2026-08-17/AUDIT_REPORT.md	3354	e9468b51378e5bd01e40a84f8d5e909c35e4d8e3a3ff7bcd4953d2238e6dedb9
udt_g139_endpoint_position_transport_join_2026-08-17/AUDIT_REPORT.md	2910	08898cf1ac3c66a920009699744dd2f0706e2a481119235be8a5e9067b2d0fa1
udt_g140_rank_complete_atlas_positional_congruence_2026-08-17/AUDIT_REPORT.md	3193	5b7cc92512f6adb493d09e64fdecbda5abbd6af0eb9f3354d3a5a452e1988fdc
udt_g141_endpoint_triangular_transition_inverse_join_2026-08-17/AUDIT_REPORT.md	3686	0782f890b3cfe48c874d4b90b850edf673fcb79042d4622e7cd6394374afb7b5
udt_g142_abstract_carrier_physical_carry_join_2026-08-17/AUDIT_REPORT.md	2692	aac5a2ec5c4ed4ea508aff4f65514e54e8d0502980c49f57f3595560596bd96d
udt_g143_single_pair_domain_carry_ownership_2026-08-17/AUDIT_REPORT.md	1763	e89a2d283ccf5685cbef8a20ad03c9855586c54d8f3c1717b2fd31b26db65d30
udt_g144_cross_query_overlap_carry_descent_2026-08-17/AUDIT_REPORT.md	1739	ea2db403469b8e237635d47da7ee1848c62b7c9c753f669fb4beadd8edc0224c
udt_g145_copresent_relation_history_descent_equivalence_2026-08-17/AUDIT_REPORT.md	4743	9aa11fffc1f789500fbd7e91fd42a3b10ce35eef06dcf39be7fa711c25293c92
udt_g146_multidirectional_relational_position_composition_2026-08-17/AUDIT_REPORT.md	4169	879a942403bfd5d80d8b0db15f97e5dfa9afb43eb6a43afc76c18b63c17bfc36
udt_g147_pair_directional_metric_screen_solder_2026-08-17/AUDIT_REPORT.md	3096	19e72eb22393648846ffef8231e4c741ee5b5564eb6311c33901ec5f73b12519
udt_g148_relation_first_pair_first_jet_decomposition_2026-08-17/AUDIT_REPORT.md	3466	2c7c50232acb22b86d2393c570f7fa799d3fdb0bf96c433ef00d5e3ccd5c6e5d
udt_g149_genuine_spacetime_pair_first_jet_join_2026-08-17/AUDIT_REPORT.md	3344	670f7bd6d83a6724f9c79ac67aed08151ff851eaa76046abcb9ec8d313517e52
udt_g150_first_order_pair_chord_freedom_ceiling_2026-08-17/AUDIT_REPORT.md	2041	d391da7feaf4ef99a44e01f76bc90b7224a46374cf5ca054711874a491746d43
udt_g151_pair_chord_generalized_deviation_join_2026-08-17/AUDIT_REPORT.md	2596	40247fa57d32690d9249f6f05e08c22ab460bcfd346859db2068f39962711491
udt_g152_pair_immersion_variational_chord_ownership_2026-08-17/AUDIT_REPORT.md	2309	d8ea9eb9b16257cd61f9cd694b9c202657636c74baf1c2f1274a88f1f7502383
udt_g153_relational_position_ruler_differential_join_2026-08-17/AUDIT_REPORT.md	2326	5a75bbb5b37704b440701aa55e25169ca92bdada6743a577f3297b7c689e3b56
udt_g154_shared_xmax_asymptotic_response_classification_2026-08-18/AUDIT_REPORT.md	4060	105c198e887a843e86ad1bc9d6b6327e3521eef212c907857c311d04369a4c69
udt_g162_lambda_dependence_frontier_census_2026-08-18/AUDIT_REPORT.md	3618	c3ed481728eeeec6fa35cbb7791cb3a4ce078cd5433458e51ef883c7ee128637
