path	blob	sha256	size_bytes
udt_canonical_geometry.md	1d28efbcbd3ebb5fb2486202f0e94f09169a8812	8e4f27a4e15a4ab608661ea49a5fdbc9339de0a6ea2eb9f713192a2980c705a7	1190630
CURRENT_SCIENTIFIC_PREMISES.md	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493
CURRENT_SCIENTIFIC_PREMISES.tsv	ed1de6dd9025b2709ee5127166288fa07411df2e	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf	5277
udt_metric_natural_joint_selector_nogo_2026-07-28/AUDIT_REPORT.md	e230ba419f4fd0a6831b79f2aea83984fc85d7dd	5675336453e46c171ecabd3fd818d040f3fe0e47ca0d055a4f7665a8f3b222e3	8365
udt_metric_natural_joint_selector_nogo_2026-07-28/EXACT_DERIVATION.md	e7b25203eecb9949ed8e451ee209ed1fb79162bd	7dbd6f3cc9d7e9e2ecb087164cadf426957bd12a4306dd20c11343bcfd2d9052	6265
udt_joint_selector_provenance_audit_2026-07-28/AUDIT_REPORT.md	e386ff9af7c41d7bcc5a228fa7faf192b6685722	2bf4dabd1f27c6c3399090c0a058fdf5addbe0aaec05b07a78348d5fad81b01d	7813
udt_native_global_coframe_definition_audit_2026-07-28/AUDIT_REPORT.md	068ab7cba48b95dc46855e4a2822e9f8328a1c19	7aa0b81caa6504974e8ace4fc2c313a9e8394ad293b3d7c316412ca7ec6485f1	6258
udt_joint_invariant_subspace_atlas_2026-07-21/AUDIT_REPORT.md	db5bb3b6da2a0164acbe9576d11725e6a5abf993	54e5a6480caa76b251ffdfefcabc762f19cc3998c88d2dea799c2a4c0751e439	10751
udt_joint_invariant_subspace_atlas_2026-07-21/BIVECTOR_EIGENPLANE_ATLAS.tsv	80d61c0917d59eaf274380bc3dc2c3e1966b385a	b477e3a3fba8a820ed426d452aa7cc6dea30c8a11d6e15f3df69e3c350d0544a	148
udt_instrument_motif_atlas_2026-07-21/AUDIT_REPORT.md	b65521b65a74c3cb31f54d727123e64e15c07c4c	057e2a2a71c342523c7a27c6ed4ffd80b69eae7840ea360ca3d59340539f7306	12226
udt_motif_hopf_correspondence_audit_2026-07-22/AUDIT_REPORT.md	613dba0e17a86a6ad88055aaf96e6da3477d50ed	d67c3b812e2fe8f6d31cf4a544b47d86a2d87c4b81ca2cc7aa81ea638d86ea82	16163
angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	4104ed440be3efa52456bad89baef710e99ffa67	4e1178a7993a6f3f3e94713df27d0ab8c140b96ef613c5fa09099af72941cb8b	16110
native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	776220ebee57c9a55e82db8cf1dc832d951be0d6	df0171eb83d75ad175727a8db541df8500b7826edf6059ae63a52f1a1ba15bea	10290
