branch_id	lambda	loop_id	endpoint_q_mismatch	det_U	lorentz_residual	nonidentity_max	clock_ruler_support	clock_screen_support	ruler_screen_support	ordinary_closure_residual	odd_closure_residual	composition_residual	convergence_residual
C01	-2	G1	2.4492935982947064e-16	1.0000000000000036	5.9952043329758453e-15	0.73894659167590093	0.010546921526167406	0.011802418085593959	0.73894659167590093	1.7735737644984699	3.8646616821790216	2.2204460492503131e-15	2.55351295663786e-15
C01	-2	G2	2.4492935982947064e-16	0.99999999999999967	1.3322676295501878e-15	0.69886536976583979	0.0069825544954718833	0.010316227200614881	0.69886536976583979	1.7994548912612047	3.6658110416023959	9.9920072216264089e-16	1.7763568394002505e-15
C01	-2	G3	2.4492935982947064e-16	1.0000000000000018	3.1086244689504383e-15	1.9323417245550665	0.00033358514570790767	0.0026345391795186742	0.19181502494374744	0.44819015473262924	3.9339175707319693	1.8873791418627661e-15	4.5519144009631418e-15
C01	-2	L12	9.4203599934411787e-17	0.99999999999999956	2.9976021664879227e-15	0.45173467488248431	0.0011605529292792285	0.0027385439126057735	0.10870917294279013	0.24282451701594673	3.9804816005619372	9.9920072216264089e-16	3.5527136788005009e-15
C01	-2	L23	9.4203599934411787e-17	1.0000000000000009	1.7763568394002505e-15	0.55315086587429774	0.0015102171071137906	0.0047243233513741276	0.55315086587429774	1.3542321260093109	3.9557825013934567	8.8817841970012523e-16	2.2204460492503131e-15
C01	-2	L31	9.4203599934411787e-17	0.999999999999999	3.4416913763379853e-15	0.58843495363201237	0.003292174431164494	0.008076545056977481	0.58843495363201237	1.3248122776113891	3.8139694053202575	2.886579864025407e-15	2.2204460492503131e-15
C02	-1	G1	2.4492935982947064e-16	0.99999999999999523	5.3290705182007514e-15	0.39769913051418543	0.0066060940736939553	0.0067985183813715254	0.39769913051418543	0.70901801881016946	2.0000167909735382	1.9984014443252818e-15	3.1086244689504383e-15
C02	-1	G2	2.4492935982947064e-16	0.99999999999999845	1.7291138573449534e-15	0.37628186689633208	0.0041205697249246361	0.0066529724522602267	0.37628186689633208	0.65601466323774038	2.000000022251438	7.7715611723760958e-16	3.3306690738754696e-15
C02	-1	G3	2.4492935982947064e-16	0.99999999999999922	2.55351295663786e-15	1.2991996162273303	0.00080020333591653112	0.0046019575748459593	0.32895875724694923	0.60420459212750166	2.000001280650757	1.1102230246251565e-15	2.1094237467877974e-15
C02	-1	L12	9.4203599934411787e-17	0.99999999999999833	4.7739590058881731e-15	0.45319337166069956	0.0005230005506798455	0.0032834709640496337	0.1230161677720466	0.24393936188414747	2.0000000782931249	2.6645352591003757e-15	1.5543122344752192e-15
C02	-1	L23	9.4203599934411787e-17	1.0000000000000053	7.5495165674510645e-15	0.50467102087159177	0.0015423340186950523	0.0051115331934580123	0.50467102087159177	0.86036701858724729	2.0000031865996384	8.8817841970012523e-16	7.3274719625260332e-15
C02	-1	L31	9.4203599934411787e-17	1.0000000000000009	2.6645352591003757e-15	0.50731079442679794	0.0028160310016164826	0.0076967080969499741	0.50731079442679794	0.82723015111753506	2.0000158600612039	9.9920072216264089e-16	2.4424906541753444e-15
C03	0	G1	2.4492935982947064e-16	1.0000000000000004	1.348259358947067e-15	0.13071754167344443	0.0049281396969093538	0.0024817045396762108	0.13071754167344443	0.12957807751529285	2.0000492847592226	1.1102230246251565e-15	1.4710455076283324e-15
C03	0	G2	2.4492935982947064e-16	0.999999999999999	1.7763568394002505e-15	0.18317135855033659	0.0028274628282883162	0.0032659761841688064	0.18317135855033659	0.18005746851357968	2.0000209506954834	1.3322676295501878e-15	3.5527136788005009e-15
C03	0	G3	2.4492935982947064e-16	1.0000000000000018	3.1086244689504383e-15	0.69341332734661454	0.00076937852092311913	0.0045053169148210346	0.31944296295033359	0.30205650282044155	2.000021982391841	1.2212453270876722e-15	2.886579864025407e-15
C03	0	L12	9.4203599934411787e-17	0.99999999999999645	4.2188474935755949e-15	0.44811607761405398	0.00062083100865739399	0.0037484549058387565	0.16377061982537483	0.16155846562512641	2.0000149064295609	1.9984014443252818e-15	2.4424906541753444e-15
C03	0	L23	9.4203599934411787e-17	1.0000000000000011	2.4424906541753444e-15	0.45053305350704614	0.0017030378771972061	0.005522970133926915	0.45053305350704614	0.39949429961883309	2.0000338271031248	1.5543122344752192e-15	4.2188474935755949e-15
C03	0	L31	9.4203599934411787e-17	1	3.3306690738754696e-15	0.41871149477187503	0.0023394054563857973	0.0073335412456651521	0.41871149477187503	0.36787905395505999	2.0000737369589556	1.3322676295501878e-15	3.5527136788005009e-15
C04	0.5	G1	2.4492935982947064e-16	0.999999999999997	2.55351295663786e-15	0.19187329269066364	0.0050080166200128238	0.0037253673259594836	0.19187329269066364	0.094011313298527119	2.0000607658343448	1.3322676295501878e-15	6.4392935428259079e-15
C04	0.5	G2	2.4492935982947064e-16	1.0000000000000013	2.886579864025407e-15	0.18882540418951846	0.0028595700790151608	0.0028862904403267136	0.18882540418951846	0.092336156861948196	2.0000270424242386	1.2490009027033011e-15	1.4016565685892601e-15
C04	0.5	G3	2.4492935982947064e-16	0.999999999999999	1.9984014443252818e-15	0.34297224459397802	0.00066217355651387074	0.0040477642071091047	0.2852745059359843	0.13590366296682407	2.0000280030663484	8.8817841970012523e-16	4.4408920985006262e-15
C04	0.5	L12	9.4203599934411787e-17	1.0000000000000004	1.2951733983860074e-15	0.44309618934085443	0.0010439558495996043	0.0039413238323722727	0.18388024199047101	0.090363674096471433	2.0000260366381584	1.4710455076283324e-15	1.9984014443252818e-15
C04	0.5	L23	9.4203599934411787e-17	1.0000000000000002	2.4424906541753444e-15	0.42117141715606493	0.0017872217967639114	0.005734759385565398	0.42117141715606493	0.19011481464802865	2.0000533979136659	1.7763568394002505e-15	1.915134717478395e-15
C04	0.5	L31	9.4203599934411787e-17	1.0000000000000027	4.2188474935755949e-15	0.37174285578703137	0.002101012416822875	0.0071669385002676835	0.37174285578703137	0.16901351884381671	2.0001015197122518	2.2204460492503131e-15	1.9984014443252818e-15
C05	1	G1	2.4492935982947064e-16	1.0000000000000016	3.5527136788005009e-15	0.3654698640097398	0.0056894378641045868	0.0074449916102263492	0.3654698640097398	0.011457475099837376	2.000131967344275	2.6645352591003757e-15	3.7747582837255322e-15
C05	1	G2	2.4492935982947064e-16	0.99999999999999534	6.2172489379008766e-15	0.3673588602154792	0.0033715796467763464	0.005825543361920738	0.3673588602154792	0.0099084323836017025	2.0000718766145074	1.3322676295501878e-15	1.5543122344752192e-15
C05	1	G3	2.4492935982947064e-16	1.0000000000000009	1.3322676295501878e-15	0.24821658184265163	0.00054952138874015332	0.0035412694471809551	0.24821658184265163	0.0070448495455591809	2.0000306483735364	1.1102230246251565e-15	2.1094237467877974e-15
C05	1	L12	9.4203599934411787e-17	0.99999999999999989	1.1102230246251565e-15	0.43641213950998486	0.0014745956662709648	0.0041062383266835109	0.20382685698723504	0.0069963914633130878	2.00003982617545	1.3322676295501878e-15	1.7763568394002505e-15
C05	1	L23	9.4203599934411787e-17	0.99999999999999845	2.2204460492503131e-15	0.39019152471813962	0.0018737824029331621	0.0059485826707398699	0.39019152471813962	0.011734879050690313	2.000076118083685	2.6645352591003757e-15	2.2204460492503131e-15
C05	1	L31	9.4203599934411787e-17	0.99999999999999845	2.1094237467877974e-15	0.32462350308922111	0.0018626617374170439	0.0070016064998531654	0.32462350308922111	0.014003663682132569	2.0001287389340314	1.7763568394002505e-15	1.5543122344752192e-15
C06	2	G1	2.4492935982947064e-16	1.000000000000002	5.773159728050814e-15	0.67938451063369887	0.0086783094842997205	0.014139953256866959	0.67938451063369887	0.46423065617837334	3.898886449591517	1.1102230246251565e-15	2.6645352591003757e-15
C06	2	G2	2.4492935982947064e-16	1.0000000000000007	3.1086244689504383e-15	0.70050285009387259	0.0058422373909180463	0.011078310678869024	0.70050285009387259	0.49819897993057372	3.9429197519802912	1.4432899320127035e-15	1.9984014443252818e-15
C06	2	G3	2.4492935982947064e-16	1.0000000000000011	2.2204460492503131e-15	0.51301889090470298	0.00035559761596453142	0.0030987999381123471	0.22141274360096214	0.17519998631224812	3.9828453081027506	1.3322676295501878e-15	2.4424906541753444e-15
C06	2	L12	9.4203599934411787e-17	0.99999999999999756	1.8873791418627661e-15	0.42227540783830714	0.0023529842946659343	0.0043478022956119104	0.2504956249345201	0.23531465082528372	3.9949254349346668	1.7763568394002505e-15	2.55351295663786e-15
C06	2	L23	9.4203599934411787e-17	0.99999999999999967	7.8671411446673197e-16	0.32311983094533475	0.002053495759842666	0.0063748732224052041	0.32311983094533475	0.30554651588405912	3.9993188811203937	1.4432899320127035e-15	6.4392935428259079e-15
C06	2	L31	9.4203599934411787e-17	1.0000000000000004	3.3306690738754696e-15	0.22786643664481865	0.001386533300651313	0.0066745548896241531	0.22786643664481865	0.22056884398309468	3.9888456132182615	1.2212453270876722e-15	3.3306690738754696e-15
