path	role
CURRENT_SCIENTIFIC_PREMISES.md	current_premises
CURRENT_SCIENTIFIC_PREMISES.tsv	current_premise_ledger
LIVE.md	current_authority
HANDOFF.md	current_handoff
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	frontier
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	founded_pair
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/AUDIT_REPORT.md	intrinsic_pair_result
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/verify_global_coframe.py	global_quaternion_control
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/AUDIT_REPORT.md	intrinsic_screen_join
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/EXACT_DERIVATION.md	connection_formula
udt_intrinsic_optical_transport_atlas_2026-07-27/PREREGISTRATION.md	frozen_family_and_events
udt_intrinsic_optical_transport_atlas_2026-07-27/AUDIT_REPORT.md	parent_transport_result
udt_intrinsic_optical_transport_atlas_2026-07-27/transport_geometry.py	production_geometry
udt_intrinsic_optical_transport_atlas_2026-07-27/verify_transport_independent.py	independent_coordinate_geometry
udt_reciprocal_transport_holonomy_atlas_2026-07-26/AUDIT_REPORT.md	prior_abstract_holonomy_classification
udt_reciprocal_transport_holonomy_atlas_2026-07-26/EXACT_DERIVATION.md	prior_centralizer_algebra
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/AUDIT_REPORT.md	prior_conditional_global_assembly
