path	git_blob	sha256
CURRENT_SCIENTIFIC_PREMISES.md	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491
CURRENT_SCIENTIFIC_PREMISES.tsv	ed1de6dd9025b2709ee5127166288fa07411df2e	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003
LIVE.md	42b987061b1af2ba1f29cf99ab0dd8beee6a1523	ae3d6fc0e5595aa634746c6e765b84018faed4201a000f0f9f838e5d7efe5936
HANDOFF.md	ea31c7f1887e199a808ff5f12a43f8c59bb214b8	c629ace49d9ab8d0df5d94dbc35828a555a79b5dd7f4fd2da1a74cc4a1d6ca7a
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	1e57f8e45b997bd4fff376fdea63286360949e86	62bbe219448f4eb797b2fd46ab14ed861f41da94c5ceb8ad7092c5722aa77cf4
copresence_causal_accessibility_selector_2026-07-19/DERIVATION_REPORT.md	25ee26679a881397c6a4e9ff2713a023b74b88c8	5f3d9472388e9012af2b63d548bfbf91808a800b016d6c8e31be85dea6c2e2f0
copresence_causal_accessibility_selector_2026-07-19/STATUS_LEDGER.tsv	f268ecdfe3355f7f279b4071fe8f8071e658d5eb	1179529aacf4ffeec576a982d71ea4753e4432ce4eda13e2b0467a19de2ab283
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/PREREGISTRATION.md	ef1ea5543d2b3eda9235eae8ea5f525be20718c3	edc22ce9e839b391c44c0da6567d9508f7fe5cd7b219005eb576bf8701b535b5
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/PREREGISTRATION_CORRECTION.md	9f5801e6ef0fa8cb153eff90448b001315ba5800	0fbdce106569863cc09d8aeeadc992b9c26006a3d56fda55c8aac94530fcccf3
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/AUDIT_REPORT.md	4a0daaa4134df059e4f7dffe6758de124d17c213	01d765a8a1f6a0f443a08171451c75b8c190cf2451eb5fff98c3cfd58344df00
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/EXACT_DERIVATION.md	096121bec090998e52e74cdfccfef3cb78bd4df0	43d460876a904efb3384ef9ae368dcaf81cf55663e1a66f185ffadd3a80ee97b
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/STATUS_LEDGER.tsv	d841381621f6e5a8478a8384dac2fd61f6442622	d0c3da4a2dd787baff798643eb30feb49321c6d3227313115ae107fc062da42e
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/NEXT_STEP.md	aa91b82edc12a625eec1d7300662898fb6043317	62bd6a347fb4207875f30a835776c1ff8548c5a24d0aa1b1804b8b7e7f5aefaa
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/DERIVATION_RESULT.json	8d7233f78473062f0d7378371113dbf5633ebe7e	8cf662829b1a34d41acedc3f721182d2a4d29e655792a5676c0b7a6514bb08aa
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/exact_invariant_jets.py	5f876d507a4c501dd2ecd657e04c1a90be21bf99	8422761ae0626491ddd28f2870dee0afc8011fbafbd153d6cd61f6edd7f92b00
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/verify_intrinsic_pair_independent.py	8152b216aa2fd86803b1b8a1d1592a1b757be1d3	115a32ab9cf29afc06a1a87c77948c404b17da98e6b50d7c6c16f9367197091f
