path	role
CURRENT_SCIENTIFIC_PREMISES.md	current_premise_prose
CURRENT_SCIENTIFIC_PREMISES.tsv	current_premise_machine_ledger
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	founded_reciprocal_pair
LIVE.md	current_authority
HANDOFF.md	current_handoff
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	scientific_frontier
copresence_causal_accessibility_selector_2026-07-19/DERIVATION_REPORT.md	copresence_status_and_causal_scope
copresence_causal_accessibility_selector_2026-07-19/STATUS_LEDGER.tsv	copresence_machine_status
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/PREREGISTRATION.md	parent_topology_preregistration
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/PREREGISTRATION_CORRECTION.md	parent_scale_correction
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/AUDIT_REPORT.md	parent_result
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/EXACT_DERIVATION.md	parent_openness_proof
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/STATUS_LEDGER.tsv	parent_status
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/NEXT_STEP.md	parent_next_boundary
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/DERIVATION_RESULT.json	parent_machine_result
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/exact_invariant_jets.py	exact_metric_jet_engine
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/verify_intrinsic_pair_independent.py	independent_Torch_geometry
