sha256	path	role
9c2363aa3f7b167c54d2ad8c06e831e9be6bb714a4cd3608e1f028fe62a6a9fb	AGENTS.md	binding repository method and purity boundary
b4b0d9a9fdd093c992647195aca7579566a9e77a396071a699c1938888a49e75	founding.md	working foundational clarifications including W6
8c7cc1529a830f2113b7323ccf74acc746f1dd6c0325dc7179c5618a3c05d0c4	CURRENT_SCIENTIFIC_PREMISES.tsv	284-row active premise authority
4c059659785953822bcb4f902705ed7c0c7c4bd69243582a0663be6894cf3a51	udt_g179_complete_coframe_pair_pullback_extension_2026-08-19/EXACT_DERIVATION.md	complete metric and pair-pullback provenance
3ed630c000de2849bd3e17f18650f692540a23cd656deab88611f3fa7b047457	udt_g257_gr_quiet_limit_embedding_audit_2026-08-25/EXACT_DERIVATION.md	bounded W3 GR quiet comparison
b133061497de1d86ff790f9c913fa387a876b49a0ae05a2d726027104232bb16	udt_g259_metric_only_parent_operator_fork_classification_2026-08-25/EXACT_DERIVATION.md	conditional local rank-two operator classification
2a4c65d697568a70a4364606d35b5769672ecb23f75348e212a02198d230a253	udt_g259_metric_only_parent_operator_fork_classification_2026-08-25/PREMISE_LEDGER.tsv	G259 ownership boundary
de32fc105dfe9cdbc964959a67c46a0eee58f95566b2df4f2ce115c48b6776da	udt_g260_gr_quiet_angular_nondiscard_audit_2026-08-25/EXACT_DERIVATION.md	full-metric angular non-discard control
d07baa1168975393da43b000825b959ee940de09a4a2278c30d426b4e4727b5a	udt_g295_causal_history_constraint_propagation_classification_2026-08-29/EXACT_DERIVATION.md	law-data and causal propagation type
f7aa9275e5ae43785b959a7418a38d5a9b543ac14adc82dee336032374a4d89a	udt_g296_complete_metric_native_residual_order_map_2026-08-29/EXACT_DERIVATION.md	complete state and curvature-order boundary
c3bb60f9179a0f27b7c58e391c58529f214077c1ddcef2ecad9b369035ebfcf6	udt_g296_complete_metric_native_residual_order_map_2026-08-29/PREMISE_LEDGER.tsv	G296 ownership boundary
c1cd46035e2b3c4fb6f2de11dc6247a410a8d6b88950d26ac152f3bef32389ec	udt_g300_metric_celestial_query_bundle_descent_2026-08-29/EXTERNAL_REVIEW_GPT54.md	operational query nonownership correction
