path	role
CURRENT_SCIENTIFIC_PREMISES.md	foundational_claim_precedence
CURRENT_SCIENTIFIC_PREMISES.tsv	machine_premise_precedence
udt_fc07_broader_coframe_hodge_response_audit_2026-08-02/AUDIT_REPORT.md	parent_bounded_response_ruling
udt_fc07_broader_coframe_hodge_response_audit_2026-08-02/EXACT_DERIVATION.md	parent_affine_quotient_and_controls
udt_fc07_broader_coframe_hodge_response_audit_2026-08-02/DERIVATION_RESULT.json	parent_machine_algebra
udt_fc07_broader_coframe_hodge_response_audit_2026-08-02/ALGEBRA_LEDGER.tsv	parent_exact_identity_ledger
udt_fc07_broader_coframe_hodge_response_review_2026-08-02/AUDIT_REPORT.md	cold_review_ruling
udt_fc07_broader_coframe_hodge_response_review_2026-08-02/CORRECTION_LAYER.md	cold_review_scope_corrections
udt_fc07_broader_coframe_hodge_response_review_2026-08-02/STATUS_OVERLAY.tsv	cold_review_status_authority
udt_general_screen_complete_cell_atlas_2026-07-28/AUDIT_REPORT.md	complete_S3_general_screen_ruling
udt_general_screen_complete_cell_atlas_2026-07-28/EXACT_DERIVATION.md	complete_S3_first_Cartan_system
udt_general_screen_complete_cell_atlas_2026-07-28/GENERAL_CARTAN_RESULT.json	complete_S3_connection_matrices
udt_general_screen_complete_cell_atlas_2026-07-28/derive_general_screen.py	complete_S3_production_implementation
udt_general_screen_complete_cell_atlas_2026-07-28/COMPLETE_S3_WITNESS_ATLAS.tsv	complete_S3_strata
udt_general_screen_complete_cell_atlas_2026-07-28/GAUGE_INVARIANT_ATLAS.tsv	S3_gauge_typing
udt_fc07_cartan_response_return_audit_2026-08-01/AUDIT_REPORT.md	FC07_complete_family_ruling
udt_fc07_cartan_response_return_audit_2026-08-01/EXACT_DERIVATION.md	FC07_Cartan_and_curvature_system
udt_fc07_cartan_response_return_audit_2026-08-01/GENERAL_CARTAN_FORMULAS.json	FC07_general_formulas
udt_fc07_cartan_response_return_audit_2026-08-01/DERIVATION_RESULT.json	FC07_machine_result
udt_fc07_cartan_response_return_audit_2026-08-01/derive_cartan_response.py	FC07_production_implementation
udt_torus_bundle_full_screen_witness_2026-08-01/COMPLETE_WITNESS_CENSUS.tsv	FC07_complete_witness_universe
udt_torus_bundle_full_screen_witness_2026-08-01/MONODROMY_CANDIDATES.tsv	FC07_eight_monodromy_controls
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/AUDIT_REPORT.md	local_nonlinear_Cartan_scope_guard
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/EXACT_DERIVATION.md	local_full_curvature_control
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/RESULT.json	local_full_curvature_machine_result
udt_complete_screen_response_branch_atlas_2026-07-28/AUDIT_REPORT.md	registered_branch_response_universe
udt_complete_screen_response_branch_atlas_2026-07-28/EXACT_DERIVATION.md	response_decomposition_control
udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	completion_taxonomy_scope_guard
udt_native_global_coframe_definition_audit_2026-07-28/AUDIT_REPORT.md	global_coframe_family_scope

