path	role	git_blob	sha256	bytes
CURRENT_SCIENTIFIC_PREMISES.md	foundational_claim_precedence	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493
CURRENT_SCIENTIFIC_PREMISES.tsv	machine_premise_precedence	f923b077483c2d2ab5fde2697a6e63649d027dc6	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f	6798
udt_fc07_broader_coframe_hodge_response_audit_2026-08-02/AUDIT_REPORT.md	parent_bounded_response_ruling	1c789f8bedd82972cdd114b458b929f621974e9f	906678eaae908f311e957a77f05bb36185b8e98f08cfdb79b2f87285cd7aae2d	3272
udt_fc07_broader_coframe_hodge_response_audit_2026-08-02/EXACT_DERIVATION.md	parent_affine_quotient_and_controls	3458a56244b3055dcc0aac2163b5ef966485d0e6	a4b7b6534b65368681a0d67f4a61a003959a140951986baf4a1765f9cc28948d	7623
udt_fc07_broader_coframe_hodge_response_audit_2026-08-02/DERIVATION_RESULT.json	parent_machine_algebra	8400e90b442b46b26f280eca3268d20ef030aea2	08b80ebdebcd361e01283aea2d56ae199baee98fdb023d24c6a05f4f072ca2c5	2140
udt_fc07_broader_coframe_hodge_response_audit_2026-08-02/ALGEBRA_LEDGER.tsv	parent_exact_identity_ledger	de7bc759bd0e2b42378fcb52ba9e683e081e496f	81fe105a6840951ff617229b9701c3cc60b37ea0fedbb32b3365ca8cb64f5191	1038
udt_fc07_broader_coframe_hodge_response_review_2026-08-02/AUDIT_REPORT.md	cold_review_ruling	3fa1cf27f53a02c77064233713e1f0b852813dc5	8a89e4ac52a71f34469e7eb9f4e133cb37afa84f50ad09ca5571cac7b3cf6a63	3142
udt_fc07_broader_coframe_hodge_response_review_2026-08-02/CORRECTION_LAYER.md	cold_review_scope_corrections	2594a1a30e54912f89c3abd2f6e4e87660c6447c	e4ccaf5a371976af7f19867320c9aa2ca343c8e12a2c1ef7fc8f7b59e328e895	4018
udt_fc07_broader_coframe_hodge_response_review_2026-08-02/STATUS_OVERLAY.tsv	cold_review_status_authority	8a1b6668f5cbe93f25e14eb95a175da2b025fafd	62d4d4c7a2cc3000a7f5d53e1ae71f79190dfb1d00e58acec740f45059cc7bc8	1375
udt_general_screen_complete_cell_atlas_2026-07-28/AUDIT_REPORT.md	complete_S3_general_screen_ruling	3f508e2d21328aef5a8e51cc7ca069ba3889992f	21fc7594ff288bb8297f3a8be36e8cfac336e340b376802a649ae95b3c10f932	4171
udt_general_screen_complete_cell_atlas_2026-07-28/EXACT_DERIVATION.md	complete_S3_first_Cartan_system	b4f9a0300cc3053f53b69ad28f1122e416273113	3d6cab420d4cb20dc0042c4ccce88a4d0b13d0c75572cc78a47daa04be87297f	7384
udt_general_screen_complete_cell_atlas_2026-07-28/GENERAL_CARTAN_RESULT.json	complete_S3_connection_matrices	23a5dda71d8a7ecbb3e8bca84ef76d6993562ed2	8ae1ba6695ceb6aec7ac6915dd0f10c9f68b999ccf4ea332945b66605ea0d205	5470
udt_general_screen_complete_cell_atlas_2026-07-28/derive_general_screen.py	complete_S3_production_implementation	ebc9fe01fbcba1e57500176a3e6cb343defce951	466cdb0de918851572d760c049109d93de2fc2c4df6dd32164c48f9a16499a89	27571
udt_general_screen_complete_cell_atlas_2026-07-28/COMPLETE_S3_WITNESS_ATLAS.tsv	complete_S3_strata	6cf2733bdb47f8e2778c4faae1064a971f2954c6	970e5bac91fd4caca27ff2c997a0f8af93fe8e964956c4e70579b371f58cbcdc	1264
