sha256	path	role
1e63d4fcc03c793e895d9771b925a9e8a295f9e573e55ded62302693c173bc21	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md	founded reciprocal metric meaning and general assembly stop line
b8d2eabe141fa68c332a2a7efc27a51b2047d0d39dda7407a1f5641f04d6f55f	udt_reciprocal_c_metric_meaning_audit_2026-07-22/POSTULATE_TO_METRIC_LEDGER.tsv	postulate-to-metric premise ownership
a15c22901f5f8f9401fb53b04cff23a0b14c3c5f56ac7bb4f3b23882d247669e	udt_terminal_reciprocal_ce_positional_derivation_2026-08-09/AUDIT_REPORT.md	terminal c_E pair evaluator landing
fa0e31b16df98c3af3cf4aec878c4369642945ce35de20ab8e13b91eaf135e7a	udt_terminal_reciprocal_ce_positional_derivation_2026-08-09/EXACT_DERIVATION.md	exact regular pair decomposition and endpoint ratio
a1c6871ee6731f5b7ec51f55ec57b1cac73fca07782dd5507ca0a61ab62ae42f	udt_founding_pair_relation_functor_ownership_audit_2026-08-09/AUDIT_REPORT.md	arbitrary network and calibration ownership guard
ed8f3039a2946a3bcde6400d166d730df4d9c444554a4e0846fcc51d500e46f9	udt_complete_pair_phi_orchestra_audit_2026-08-05/AUDIT_REPORT.md	orchestra-before-readout structural result
45fa4a9a2a7ff911e3abf20ceae33eb88b2622c9201b4e0c63e9f63693fb9a13	udt_uncompressed_pair_kernel_reconstruction_2026-08-14/AUDIT_REPORT.md	uncompressed conditional complete-pair evaluator
ea15d0f0dc344c566309a7f95cff4b0efc5d182f58858de5b0076857b746d64d	udt_uncompressed_pair_kernel_reconstruction_2026-08-14/EXACT_DERIVATION.md	complete-pair exact algebra and liveness
703baf6c070f089ae4eb6b7dfe8fee80e2119776f594a556509f31d7dc6a3194	udt_g136_copresent_projective_distance_constitution_2026-08-17/AUDIT_REPORT.md	normalized reciprocal chart classification
879e20e4b28e46aa03d32bebbdab768417c8556bd7545ff25e617fca63d7600a	udt_g137_copresent_relational_position_join_2026-08-17/AUDIT_REPORT.md	ordered relational position meaning
e7eda779c8496f269a0e94060a5824dd79b2b147af8186277236982ec2708670	udt_g163_xmax_dependency_reversal_audit_2026-08-18/AUDIT_REPORT.md	X_max removal from native kernel
5425a8d0bf76cb0489ec103334aba211891c5fb550bc4a6a672fc5c8c7187bee	udt_g164_scaffold_subtraction_anchor_sufficiency_whiteboard_2026-08-18/AUDIT_REPORT.md	scaffold subtraction parent
cc46b8e858cd3916652bed003724274b7b8888e4507488699d539834d1d431ee	udt_g165_conformal_fiber_rank_audit_2026-08-18/AUDIT_REPORT.md	general conformal-envelope control
