extension_id	observable_id	status
E01	O01	INCOMPLETE_BASE
E01	O02	INCOMPLETE_BASE
E01	O03	INCOMPLETE_BASE
E01	O04	INCOMPLETE_BASE
E01	O05	INCOMPLETE_BASE
E01	O06	INCOMPLETE_BASE
E01	O07	INCOMPLETE_BASE
E01	O08	INCOMPLETE_BASE
E01	O09	INCOMPLETE_BASE
E01	O10	INCOMPLETE_BASE
E01	O11	INCOMPLETE_BASE
E01	O12	INCOMPLETE_BASE
E02	O01	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E02	O02	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E02	O03	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E02	O04	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E02	O05	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E02	O06	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E02	O07	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E02	O08	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E02	O09	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E02	O10	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E02	O11	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E02	O12	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E03	O01	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E03	O02	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E03	O03	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E03	O04	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E03	O05	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E03	O06	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E03	O07	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E03	O08	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E03	O09	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E03	O10	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E03	O11	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E03	O12	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E04	O01	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E04	O02	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E04	O03	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E04	O04	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E04	O05	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E04	O06	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E04	O07	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E04	O08	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E04	O09	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E04	O10	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E04	O11	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E04	O12	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E05	O01	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E05	O02	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E05	O03	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E05	O04	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E05	O05	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E05	O06	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E05	O07	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E05	O08	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E05	O09	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E05	O10	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E05	O11	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E05	O12	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E06	O01	POINTWISE_SPECTATOR_CONTROL_ONLY
E06	O02	POINTWISE_SPECTATOR_CONTROL_ONLY
E06	O03	POINTWISE_SPECTATOR_CONTROL_ONLY
E06	O04	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E06	O05	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E06	O06	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E06	O07	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E06	O08	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E06	O09	POINTWISE_SPECTATOR_CONTROL_ONLY
E06	O10	POINTWISE_SPECTATOR_CONTROL_ONLY
E06	O11	POINTWISE_SPECTATOR_CONTROL_ONLY
E06	O12	POINTWISE_SPECTATOR_CONTROL_ONLY
E07	O01	POINTWISE_COUNTERFAMILY_CONTROL_ONLY
E07	O02	POINTWISE_COUNTERFAMILY_CONTROL_ONLY
E07	O03	POINTWISE_COUNTERFAMILY_CONTROL_ONLY
E07	O04	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E07	O05	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E07	O06	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E07	O07	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E07	O08	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E07	O09	POINTWISE_COUNTERFAMILY_CONTROL_ONLY
E07	O10	POINTWISE_COUNTERFAMILY_CONTROL_ONLY
E07	O11	POINTWISE_COUNTERFAMILY_CONTROL_ONLY
E07	O12	POINTWISE_COUNTERFAMILY_CONTROL_ONLY
E08	O01	POINTWISE_COUNTERFAMILY_CONTROL_ONLY
E08	O02	POINTWISE_COUNTERFAMILY_CONTROL_ONLY
E08	O03	POINTWISE_COUNTERFAMILY_CONTROL_ONLY
E08	O04	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E08	O05	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E08	O06	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E08	O07	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E08	O08	DOWNSTREAM_SOURCE_AND_COMPRESSION_BLOCKED
E08	O09	POINTWISE_COUNTERFAMILY_CONTROL_ONLY
E08	O10	POINTWISE_COUNTERFAMILY_CONTROL_ONLY
E08	O11	POINTWISE_COUNTERFAMILY_CONTROL_ONLY
E08	O12	POINTWISE_COUNTERFAMILY_CONTROL_ONLY
E09	O01	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E09	O02	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
E09	O03	POINTWISE_UPSTREAM_GEOMETRIC_POTENTIAL_ONLY
