candidate_id	label	screen_modes_active	four_metric_status	curvature_status	killing_line_status	twist_line_status	pair_projector_status	configuration_alternating_class	intrinsic_contact_alternating_status	causal_strata	maximum_candidate_conclusion
C01	parent_lambda_minus1	NONE	LORENTZIAN_NONDEGENERATE	UNIQUE_KILLING_LINE_CERTIFIED_DENSE_OPEN	UNIQUE_TIMELIKE_KILLING_LINE_DENSE_OPEN	NONZERO_KILLING_TWIST_LINE	METRIC_INTRINSIC_ON_REGISTERED_BRANCH	ZERO_IDENTICALLY	ZERO_IDENTICALLY	Q_POSITIVE_FOR_U_4_TO_11	INTRINSIC_PROJECTOR_AND_ZERO_ALTERNATING_COEXIST
C02	parent_lambda_zero	NONE	LORENTZIAN_NONDEGENERATE	UNIQUE_KILLING_LINE_CERTIFIED_DENSE_OPEN	UNIQUE_TIMELIKE_KILLING_LINE_DENSE_OPEN	NONZERO_KILLING_TWIST_LINE	METRIC_INTRINSIC_ON_REGISTERED_BRANCH	ZERO_IDENTICALLY	ZERO_IDENTICALLY	Q_POSITIVE_FOR_U_4_TO_11	INTRINSIC_PROJECTOR_AND_ZERO_ALTERNATING_COEXIST
C03	parent_lambda_plus1	NONE	LORENTZIAN_NONDEGENERATE	UNIQUE_KILLING_LINE_CERTIFIED_DENSE_OPEN	UNIQUE_TIMELIKE_KILLING_LINE_DENSE_OPEN	NONZERO_KILLING_TWIST_LINE	METRIC_INTRINSIC_ON_REGISTERED_BRANCH	ZERO_IDENTICALLY	ZERO_IDENTICALLY	Q_POSITIVE_FOR_U_4_TO_11	INTRINSIC_PROJECTOR_AND_ZERO_ALTERNATING_COEXIST
C04	area_only	AREA	LORENTZIAN_NONDEGENERATE	UNIQUE_KILLING_LINE_CERTIFIED_DENSE_OPEN	UNIQUE_TIMELIKE_KILLING_LINE_DENSE_OPEN	NONZERO_KILLING_TWIST_LINE	METRIC_INTRINSIC_ON_REGISTERED_BRANCH	NONZERO_SIMPLE_OPEN_DENSE_WITH_ZERO_LOCUS_RETAINED	NONZERO_SIMPLE_OPEN_DENSE_WITH_ZERO_LOCUS_RETAINED	Q_POSITIVE_FOR_U_4_TO_11	INTRINSIC_PROJECTOR_AND_NONZERO_ALTERNATING_COEXIST
C05	diagonal_shear_only	SHEAR_R	LORENTZIAN_NONDEGENERATE	UNIQUE_KILLING_LINE_CERTIFIED_DENSE_OPEN	UNIQUE_TIMELIKE_KILLING_LINE_DENSE_OPEN	NONZERO_KILLING_TWIST_LINE	METRIC_INTRINSIC_ON_REGISTERED_BRANCH	ZERO_IDENTICALLY	ZERO_IDENTICALLY	Q_POSITIVE_FOR_U_4_TO_11	INTRINSIC_PROJECTOR_AND_ZERO_ALTERNATING_COEXIST
C06	offdiagonal_shear_only	SHEAR_B	LORENTZIAN_NONDEGENERATE	UNIQUE_KILLING_LINE_CERTIFIED_DENSE_OPEN	UNIQUE_TIMELIKE_KILLING_LINE_DENSE_OPEN	NONZERO_KILLING_TWIST_LINE	METRIC_INTRINSIC_ON_REGISTERED_BRANCH	ZERO_IDENTICALLY	ZERO_IDENTICALLY	Q_POSITIVE_FOR_U_4_TO_11	INTRINSIC_PROJECTOR_AND_ZERO_ALTERNATING_COEXIST
C07	both_shears	SHEAR_R+SHEAR_B	LORENTZIAN_NONDEGENERATE	UNIQUE_KILLING_LINE_CERTIFIED_DENSE_OPEN	UNIQUE_TIMELIKE_KILLING_LINE_DENSE_OPEN	NONZERO_KILLING_TWIST_LINE	METRIC_INTRINSIC_ON_REGISTERED_BRANCH	ZERO_IDENTICALLY	ZERO_IDENTICALLY	Q_POSITIVE_FOR_U_4_TO_11	INTRINSIC_PROJECTOR_AND_ZERO_ALTERNATING_COEXIST
C08	full_area_both_shears_lambda_zero	AREA+SHEAR_R+SHEAR_B	LORENTZIAN_NONDEGENERATE	UNIQUE_KILLING_LINE_CERTIFIED_DENSE_OPEN	UNIQUE_TIMELIKE_KILLING_LINE_DENSE_OPEN	NONZERO_KILLING_TWIST_LINE	METRIC_INTRINSIC_ON_REGISTERED_BRANCH	NONZERO_SIMPLE_OPEN_DENSE_WITH_ZERO_LOCUS_RETAINED	NONZERO_SIMPLE_OPEN_DENSE_WITH_ZERO_LOCUS_RETAINED	Q_POSITIVE_FOR_U_4_TO_11	INTRINSIC_PROJECTOR_AND_NONZERO_ALTERNATING_COEXIST
C09	full_area_both_shears_lambda_minus1	AREA+SHEAR_R+SHEAR_B	LORENTZIAN_NONDEGENERATE	UNIQUE_KILLING_LINE_CERTIFIED_DENSE_OPEN	UNIQUE_TIMELIKE_KILLING_LINE_DENSE_OPEN	NONZERO_KILLING_TWIST_LINE	METRIC_INTRINSIC_ON_REGISTERED_BRANCH	NONZERO_SIMPLE_OPEN_DENSE_WITH_ZERO_LOCUS_RETAINED	NONZERO_SIMPLE_OPEN_DENSE_WITH_ZERO_LOCUS_RETAINED	Q_POSITIVE_FOR_U_4_TO_11	INTRINSIC_PROJECTOR_AND_NONZERO_ALTERNATING_COEXIST
C10	full_area_both_shears_lambda_plus1	AREA+SHEAR_R+SHEAR_B	LORENTZIAN_NONDEGENERATE	UNIQUE_KILLING_LINE_CERTIFIED_DENSE_OPEN	UNIQUE_TIMELIKE_KILLING_LINE_DENSE_OPEN	NONZERO_KILLING_TWIST_LINE	METRIC_INTRINSIC_ON_REGISTERED_BRANCH	NONZERO_SIMPLE_OPEN_DENSE_WITH_ZERO_LOCUS_RETAINED	NONZERO_SIMPLE_OPEN_DENSE_WITH_ZERO_LOCUS_RETAINED	Q_POSITIVE_FOR_U_4_TO_11	INTRINSIC_PROJECTOR_AND_NONZERO_ALTERNATING_COEXIST
C11	slaved_area_both_shears	AREA+SHEAR_R+SHEAR_B	LORENTZIAN_NONDEGENERATE	UNIQUE_KILLING_LINE_CERTIFIED_DENSE_OPEN	UNIQUE_TIMELIKE_KILLING_LINE_DENSE_OPEN	NONZERO_KILLING_TWIST_LINE	METRIC_INTRINSIC_ON_REGISTERED_BRANCH	ZERO_IDENTICALLY	ZERO_IDENTICALLY	Q_POSITIVE_FOR_U_4_TO_11	INTRINSIC_PROJECTOR_AND_ZERO_ALTERNATING_COEXIST
C12	constant_area_both_shears	SHEAR_R+SHEAR_B	LORENTZIAN_NONDEGENERATE	UNIQUE_KILLING_LINE_CERTIFIED_DENSE_OPEN	UNIQUE_TIMELIKE_KILLING_LINE_DENSE_OPEN	NONZERO_KILLING_TWIST_LINE	METRIC_INTRINSIC_ON_REGISTERED_BRANCH	ZERO_IDENTICALLY	ZERO_IDENTICALLY	Q_POSITIVE_FOR_U_4_TO_11	INTRINSIC_PROJECTOR_AND_ZERO_ALTERNATING_COEXIST
C13	constant_depth_full_screen	AREA+SHEAR_R+SHEAR_B	LORENTZIAN_NONDEGENERATE	UNIQUE_KILLING_LINE_CERTIFIED_DENSE_OPEN	UNIQUE_TIMELIKE_KILLING_LINE_DENSE_OPEN	NONZERO_KILLING_TWIST_LINE	METRIC_INTRINSIC_ON_REGISTERED_BRANCH	ZERO_IDENTICALLY	ZERO_IDENTICALLY	Q_POSITIVE_FOR_U_4_TO_11	INTRINSIC_PROJECTOR_AND_ZERO_ALTERNATING_COEXIST
C14	homogeneous_control	NONE	LORENTZIAN_NONDEGENERATE	SYMMETRY_ENHANCED_BY_EXACT_GLOBAL_CONTROL	NOT_UNIQUE_SYMMETRY_ENHANCED	DISPLAYED_TWIST_EXISTS_BUT_NOT_UNIQUELY_OWNED	BLOCKED_UNIQUE_KILLING_LINE_ABSENT	ZERO_IDENTICALLY	BLOCKED_PAIR_PROJECTOR_NOT_INTRINSIC	Q_POSITIVE_FOR_U_4_TO_11	SYMMETRY_ENHANCED_CONTROL_RETAINED
C15	twist_free_full_screen	AREA+SHEAR_R+SHEAR_B	LORENTZIAN_NONDEGENERATE	UNIQUE_KILLING_LINE_CERTIFIED_DENSE_OPEN	UNIQUE_TIMELIKE_KILLING_LINE_DENSE_OPEN	ZERO	BLOCKED_TWIST_LINE_ABSENT	NONZERO_SIMPLE_OPEN_DENSE_WITH_ZERO_LOCUS_RETAINED	BLOCKED_TWIST_LINE_ABSENT	SLICE_POSITIVE_BUT_CONTACT_PAIR_UNDEFINED	UNIQUE_CLOCK_LINE_BUT_NO_INTRINSIC_PAIR
C16	slice_null_endpoint_full_screen	AREA+SHEAR_R+SHEAR_B	LORENTZIAN_NONDEGENERATE	UNIQUE_KILLING_LINE_CERTIFIED_DENSE_OPEN	UNIQUE_TIMELIKE_KILLING_LINE_DENSE_OPEN	NONZERO_KILLING_TWIST_LINE	METRIC_INTRINSIC_ON_REGISTERED_BRANCH	NONZERO_SIMPLE_OPEN_DENSE_WITH_ZERO_LOCUS_RETAINED	NONZERO_SIMPLE_OPEN_DENSE_WITH_ZERO_LOCUS_RETAINED	Q_ZERO_AT_U4__Q_POSITIVE_FOR_U_GT_4	INTRINSIC_PROJECTOR_AND_NONZERO_ALTERNATING_COEXIST
C17	slice_sign_changing_full_screen	AREA+SHEAR_R+SHEAR_B	LORENTZIAN_NONDEGENERATE	UNIQUE_KILLING_LINE_CERTIFIED_DENSE_OPEN	UNIQUE_TIMELIKE_KILLING_LINE_DENSE_OPEN	NONZERO_KILLING_TWIST_LINE	METRIC_INTRINSIC_ON_REGISTERED_BRANCH	NONZERO_SIMPLE_OPEN_DENSE_WITH_ZERO_LOCUS_RETAINED	NONZERO_SIMPLE_OPEN_DENSE_WITH_ZERO_LOCUS_RETAINED	Q_NEGATIVE_U4_TO_LT5__Q_ZERO_U5__Q_POSITIVE_U_GT5	INTRINSIC_PROJECTOR_AND_NONZERO_ALTERNATING_COEXIST
C18	degenerate_screen_control	SHEAR_R+SHEAR_B	DEGENERATE	SKIPPED_METRIC_DEGENERATE	UNDEFINED_METRIC_DEGENERATE	UNDEFINED_METRIC_DEGENERATE	BLOCKED_METRIC_DEGENERATE	UNDEFINED_METRIC_DEGENERATE	UNDEFINED_METRIC_DEGENERATE	UNDEFINED_METRIC_DEGENERATE	DEGENERATE_CONTROL_RETAINED
