40b36e21663b9ad84c176340ced2c81f60d33564c43eb61c6b948bcb9629ee80	AUDIT_REPORT.md
be3d0b869a187e2257f5e52bf88d4ec03728b1b993baf514c50b24188a72e976	EVIDENCE_GATES.md
4b6a9757d1ffe9f4f33492e3b98d4175c5d00bee62bb9018ded9cec1e7ce96da	EXACT_CROSSWALK.md
d293c29f7f12abf3d020ccf47d9a9fff15a93b83655209322193e0797b5d6005	PREMISE_LEDGER.tsv
82e67f66e0c8f32fa666d235250c1d674df3fbcdf5428a2f55e6f2b1b714578e	PRIMARY_SOURCE_NOTE.md
ea19767f9dc387ee8a7dbbc33d1a721460974726a5272c6b4d29cd5273bad78a	README.md
cef0e546c89af69359f45278d0f5a7a5f5ef877f72e194f0e8ad906ab25ac2d4	SOURCE_MANIFEST.tsv
4bba5425f511c4307a179e06d6d1fab2ea1d8fc9b4e4d8468e0a708276fa3ace	STATUS_LEDGER.tsv
c0aa9d38a12be708375c7da4a7ed39aa99c4f3c51f2ed7f8c5bb2b1cb8c4f276	VERIFICATION_RESULT.json
f9590cc7cff3fa148fb29720f9ef11fd3023ae44a9ae9d0f1de417a1f73f21f9	verify_crosswalk.py
