completion_id	direction_id	sector	aligned_local_B_effect	nonaligned_local_B_effect	global_observer_rest_distance_effect	global_descent_status	unresolved_requirement	selection_status	xmax_consequence	evidence
FC01_BOUNDARY_BOUNDARY	D01_ANGULAR_TRACE	ANGULAR	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	OPEN_BOUNDARY_DATA	boundary_profile_and_identification	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC01_BOUNDARY_BOUNDARY;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC01_BOUNDARY_BOUNDARY
FC01_BOUNDARY_BOUNDARY	D02_ANGULAR_RECIPROCAL	ANGULAR	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	OPEN_BOUNDARY_DATA	boundary_profile_and_identification	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC01_BOUNDARY_BOUNDARY;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC01_BOUNDARY_BOUNDARY
FC01_BOUNDARY_BOUNDARY	D03_ANGULAR_SHEAR	ANGULAR	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	OPEN_BOUNDARY_DATA	boundary_profile_and_identification	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC01_BOUNDARY_BOUNDARY;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC01_BOUNDARY_BOUNDARY
FC01_BOUNDARY_BOUNDARY	D04_MIX_CLOCK_TO_ANGULAR_2	BASE_ANGULAR_MIXING	NONE_EXACT	NONE_IN_FIXED_FOUNDED_REST_SLICE	NO_EFFECT_IN_FIXED_FOUNDED_REST_SLICE__OTHER_OBSERVER_COMPARISON_OPEN	OPEN_BOUNDARY_DATA	boundary_profile_and_identification	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC01_BOUNDARY_BOUNDARY;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC01_BOUNDARY_BOUNDARY
FC01_BOUNDARY_BOUNDARY	D05_MIX_DEPTH_TO_ANGULAR_2	BASE_ANGULAR_MIXING	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	OPEN_BOUNDARY_DATA	boundary_profile_and_identification	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC01_BOUNDARY_BOUNDARY;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC01_BOUNDARY_BOUNDARY
FC01_BOUNDARY_BOUNDARY	D06_MIX_CLOCK_TO_ANGULAR_3	BASE_ANGULAR_MIXING	NONE_EXACT	NONE_IN_FIXED_FOUNDED_REST_SLICE	NO_EFFECT_IN_FIXED_FOUNDED_REST_SLICE__OTHER_OBSERVER_COMPARISON_OPEN	OPEN_BOUNDARY_DATA	boundary_profile_and_identification	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC01_BOUNDARY_BOUNDARY;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC01_BOUNDARY_BOUNDARY
FC01_BOUNDARY_BOUNDARY	D07_MIX_DEPTH_TO_ANGULAR_3	BASE_ANGULAR_MIXING	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	OPEN_BOUNDARY_DATA	boundary_profile_and_identification	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC01_BOUNDARY_BOUNDARY;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC01_BOUNDARY_BOUNDARY
FC02_ONE_CAP_BOUNDARY	D01_ANGULAR_TRACE	ANGULAR	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_angular_block	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC02_ONE_CAP_BOUNDARY;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC02_ONE_CAP_BOUNDARY
FC02_ONE_CAP_BOUNDARY	D02_ANGULAR_RECIPROCAL	ANGULAR	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_angular_block	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC02_ONE_CAP_BOUNDARY;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC02_ONE_CAP_BOUNDARY
FC02_ONE_CAP_BOUNDARY	D03_ANGULAR_SHEAR	ANGULAR	NONE_EXACT	POSSIBLE_IF_DPHI_HAS_ANGULAR_COMPONENT	POSSIBLE_IF_GLOBAL_EXTENSION_DESCENDS	REGULAR_INTERIOR_ONLY__CAP_DESCENT_OPEN	cap_cycle_smoothness_for_angular_block	NOT_SELECTED	DOES_NOT_SELECT_FINITE_OR_NUMERICAL_XMAX	udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv:FC02_ONE_CAP_BOUNDARY;udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv:FC02_ONE_CAP_BOUNDARY
