path	role
AGENTS.md	binding_method_and_current_semantic_guards
LIVE.md	current_frontier_authority
HANDOFF.md	current_handoff
CURRENT_SCIENTIFIC_PREMISES.md	premise_precedence_explanation
CURRENT_SCIENTIFIC_PREMISES.tsv	machine_readable_premise_precedence
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	current_scientific_overlay
udt_metric_native_signed_depth_availability_audit_2026-07-26/AUDIT_REPORT.md	parent_signed_depth_availability result
udt_metric_native_signed_depth_availability_audit_2026-07-26/EXACT_DERIVATION.md	parent_reference_connection distinction
udt_metric_native_signed_depth_availability_audit_2026-07-26/STATUS_LEDGER.tsv	parent_status types
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/AUDIT_REPORT.md	ordered_pair_projector_and_screen modulus
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/EXACT_DERIVATION.md	covariant_pair lift algebra
udt_founded_pair_global_alignment_audit_2026-07-26/AUDIT_REPORT.md	local_pair_alignment and global open scope
udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/AUDIT_REPORT.md	typed_pair path groupoid
udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md	founded character versus observer boost and readouts
udt_relational_pair_depth_realization_audit_2026-07-24/AUDIT_REPORT.md	bilocal and path one_form types
udt_local_jet_atlas_p02_2026-07-21/AUDIT_REPORT.md	generic local first_jet freedom control
udt_gr_subtraction_reciprocal_connection_audit_2026-07-21/AUDIT_REPORT.md	historical conditional conformal reciprocal connection
udt_gr_subtraction_reciprocal_connection_audit_2026-07-21/STATUS_LEDGER.tsv	historical route statuses
