source_id	path	git_blob	sha256	bytes	first_commit	first_commit_date	last_commit	last_commit_date	firewall	authority	use	anchor_line	anchor_sha256
S01	UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	11418	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	FOUNDING_DERIVATION_RECORD	two-way c identity, dual Reciprocity, and declared static spherical metric	30	b2d34c0cbaadfcaa356fa6faf32b2f678f8e296656ba4e1fb37bd1a9af4b1164
S02	UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221	50c02104ffe5d70f8c97aa1077f625b4a76a4f51	2026-07-17T18:55:34-04:00	c5732bedb7adb337e57cee72e1ea6fce481984e3	2026-07-17T21:46:56-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	CURRENT_FOUNDATION_PACKET	authoritative premise separation and reciprocal block limits	110	9573b72a229eb3f6ea350f16c5f63f5979eb1925ac50837e0b627f2194a616fa
S03	UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	db2959c45beb48f7417b211039dd8e8c71d2f1ef	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	OWNER_LOCKED_FOUNDATION	common scale is calibration; reciprocal determinant-one factor survives	42	f17756f0f7bd895b1bb21bc19e5bb41d8301528281c7c6c0a99b82274c8cbdec
S04	native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv	bc30820893a31b1458a1e086eabfef7dd3ed7959	70cab9d5e10b03e0e3418129b67155e01d9f805c4397c69ef8795c4d2aaa5dfd	8676	ded310a8e997c0220d35b0620ae1ac4d45b1e106	2026-07-18T09:14:52-04:00	ded310a8e997c0220d35b0620ae1ac4d45b1e106	2026-07-18T09:14:52-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	FINAL_ABC_ADJUDICATION	reciprocal kinematic statuses and explicit metric-readout conditions	9	22c60b0ff012c397d3188c6167424aefc2244651e08d3fa435a3fc386d8f277b
S05	udt_premise_reset_audit_2026-07-19/OWNER_MEANING_LEDGER.tsv	8fffcfb3eeeb4d140d3de8e70da6e0e0b5bb230c	393889c25975e8c9bded1f9e5aac90b285273c80e40914f1492159b61ae093d5	3638	85a0363b2bef9a1cfb0149dc1aaf20bcd44e1bd8	2026-07-19T22:19:17-04:00	85a0363b2bef9a1cfb0149dc1aaf20bcd44e1bd8	2026-07-19T22:19:17-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	OWNER_MEANING_LEDGER	finite observed c, signed local phi, observer comparison, and metric-is-theory	14	d1e09a9b839321d8a715cb03833dd5256b12a1e11cb6be2f58290ba38e8f1e7b
S06	udt_premise_reset_audit_2026-07-19/AUDIT_REPORT.md	8719cc473b8465628e2da36e7c27978db723c7d2	fc1c3d9edb7ce87415470da09c01cf2223ec4fa2022ee4565f32d77ccbc50ada	10176	85a0363b2bef9a1cfb0149dc1aaf20bcd44e1bd8	2026-07-19T22:19:17-04:00	85a0363b2bef9a1cfb0149dc1aaf20bcd44e1bd8	2026-07-19T22:19:17-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	PREMISE_RESET_AUDIT	reciprocal-c survives while observer comparison remains to be derived	75	dd2c0eeb6500a076a7780be4685837a7454777b71a6226f82110f3e0c4c2ba61
S07	udt_phi_metric_ontology_audit_2026-07-22/AUDIT_REPORT.md	8f583b340f683303f2644bd2d67698648a082692	f762051c7af6559556e6f2f68a6f85f3d4038dc9350822878619eb834ba30fee	10753	14b06fdc1434301de1516cd2dbc226ad3fa1a3e1	2026-07-22T14:38:45-04:00	14b06fdc1434301de1516cd2dbc226ad3fa1a3e1	2026-07-22T14:38:45-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	CURRENT_VERIFIED_WITH_CAVEATS_AUDIT	phi is logarithmic reciprocal imbalance; geometric ownership had remained open	14	6935ead4cf3e106e0c3963091e653978fe611ab7d4f1f141c0c4d6adc327f9d0
S08	udt_reciprocal_subbundle_ownership_audit_2026-07-22/AUDIT_REPORT.md	fec5485938c6ffdf64c98241a66f6f3452d5a572	f8c2b7fb5b1073d685dc5032b0a6c29bfc2b755b6cb7008e4b46eb5da655442a	9671	f5f30018dda111f4bf131a5675f8480ca605a268	2026-07-22T15:16:24-04:00	f5f30018dda111f4bf131a5675f8480ca605a268	2026-07-22T15:16:24-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	IMMEDIATELY_PRIOR_VERIFIED_WITH_CAVEATS_AUDIT	universal fixed rank-two selector obstruction to be semantically regraded	12	5255abecc642d7c4dfb48311dfc3e845fc3490b5c5bcbb290938719c1752cc68
S09	udt_chart_coframe_invariance_atlas_2026-07-21/AUDIT_REPORT.md	142bb3d8fb5ee7e4767bb02599e5042d6e90e1b2	2fe285e5d2c1180d4f40798b17984621436c3ee4f6b7c5b393cee0ca79709b10	7701	e237b589d7604426df0a19e1362e2e77387834a2	2026-07-21T18:19:56-04:00	e237b589d7604426df0a19e1362e2e77387834a2	2026-07-21T18:19:56-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	OBSERVED_BOUNDED_ATLAS	tensor invariance versus partition-dependent supplied splits	98	5cdcb6ef48ef835af8e40b5825367a29b2e262bd75ab743d5cc841493273a953
S10	udt_independent_amplitude_metric_atlas_2026-07-21/PREREGISTRATION.md	ee3e1e17d5341dfa6d3b60cba196fb05541d8367	75e9b15d97b21ee4f7104b071340fd52e50044285c4dcf3415167ad54115b8d0	9543	a9a4b8150a84adf3c59c2570e52aa42eddc6c2f9	2026-07-21T15:36:33-04:00	a9a4b8150a84adf3c59c2570e52aa42eddc6c2f9	2026-07-21T15:36:33-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	CONFIGURATION_ATLAS_PREREGISTRATION	ten metric amplitudes and phi intentionally varied independently	16	2ab511c54d18c22af0dd924348d9690f0d823b01a813266c76f0922b04898604
S11	udt_structural_ensemble_metric_atlas_2026-07-21/PREREGISTRATION.md	78a2d267abf4af5559df513bc7e5141d93f514c4	bbb628becce5b16923e6c41f129e7aa549cb10d7168d4cdd0ba13a4fa6f73f07	10456	e23d55f033da8f28160f4629574725bfc49cbebb	2026-07-21T16:35:04-04:00	e23d55f033da8f28160f4629574725bfc49cbebb	2026-07-21T16:35:04-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	CONFIGURATION_ATLAS_PREREGISTRATION	ensemble census deliberately broader than a derived UDT metric family	30	5a9f8bf3c58ddf60ff3bca11f5d78e6e6f8effa49d2dd6f95ee1f11878f40225
