sha256	path	role
170822e593c7476e66ee61c4c8f130278d9047223e57ad2d1947329bde9c7558	CURRENT_SCIENTIFIC_PREMISES.md	bounded premise guide
3b7bef3e8027eb95dd9070cf8844bfbbba602d4a7ce30c1772bbc540f9e97bd7	udt_g166_primary_metric_ordered_pair_kernel_descent_2026-08-18/AUDIT_REPORT.md	primary metric pair pullback root
c7c96194a8baf3465b2d8c58ff19051ee2937b4b7f7a5d0e8859ad1a26651d84	udt_g176_completed_pair_dual_reciprocity_consolidation_2026-08-19/AUDIT_REPORT.md	completed pair clarification boundary
4be1212f37075b3ce984bfb908239650c9f5b51917534ebd8421c93f90c77df2	udt_g197_native_kernel_provenance_and_startup_integrity_audit_2026-08-21/AUDIT_REPORT.md	native provenance gate
ff254beea9a275f1f4f9772ed9883a63f75ac757f7ed773074daa99af341b49c	udt_g199_primary_metric_bidirectional_radial_null_2026-08-21/AUDIT_REPORT.md	primary radial metric behavior
02a072c80b0a9010080da8a6b1330ab8bc5d366aac7271c393e7a98921c6fa2d	udt_g201_primary_metric_phi_jet_regime_amplitude_2026-08-21/AUDIT_REPORT.md	phi-jet angular response
18a3cee945d30137923119fd6311c08c280663d92b618f5f9ddeb342b6bb8bad	udt_g202_quiet_overlap_profile_anchor_classification_2026-08-21/AUDIT_REPORT.md	finite-anchor nonselection
736409ea7906a988c821f2c08686262625de54ba58380bf5c09a7bac38fd47cd	udt_g204_primary_metric_global_regularity_asymptotic_profile_2026-08-21/AUDIT_REPORT.md	conditional finite profile family
4d2176828922f0036bb65c106f6de3207f187e66e60d26669cdc1acaf24f93b1	udt_g212_observer_equivalence_history_bridge_whiteboard_2026-08-22/AUDIT_REPORT.md	valued network as metric state
afcfa68aedc330d220b61b542d3e829106dd0f5ecfdcc335a69acc8cd5c15424	udt_g231_cartan_regional_realization_bridge_2026-08-23/AUDIT_REPORT.md	immediate Cartan gate
