path	sha256	bytes
founding.md	e0aebb4131ee3e231b824a8cab4e0aabebe7a678de09b4aa4d39396f3bd5565a	39830
CURRENT_SCIENTIFIC_PREMISES.tsv	6299c3c4f532fae226cb52c9c4d906824088cc99d323e2b4d130e24da9fe1b6e	534655
udt_g274_projective_pair_position_network_descent_2026-08-26/AUDIT_REPORT.md	551bb9492118f941e0f30b0905255b2e97f7cf9b5fa23ce1d5a179809d13dabb	2306
udt_g280_projective_position_optical_area_bridge_audit_2026-08-27/AUDIT_REPORT.md	b0fc18e0e2c81cb770f38bf17686f04d3903e844e382f0751df2d8a3330bd6c2	3645
udt_g280_projective_position_optical_area_bridge_audit_2026-08-27/DERIVATION_RESULT.json	f332b831a915cf444f3dce47edfda6d8bc9cce39e65094c00f83b3ca0074650d	2367
udt_g281_sne_validation_provenance_reconstruction_audit_2026-08-27/AUDIT_REPORT.md	e09a832d0e1da2b90d744c39f2842bd679bc718cd3e92d9d86657459b21a8055	9802
udt_g282_complete_history_depth_jacobi_minimal_law_type_2026-08-27/AUDIT_REPORT.md	95142d95cfff373fb003ffa6a3cb26ea4230c4c774fdad86a094ddb442b5a30d	5913
udt_g282_complete_history_depth_jacobi_minimal_law_type_2026-08-27/DERIVATION_RESULT.json	1f0b413f06e4ba32da2cbb34210384f4517d9e64923d5b5ec5abcd626bf061be	1602
udt_g283_neighbor_relation_curvature_identity_nonselection_2026-08-27/AUDIT_REPORT.md	598a05c4956ff2a301f60274402ed199c87916aa2e8b4a8c733c6a72c9e6f128	4257
udt_g283_neighbor_relation_curvature_identity_nonselection_2026-08-27/DERIVATION_RESULT.json	5eb731d7d8c22019d0543cdd4ca4dffb6bd34f17b136b3acb9b9d5c9d14697b4	1694
udt_g284_emergent_ce_causal_projective_value_law_audit_2026-08-27/AUDIT_REPORT.md	03d89ff05f813d0ba28dc0cca6fde6012b392e4549c40deecee481e21464ef49	4401
udt_g284_emergent_ce_causal_projective_value_law_audit_2026-08-27/DERIVATION_RESULT.json	2575ba83813c2cdf371eb58f10d043eb133fa692d47b364a66aeedefbfb98fa4	2007
udt_g284_emergent_ce_causal_projective_value_law_audit_2026-08-27/INDEPENDENT_VERIFICATION.json	30194d88e7a76dcca23971c45a49384246da97ba7093297aeb472e7b153b9c89	731
