path	sha256	role
CURRENT_SCIENTIFIC_PREMISES.tsv	723a7f26646d86ce73f9bb4cd9677efeaa6000c3ed6d2610e8af37072021fc51	current premise authority
udt_founding_phi_ownership_morphism_audit_2026-08-05/EXACT_DERIVATION.md	0d83baaaa9f0586cb3f3b0cd7af16b201996a124dba6a050c71624a2e638a4fd	founded reciprocal character definition
udt_complete_pair_phi_orchestra_audit_2026-08-05/EXACT_DERIVATION.md	ce96774a1dcdefb690f716a6c69aa6cdf5c155e6cff051137f8efe9b0eb1a77c	complete pair modulation and cocycle type
udt_reciprocal_flag_foundation_ownership_audit_2026-08-09/EXACT_DERIVATION.md	eabfad044b0caf404a7bfab8dfa2462e3a68cf7a578e67451c86baf8b95aa71a	reciprocal calibration flag and order-zero character
udt_reciprocal_calibration_state_solder_audit_2026-08-09/EXACT_DERIVATION.md	8045a1a26727812289fff57e9a958df6fd4ff8e997db6fc3576cbc2b845cb598	local metric transport and solder boundary
udt_terminal_reciprocal_ce_positional_derivation_2026-08-09/EXACT_DERIVATION.md	fa0e31b16df98c3af3cf4aec878c4369642945ce35de20ab8e13b91eaf135e7a	terminal c_E pair readout
udt_carried_intrinsic_middle_morphism_ownership_audit_2026-08-10/EXACT_DERIVATION.md	925ca9fce8872392240fe390f2c10ec81685fea7e289d2286b1b8d3fa49dba87	SO2 alignment bitorsor
udt_reciprocal_scalar_calibration_bitorsor_descent_audit_2026-08-10/EXACT_DERIVATION.md	6fd2a2d4167b92ac62b060479fa8d6e5faf0f080a1f6a63b861cfff8f095b412	scalar descent through alignment
udt_r17_magnitude_to_grading_selection_audit_2026-08-10/EXACT_DERIVATION.md	fd140c5452faa49021f748e8a27384ba07dabb83dda0c4166ffb3f931cbf9d80	stationary reciprocal grading recovery
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/EXACT_DERIVATION.md	c041ccf8a718d44728abe2f617767b8553e3d2795aa9988945d93035ff0b7ec2	stationary pair foliation recovery
udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/EXACT_DERIVATION.md	f789f2196b451a0e9d9d530d7b436800ec3ea17c273a410ffc56c1e03a12aa50	stationary normal path connection recovery
udt_r17_stationary_local_one_form_selection_audit_2026-08-10/EXACT_DERIVATION.md	7311c57cdabf6fd3f77b1e522684a6fd32c9e180bbd6d583a3bc8b0c9d4f574b	known stationary nonuniqueness control
udt_ordered_observer_query_projection_ownership_audit_2026-08-10/EXACT_DERIVATION.md	144aa166e1eddddc541401cf64946a5b68fc91cfd2d2b5d701c50784e5dad21a	conditional founding projection
udt_global_descent_pair_surface_reset_ownership_audit_2026-08-10/EXACT_DERIVATION.md	ade72b001a6f67db6961da309b4c7a8c0092c84e5fead7f894bc5c12c28b100e	current open reset boundary
udt_conceptual_object_type_dependency_audit_2026-08-05/OBJECT_TYPE_LEDGER.tsv	d1b4bef3b560722d064c6e3def301a1a6504b3160bcf553269a41d5f3a8e937e	object type guard

