path	sha256	bytes
AGENTS.md	e74024f82f6adf4aaed8ea15eb61d176a330abc574bc5495b43415335b3b25db	11819
CANON.md	5d99c0ba09fcee0429a34ac6b3dda4faff489b7d214b622fcbd286deb3785314	35011
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	af6bcc49535fd9cf4c8a60e997935d10619f2d52d146482ee40ad9d968f76810	30848
UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886
udt_frame_bivector_equivariance_audit_2026-07-23/AUDIT_REPORT.md	030812cf6903a41bac26005326e1104c5dfeb54c5995194de1474bb33b4afa28	9009
udt_frame_bivector_equivariance_audit_2026-07-23/DERIVATION_RESULT.json	ead7e6249f36e42adceadc8581d4c1175a7ec28d434c7015c4b2d9a7ee9903e0	20339
udt_frame_bivector_equivariance_audit_2026-07-23/MANIFEST.sha256	1fcfc5f1a5c6a3171123ed6f0022fce797e612478b805a998fbc327009633ecc	1935
udt_finite_cell_reciprocal_survival_density_audit_2026-07-23/AUDIT_REPORT.md	25e6b85882d27e746826d124baf61235a22360ccc28ae4f545bd24d6da48c433	9994
udt_finite_cell_reciprocal_survival_density_audit_2026-07-23/FINITE_CELL_BRANCH_ATLAS.tsv	ff176ddad8eb3822d95faa27e840d8f1f2e91d33e6e340f6c98ada49d77f2c77	6710
udt_finite_cell_reciprocal_survival_density_audit_2026-07-23/GLOBAL_SURVIVAL_THEOREMS.tsv	a72805a035f0da3ecd6eebfb774891670e1e6bf7df2cf5b25c016fa6d3f6f9e9	2278
udt_finite_cell_reciprocal_survival_density_audit_2026-07-23/MANIFEST.sha256	72fc872ae3ab2eb21dd0a1a5bdeebe9d7b20db77472b33536f79c7a6d6ea9003	2313
udt_global_metric_assembly_atlas_2026-07-22/AUDIT_REPORT.md	7a596530a78a75aec03bac6f35db31ebe534e0115ca51dda64acffd0c781844a	14055
udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6	2608
udt_global_metric_assembly_atlas_2026-07-22/BUNDLE_HOLONOMY_ATLAS.tsv	8337c04d5b5b5aac858e980baa937771060bced8db4eecf8362b630d7815f4df	4019
udt_global_metric_assembly_atlas_2026-07-22/EXACT_TRANSPORT_CONTROL.json	86eaaa5774ee67498ad752981aab350d6505ce1be5b6c0112410903c6e0d6362	525
udt_global_metric_assembly_atlas_2026-07-22/SHA256SUMS.txt	d4c7e7e16e38496343bbfbc8ef0867de45657ea2e25a724b44b653ff1b276374	5066
udt_complete_metric_intrinsic_object_audit_2026-07-23/AUDIT_REPORT.md	923e6e4e7d9b6478f8b281f7d48f4fd46cd194c292a01540c46509ee6fc89776	11332
udt_complete_metric_intrinsic_object_audit_2026-07-23/DOMAIN_TRANSITION_LEDGER.tsv	0f92b9f61b7cfe9991e668d965d792c5e261760634d1a93fe3c93c9591521fb8	2092
udt_complete_metric_intrinsic_object_audit_2026-07-23/MANIFEST.sha256	1857bde1fff72829487f56ddd9fb461a2d9cad7b777a51baa125529713c8bfd4	3353
udt_finite_cell_completion_atlas_2026-07-21/AUDIT_REPORT.md	354047b6cac9406c75b700912e2a3aab402f7dd1c32a73adc229ee2054a1502e	7446
udt_finite_cell_completion_atlas_2026-07-21/CAUSAL_TIME_LIVE_ATLAS.tsv	478fb8458f03d9078386e734ea0e0da6aebc8c2c2d69bcb68fe1925c0ab7864b	976
udt_finite_cell_completion_atlas_2026-07-21/SHA256SUMS.txt	56c5f36455ae1f89811f3b86db9455a39482510415e6a7f770d2e5ffaa4ed0c7	3151
