candidate_id	cluster_id	hits	q0	q1	q2	q3	max_residual	defect_measure	status
C08	C08_Z001	123	-0.32116534402958358	0.24753981752931961	0.12095815606259562	0.90606069609814066	2.2960451810639877e-17	0.023488728061277907	DIAGNOSTIC_CANDIDATE_NOT_CERTIFIED
C08	C08_Z002	208	-0.12873346561156043	-0.78032874101031424	0.08922524458620254	-0.60543670727288035	1.3681599736747592e-17	0.030669076926194905	DIAGNOSTIC_CANDIDATE_NOT_CERTIFIED
C08	C08_Z003	114	0.32368764899258207	0.33566092123058006	-0.14789986088230725	0.8721718196544116	1.8843878003901438e-17	0.042289582846556595	DIAGNOSTIC_CANDIDATE_NOT_CERTIFIED
C08	C08_Z004	77	0.41487194411442985	-0.42488407972714037	0.18818432466643256	0.78226686541804469	1.5385210996734297e-17	0.11150186338150243	DIAGNOSTIC_CANDIDATE_NOT_CERTIFIED
C08	C08_Z005	21	-0.5218109521211749	0.24698552139530469	-0.13300972947488979	-0.80561770979323633	6.6976019473478962e-17	0.064281520789389215	DIAGNOSTIC_CANDIDATE_NOT_CERTIFIED
C08	C08_Z006	5	-0.54255151594261275	0.11267715101021826	-0.064138597423728821	-0.82995659676221045	1.1102230246251565e-16	0.014844594822013647	DIAGNOSTIC_CANDIDATE_NOT_CERTIFIED
C09	C09_Z001	26	-0.41314662605992514	0.42658465665617606	-0.18830098571972761	-0.78222639616533762	1.2581715700091424e-16	0.11134035406113468	DIAGNOSTIC_CANDIDATE_NOT_CERTIFIED
C09	C09_Z002	9	0.12523015868057835	0.78984631259909677	-0.086927366851715454	0.59405710392408773	6.0111211727689843e-16	0.029706605170574819	DIAGNOSTIC_CANDIDATE_NOT_CERTIFIED
C09	C09_Z003	29	0.40454549807722151	-0.17758771485904684	-0.09651779466698919	-0.8919023818945746	1.6128083049868476e-16	0.020057685463696448	DIAGNOSTIC_CANDIDATE_NOT_CERTIFIED
C09	C09_Z004	19	0.41260089163351693	0.22333932548878074	-0.11793965605565977	0.87519728486948356	1.3440482754490684e-16	0.032578843020513538	DIAGNOSTIC_CANDIDATE_NOT_CERTIFIED
C10	C10_Z001	209	0.42799780873088938	0.56586127180773782	0.22201800442433642	-0.66882501635414471	8.0630799123969537e-18	0.2030524241286859	DIAGNOSTIC_CANDIDATE_NOT_CERTIFIED
C10	C10_Z002	172	0.35122407007045803	-0.22585318142739821	-0.11545056887106517	-0.90127862461594654	7.5060581478980408e-18	0.023810070664490007	DIAGNOSTIC_CANDIDATE_NOT_CERTIFIED
C10	C10_Z003	85	-0.4332894462115387	-0.19468813034084431	0.10552570533925487	-0.87362527047856009	2.7710099949088349e-17	0.02761978825268737	DIAGNOSTIC_CANDIDATE_NOT_CERTIFIED
C10	C10_Z004	149	-0.13639744779388327	-0.75857268448683479	0.094190646541049569	-0.63015183939264274	0	0.032611659280773683	DIAGNOSTIC_CANDIDATE_NOT_CERTIFIED
C10	C10_Z005	91	-0.22758483609493244	-0.48728592329858567	0.13968845775244687	-0.83141127374208157	3.2300661381301414e-18	0.039927687632663127	DIAGNOSTIC_CANDIDATE_NOT_CERTIFIED
C10	C10_Z006	20	0.16344491020559843	-0.29462693296717807	-0.095595719291071135	-0.93666546330664957	2.4138557228793701e-17	0.0076891783783864008	DIAGNOSTIC_CANDIDATE_NOT_CERTIFIED
