path	role	git_blob	bytes	sha256
.claude/skills/completeness-map/SKILL.md	inherited_parent_source_boundary	b09b8ae35cec40db4cebd0f16decc8792fb660b2	2262	8c32d77f33490750c20f9df121917ac4513cefe7662867bc61ea01f70c7c6e13
.claude/skills/no-shortcuts/SKILL.md	inherited_parent_source_boundary	97d546927d6c594c84f9402315d001ea88dc4d8a	2288	20eb84d287795ed7f435eca50183a900cf82e4f7b417e0334fb1e8844dc83003
.claude/skills/solution-space-not-imposition/SKILL.md	inherited_parent_source_boundary	c43293d62f93e06633466fb1731c96a27686f85b	5289	01bf656edaae3b0edb8671e11f47d23d6d154907436e7ebead008d92ff79f0e1
.claude/skills/verifier-before-record/SKILL.md	inherited_parent_source_boundary	1b73fde4c6dd141378f91ac1daa0d14773c3a686	2369	c9928f141171e2c5913add6399c2706d25de47a41074db1eac4dc4689742bad5
AGENTS.md	inherited_parent_source_boundary	48f8acc54d1c64b874d16cecd619a7e3cfcaf5d1	20884	6c74cf60246dfb2df2cb2c77b67bad72f15cc4532c2efa92d4e72e45b6fa3b71
CLAUDE.md	inherited_parent_source_boundary	cbbe731ce8d4aa6fae1751d7fe888ba6ee99ed9a	24917	14b52c09238940fbb5106675cb2d86f7f53755431594c343b2564900922fa2db
CURRENT_SCIENTIFIC_PREMISES.md	inherited_parent_source_boundary	1a25dc1d354e0065c527374767f11aa9d06d62de	2493	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491
CURRENT_SCIENTIFIC_PREMISES.tsv	inherited_parent_source_boundary	f923b077483c2d2ab5fde2697a6e63649d027dc6	6798	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f
LIVE.md	inherited_parent_source_boundary	008ea802e149971bc4571302dc52b9851b0d28a0	75138	d4e7a8aaf66db6cd7275cc613a26acb7f09b51d9051dc33f2a30d76530efc45c
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	inherited_parent_source_boundary	a8d29384a514f9d3be588dad1818c4c614dc6d70	11418	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/EXACT_DERIVATION.md	inherited_parent_source_boundary	4a64d18938744e5cacc7e8500a34d5ad2e8a3908	7024	7303cedf1642a8f10c63c77065d6d2e60806702e238841dfbcae5f04cb5ed563
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/OBJECT_PRODUCTION_LEDGER.tsv	inherited_parent_source_boundary	218eb53d83059c2a697bfc6566de84df6f55657c	1446	336a845c6f45293108a95dfb25874d7e779316b3ae38d0d8711b73a9d5f9beb6
udt_complete_cell_cartan_alternating_production_review_2026-08-02/CORRECTION_LAYER.md	inherited_parent_source_boundary	7692981c4b4df655455f7f337d344cf7e698e01f	2270	512c5f082ff2bac79c3fc2ec6cf94bbd388a399e30a19e28bfd6021fae97f43a
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/AUDIT_REPORT.md	inherited_parent_source_boundary	3d19a3138f80b332d9bafd6f3ba296be4fc4205c	2141	1ab6d2d7028d17ded30af356a5438fa5faa23160706e7581ad689ee30fd9161f
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/EXACT_DERIVATION.md	inherited_parent_source_boundary	91d9fe61e2a07c9e82cfb0fe802cc3a02033bb46	4556	0e9d6dfc7cb4ab95751877d24f3f36d45bb1a204fcb8f49e2ca4aadd699d3a4f
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/FRAME_DESCENT_ATLAS.tsv	inherited_parent_source_boundary	8f1126efaea642d37d8fe1600013a3b284792e85	826	72ebc052a03d688ea513763cb5ea0b4cdf6203358d085304abc3995c09423a4f
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/INVARIANT_OBJECT_ATLAS.tsv	inherited_parent_source_boundary	5a675e29e88c2a38eda238af5dd86676341ae6a4	863	c71a648dcaf98636676ab13afcd3c3037f41dcb99dd4e2678926f1887651df5e
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/STATUS_LEDGER.tsv	inherited_parent_source_boundary	102135d8285961068c8059a9bcad65b714f4d64b	1117	03ac845bda0f19e4f9a31bb3997f983a99c08f06511487d400d108242652c6d7
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/derive_full_gl2.py	inherited_parent_source_boundary	d72f3aac022d030a2d3289481d25dd76d6b992a3	19241	9e8052810eb8870419ecc347d45d16412e0e4859b0429272dae091ebae303286
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/EXACT_DERIVATION.md	inherited_parent_source_boundary	98d15cf3060d34d238b8528bfaa8a0cab81e7493	6108	36e22610ec03dc4421e005f0a327be288cde000fb5fa63f4d8ea9cec3711875d
udt_general_screen_complete_cell_atlas_2026-07-28/AUDIT_REPORT.md	inherited_parent_source_boundary	3f508e2d21328aef5a8e51cc7ca069ba3889992f	4171	21fc7594ff288bb8297f3a8be36e8cfac336e340b376802a649ae95b3c10f932
udt_general_screen_complete_cell_atlas_2026-07-28/EXACT_DERIVATION.md	inherited_parent_source_boundary	b4f9a0300cc3053f53b69ad28f1122e416273113	7384	3d6cab420d4cb20dc0042c4ccce88a4d0b13d0c75572cc78a47daa04be87297f
udt_general_screen_complete_cell_atlas_2026-07-28/GENERAL_CARTAN_RESULT.json	inherited_parent_source_boundary	23a5dda71d8a7ecbb3e8bca84ef76d6993562ed2	5470	8ae1ba6695ceb6aec7ac6915dd0f10c9f68b999ccf4ea332945b66605ea0d205
udt_general_screen_complete_cell_atlas_2026-07-28/STATUS_LEDGER.tsv	inherited_parent_source_boundary	bb44fa42638a5cf8fbc677326b20374f54bba3fb	2044	3d1352de95c99c2ca17265e666521cc646765aea6d0673c6531bd5377318eafc
udt_general_screen_complete_cell_atlas_2026-07-28/derive_general_screen.py	inherited_parent_source_boundary	ebc9fe01fbcba1e57500176a3e6cb343defce951	27571	466cdb0de918851572d760c049109d93de2fc2c4df6dd32164c48f9a16499a89
udt_intrinsic_defect_transport_atlas_2026-08-02/ADJUDICATION_RESULT.json	immediate_parent_load_bearing_evidence	6ed57b1e0d378ce17f6f610f8b61cd578faf5892	1151	26db937322a7cdd8ae8e239fdab1221775e571c5587eeb44f59be173e3ddbef3
udt_intrinsic_defect_transport_atlas_2026-08-02/AUDIT_REPORT.md	immediate_parent_load_bearing_evidence	8fc738843c83d7105a262ccf6b09d5c5722d295a	3875	d915fd5b089bcf13a9dded0e8340c9e0be60f9b9c95c00c01503d3998cecec1e
udt_intrinsic_defect_transport_atlas_2026-08-02/CANDIDATE_BINDING.tsv	inherited_parent_source_boundary	d8b5da31ce16464b793d141ce13c7dd152b234a3	1249	26daa0b9ff3f724c1ac0a46b80e705c52838ec498d2c778b23175ee4fc2a2f74
udt_intrinsic_defect_transport_atlas_2026-08-02/CANDIDATE_TRANSPORT_ATLAS.tsv	immediate_parent_load_bearing_evidence	5caa334bdde11d6d08d617a20c0df27d1cdb274d	1892	f8423a04779e0533e1d0b0257a5a95222f39ee14bf273f8bef80eb2c3c9706b6
udt_intrinsic_defect_transport_atlas_2026-08-02/COLD_REVIEW_RETURN.md	immediate_parent_load_bearing_evidence	3a2708eca7eaacf22734dce5c57e8a90a3ebc223	2111	00d138d2d326973fbcd8a1430884e7a06cfe37120ddc4c92a5179498e8f27d71
udt_intrinsic_defect_transport_atlas_2026-08-02/COMPLETENESS_MAP.md	inherited_parent_source_boundary	bf66736b6b0812080d1720f19acc98761e6d8459	2029	fa24aae60a7ef655bc7ccaa6ae14b71967ec3230cb9aecd37e13e1c972718022
