candidate_id	profile_id	a	loop_id	parameter_name	parameter_value	H_independent	H_reverse_independent	primary_difference	orientation_reversal_error	agreement_threshold	status
C08	C08	1	R01	rho	0.01	-0.000000010164586999692884818565700633914643657783609526119909121520099416391111993083369205746546106515876279318604897622117931087831	0.000000010164586999692884818565700633914643657783609526119909121520099416391111993083369205746546106515876279318604897622117931087831	1.6940978332821484778282804897622117931088068997074124209483567072247916230304181525980716525277172197922144029553143780407871e-89	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C08	C08	1	R01	rho	0.05	-0.0000011388129434332484936348971550740023154132589701628787300467237129923123263634489928218127142042237610411085441046019825023718	0.0000011388129434332484936348971550740023154132589701628787300467237129923123263634489928218127142042237610411085441046019825023718	1.8980215723887475319202185441046019825023999167677675233395003637358651173040075702016672522056554500491531353655550522838515e-87	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C08	C08	1	R01	rho	0.1	-0.0000065223581740463152113661439427752247265420612332675392569919830726217311070875488897846400886932979776191391441417130219355703	0.0000065223581740463152113661439427752247265420612332675392569919830726217311070875488897846400886932979776191391441417130219355703	1.0870596956743858657786959144141713021935730575840092790677421484541797885109377837547973841455573361892652014902079340393966e-86	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C08	C08	1	R02	rho	0.01	-0.0008453607467347705279417428360186969641037472257380633958221225096552643386197225230234000091009700384002475501076998485114662	0.0008453607467347705279417428360186969641037472257380633958221225096552643386197225230234000091009700384002475501076998485114662	1.4089345778912842132322005501076998485114868042581308174396433146915415959663541343081896055004549021100194535638632629650659e-84	0.0	8.4536074673477052794174283601869696410374722573806339582212250965526433861972252161446543120968582516804699999999999999998098e-69	PASS_INDEPENDENT
C08	C08	1	R02	rho	0.05	-0.0041864696788899693403279255337548555496922279263816549952863402072951505556349986019981499734986773547855088468410404004875678	0.0041864696788899693403279255337548555496922279263816549952863402072951505556349986019981499734986773547855088468410404004875678	6.9774494648166155671762088468410404004874657020565120559369496877397978164477165930863820799802591753629941051628687194198261e-84	0.0	4.1864696788899693403279255337548555496922279263816549952863402072951505556349985950207005086820617876092999999999999999998427e-68	PASS_INDEPENDENT
C08	C08	1	R02	rho	0.1	-0.0081320553783659655644635087338248611026259583469060565560634430952853850196830233961812489884967511984377354180784441543303441	0.0081320553783659655644635087338248611026259583469060565560634430952853850196830233961812489884967511984377354180784441543303441	1.3553425630609942607441985418078444154330009355661891223306499970278479472458776568954684879440831865182529028626023441856307e-83	0.0	8.1320553783659655644635087338248611026259583469060565560634430952853850196830233826278233578868085909957499999999999999998743e-68	PASS_INDEPENDENT
C08	C08	1	R03	rho	0.01	0.00000000000030875222256929745975114038319013043478069518496246938811379688546692898416024549778043068730716722072483904768478431423637803	-0.00000000000030875222256929745975114038319013043478069518496246938811379688546692898416024549778043068730716722072483904768478431429554935	2.7250374353863741863437300476847843142363858730036401994776202846210757767518620731755087105500039584892702508241555583753342e-93	5.9171310721893448301982893680552216245978054236202011943709674064472160032929536291424539318408137867714109883424421290930177e-131	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C08	C08	1	R03	rho	0.05	0.00000000097673266783278524281971120247920273478417815338745193738369398804566132549432054069200842948965161169293889696363740369482228	-0.00000000097673266783278524281971120247920273478417815338745193738369398804566132549432054069200842948965161169293889696363740369482228	8.5976640849570319472631268969636374036948304258934048384850407750038803009359169483400383942727844872935668876612436761254212e-90	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C08	C08	1	R03	rho	0.1	0.000000032432149438214680771060976350969269670043714483405581877882273849435387613019789242935465859416125138358971812134700885498756	-0.000000032432149438214680771060976350969269670043714483405581877882273849435387613019789242935465859416125138358971812134700885498756	2.8327570495034926870433137181213470088549695787459496444280826105745029698137601890122910780678534217493900883449416360462271e-88	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C08	C08	1	R04	rho	0.01	-0.00000000000030874904144353841915589011803058289930822851493994383856595520009772450990393875289473929390544866147192591356613330887888395	0.00000000000030874904144353841915589011803058289930822851493994383856595520009772450990393875289473929390544866147192591356613330881407727	2.7250321398993088204952179135661333088788939975706965658734155213683468982192681450590172127733665718093603193143993179647625e-93	6.4806673647788062425981264507271474936071202258697441652634404927755222893208539747750685920161293855115453681845794747209241e-131	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
