candidate_id	profile_id	a	loop_id	parameter_name	parameter_value	H_independent	H_reverse_independent	primary_difference	orientation_reversal_error	agreement_threshold	status
C16	C08	4	R01	rho	0.01	-0.000000040658347998771539274262802535658574631134438104479636486080397665564447972333476822986184426063505117274419590488471724351323	0.000000040658347998771539274262802535658574631134438104479636486080397665564447972333476822986184426063505117274419590488471724351323	6.776391333128593911313141959048847172435374905130570842682780803936083435058088102059784291495860203826666730315761931608291e-89	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C16	C08	4	R01	rho	0.05	-0.000004555251773732993974539588620296009261653035880651514920186894851969249305453795971287250856816895044164434176418407930009487	0.000004555251773732993974539588620296009261653035880651514920186894851969249305453795971287250856816895044164434176418407930009487	7.5920862895549901276808541764184079300093138660908821484319360959451060737780470599333704797571039413531073784148615729013208e-87	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C16	C08	4	R01	rho	0.1	-0.000026089432696185260845464575771100898906168244933070157027967932290486924428350195559138560354773191910476556576566852087742281	0.000026089432696185260845464575771100898906168244933070157027967932290486924428350195559138560354773191910476556576566852087742281	4.3482387826975434631147856576566852087740992189472290531048369153782546695850410903772380331999386759442976509810008529186865e-86	0.0	2.6089432696185260845464575771100898906168244933070157027967932290486924428350195515656172527797757279328700000000000000001769e-70	PASS_INDEPENDENT
C16	C08	4	R02	rho	0.01	-0.0033814429869390821117669713440747878564149889029522535832884900386210573544788900920936000364038801536009902004307993940458648	0.0033814429869390821117669713440747878564149889029522535832884900386210573544788900920936000364038801536009902004307993940458648	5.6357383115651368529288002004307993940458684095308237208633193942829829615477163186867914616697968661577148657928820589480652e-84	0.0	3.3814429869390821117669713440747878564149889029522535832884900386210573544788900864578617248387433006721900000000000000000055e-68	PASS_INDEPENDENT
C16	C08	4	R02	rho	0.05	-0.016745878715559877361311702135019422198768911705526619981145360829180602222539994407992599893994709419142035387364161601950271	0.016745878715559877361311702135019422198768911705526619981145360829180602222539994407992599893994709419142035387364161601950271	2.7909797859266462268704835387364161601949862808226048223747798750959191265790866372345528319921036701451976420651474877679304e-83	0.0	1.6745878715559877361311702135019422198768911705526619981145360829180602222539994380082802034728247150437199999999999999999371e-67	PASS_INDEPENDENT
C16	C08	4	R02	rho	0.1	-0.032528221513463862257854034935299444410503833387624226224253772381141540078732093584724995953987004793750941672313776617321376	0.032528221513463862257854034935299444410503833387624226224253772381141540078732093584724995953987004793750941672313776617321376	5.4213702522439770429767941672313776617320037422647564893225999881113917889835106275818739517763327460730116114504093767425229e-83	0.0	3.2528221513463862257854034935299444410503833387624226224253772381141540078732093530511293431547234363982999999999999999999497e-67	PASS_INDEPENDENT
C16	C08	4	R03	rho	0.01	0.0000000000012350088902771898390045615327605217391227807398498775524551875418677159366409819911217227492286688828993561907391372569455121	-0.0000000000012350088902771898390045615327605217391227807398498775524551875418677159366409819911217227492286688828993561907391372571821974	1.0900149741545496745374916190739137256945425442849181502798581089087523691673556930081621677767993272256348369849557763677975e-92	2.3668524288757379320793157472220886498391221694480804777483869625788864013171814516569815727363255147085643953369768516372071e-130	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C16	C08	4	R03	rho	0.05	0.0000000039069306713311409712788448099168109391367126135498077495347759521826453019772821627680337179586064467717555878545496147792891	-0.0000000039069306713311409712788448099168109391367126135498077495347759521826453019772821627680337179586064467717555878545496147792891	3.4390656339828127789052505587854549614779220413768985496778283087535931101636546413439778279152309732842426610949990377064081e-89	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C16	C08	4	R03	rho	0.1	0.00000012972859775285872308424390540387707868017485793362232751152909539774155045207915697174186343766450055343588724853880354199502	-0.00000012972859775285872308424390540387707868017485793362232751152909539774155045207915697174186343766450055343588724853880354199502	1.1331028198013970748173258872485388035419907776243982809490201237305395267842323854382663848548411951929122177078667428073937e-87	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C16	C08	4	R04	rho	0.01	-0.0000000000012349961657741536766235604721223315972329140597597753542638208003908980396157550115789571756217946458877036542645332355155358	0.0000000000012349961657741536766235604721223315972329140597597753542638208003908980396157550115789571756217946458877036542645332352563091	1.0900128559597235281980873654264533235515458909774041704358237161083442323709952850670572451131073670248329998266745787912721e-92	2.5922669459115224970392505802908589974428480903478976661053761971102089157283415899100274368064517542046181472738317898883697e-130	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
