timestamp	elapsed_seconds	processes	aggregate_rss_kib	mem_available_kib	swap_used_kib
2026-08-03T22:00:00-04:00	0.001	1	8536	122428084	3328
2026-08-03T22:00:30-04:00	30.097	1	94344	122320064	3328
2026-08-03T22:01:00-04:00	60.192	6	544136	122166004	3328
2026-08-03T22:01:30-04:00	90.310	17	2244052	121629624	3328
2026-08-03T22:02:00-04:00	120.409	8	1063268	121907668	3328
2026-08-03T22:02:30-04:00	150.508	17	3832308	121801028	3328
2026-08-03T22:03:01-04:00	180.604	17	3868396	121449548	3328
2026-08-03T22:03:31-04:00	210.701	17	3870232	121216724	3328
2026-08-03T22:04:01-04:00	240.800	14	3206648	121221156	3328
2026-08-03T22:04:31-04:00	270.895	5	2051592	121882808	3328
2026-08-03T22:05:01-04:00	300.991	5	2080716	121955552	3328
2026-08-03T22:05:31-04:00	331.093	17	6975264	121837140	3328
2026-08-03T22:06:01-04:00	361.205	17	7014376	121321060	3328
2026-08-03T22:06:31-04:00	391.307	17	7014408	121095000	3328
2026-08-03T22:07:01-04:00	421.407	17	7034668	120841628	3328
2026-08-03T22:07:31-04:00	451.498	17	7014496	120584588	3328
2026-08-03T22:08:01-04:00	481.596	17	7046068	120348332	3328
2026-08-03T22:08:32-04:00	511.693	17	7095476	120161592	3328
2026-08-03T22:09:02-04:00	541.795	17	7160560	119941120	3328
2026-08-03T22:09:32-04:00	571.891	5	4032784	121345156	3328
2026-08-03T22:10:02-04:00	601.983	5	4047052	121524096	3328
2026-08-03T22:10:32-04:00	632.080	5	4057204	121508912	3328
2026-08-03T22:11:02-04:00	662.179	5	4067224	121496296	3328
2026-08-03T22:11:32-04:00	692.279	5	4077308	121466644	3328
2026-08-03T22:12:02-04:00	722.379	5	4087432	121441520	3328
2026-08-03T22:12:32-04:00	752.477	5	4097480	121453180	3328
2026-08-03T22:13:02-04:00	782.570	5	4107940	121413228	3328
2026-08-03T22:13:33-04:00	812.669	5	4117456	121393552	3328
2026-08-03T22:14:03-04:00	842.767	5	4127364	121363620	3328
2026-08-03T22:14:33-04:00	872.867	5	4137452	121353272	3328
2026-08-03T22:15:03-04:00	902.955	5	4149224	121317800	3328
2026-08-03T22:15:33-04:00	933.052	5	4158848	121341240	3328
2026-08-03T22:16:03-04:00	963.151	17	13206288	121144020	3328
2026-08-03T22:16:33-04:00	993.249	17	13248676	120824332	3328
2026-08-03T22:17:03-04:00	1023.350	17	13280720	120541612	3328
2026-08-03T22:17:33-04:00	1053.447	17	13225384	120341692	3328
2026-08-03T22:18:03-04:00	1083.549	17	13236684	120111108	3328
2026-08-03T22:18:34-04:00	1113.650	17	13246548	119869016	3328
2026-08-03T22:19:04-04:00	1143.749	17	13279000	119648256	3328
2026-08-03T22:19:34-04:00	1173.853	17	13235356	119387952	3328
2026-08-03T22:20:04-04:00	1203.949	17	13242176	119177772	3328
2026-08-03T22:20:34-04:00	1234.058	17	13282024	118951056	3328
2026-08-03T22:21:04-04:00	1264.174	17	13355308	118722972	3328
2026-08-03T22:21:34-04:00	1294.275	17	13399020	118510832	3328
2026-08-03T22:22:04-04:00	1324.365	17	13417832	118325360	3328
2026-08-03T22:22:34-04:00	1354.464	17	13445908	118122508	3328
2026-08-03T22:23:04-04:00	1384.562	17	13507868	117939796	3328
2026-08-03T22:23:35-04:00	1414.658	8	6570628	119372364	3328
2026-08-03T22:24:05-04:00	1444.755	5	7732328	120573464	3328
2026-08-03T22:24:35-04:00	1474.850	5	7735004	120595468	3328
2026-08-03T22:25:05-04:00	1504.952	5	7737704	120882208	3328
2026-08-03T22:25:30-04:00	1530.033	5	7739936	120881176	3328
2026-08-03T22:26:00-04:00	1560.127	5	7742612	120860244	3328
2026-08-03T22:26:30-04:00	1590.223	5	7745300	120879928	3328
2026-08-03T22:27:00-04:00	1620.317	5	7747968	120869072	3328
2026-08-03T22:27:30-04:00	1650.414	5	7767680	120894280	3328
2026-08-03T22:28:00-04:00	1680.509	5	7770364	120891844	3328
2026-08-03T22:28:31-04:00	1710.612	5	7773064	120848960	3328
2026-08-03T22:29:01-04:00	1740.703	5	7775728	120849656	3328
2026-08-03T22:29:31-04:00	1770.807	5	7778416	120848436	3328
2026-08-03T22:30:01-04:00	1800.907	5	7790976	120826944	3328
2026-08-03T22:30:31-04:00	1831.003	5	7793692	120834360	3328
2026-08-03T22:31:01-04:00	1861.092	5	7796356	120818180	3328
