candidate_id	profile_id	a	loop_id	parameter_name	parameter_value	H_independent	H_reverse_independent	primary_difference	orientation_reversal_error	agreement_threshold	status
C10	C10	1	R01	rho	0.01	-0.0000000050947474763122941697487795529264673513331740470925911333675946217941400575807986241920001545097750079413955095187609984721055	0.0000000050947474763122941697487795529264673513331740470925911333675946217941400575807986241920001545097750079413955095187609984721055	8.4912457938538281634150055095187609984724288662626321283961767835083135093892963651469044789142670075435691078591068199732863e-90	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C10	C10	1	R01	rho	0.05	-0.00000060494887899964231424611559968948919133199090782100850783333174958817835015555686078695987806398972749124780787479607519103061	0.00000060494887899964231424611559968948919133199090782100850783333174958817835015555686078695987806398972749124780787479607519103061	1.0082481316660705337104818078747960751910331220698746029821339743279293308340000940579266014280325135601949270435385214576988e-87	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C10	C10	1	R01	rho	0.1	-0.000004124455063067904076276706150340796883720156275880649273672356959459918407983226507489795532530528134830717631542611814638359	0.000004124455063067904076276706150340796883720156275880649273672356959459918407983226507489795532530528134830717631542611814638359	6.8740917717798401279923976315426118146380476259747414617804466474670410880495178645313249113702898800955711213765284744319664e-87	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C10	C10	1	R02	rho	0.01	-0.00029040183753796708424530544742789221990307493957160929223175366783820481242769414300246127489376032540382360105561261749231938	0.00029040183753796708424530544742789221990307493957160929223175366783820481242769414300246127489376032540382360105561261749231938	4.8400306256327847374341260105561261749231306760288561538815837861250071413190247111253532196112083567309027310755951971823339e-85	0.0	2.904018375379670842453054474278922199030749395716092922317536678382048124276941425184582123304818516604109999999999999999929e-69	PASS_INDEPENDENT
C10	C10	1	R02	rho	0.05	-0.0014504486170622374432407167899066834830827163277200446503414585103462860951539759806698984097280806950911083439061089449460921	0.0014504486170622374432407167899066834830827163277200446503414585103462860951539759806698984097280806950911083439061089449460921	2.4174143617703957387257583439061089449460845883978515186616027878192761725109220467366587023977004712034755192518737484892275e-84	0.0	1.4504486170622374432407167899066834830827163277200446503414585103462860951539759782524840479576849563653500000000000000000278e-68	PASS_INDEPENDENT
C10	C10	1	R02	rho	0.1	-0.0028911994469016925529994465266950216977058274983766322995442025848314772271823488828994818740153081613350876334953777808214034	0.0028911994469016925529994465266950216977058274983766322995442025848314772271823488828994818740153081613350876334953777808214034	4.8186657448361542549716376334953777808214386647982509126421587348925165380205152397294332652143538707700236616701459274934111e-84	0.0	2.8911994469016925529994465266950216977058274983766322995442025848314772271823488780808161291791539063634499999999999999999367e-68	PASS_INDEPENDENT
C10	C10	1	R03	rho	0.01	0.0000000000011495735496747235336796200698141637581550154791399890384105767327400601490702292417782128318337804384762800713319724955552774	-0.0000000000011495735496747235336796200698141637581550154791399890384105767327400601490702292417782128318337804384762800713319724955947249	6.02946533283327296818393007133197249555523863873050470357211740331550546634273518134398854215483557167019189530498780642353e-93	3.9447540481262298867988595787034810830652036157468007962473116042981440021953024194283026212272091911809406588949614193953451e-131	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C10	C10	1	R03	rho	0.05	0.0000000035945699232555033583708257222399600517313631298276982579996660310678160100532172384314498618959989644044210822129583904881102	-0.0000000035945699232555033583708257222399600517313631298276982579996660310678160100532172384314498618959989644044210822129583904877495	1.8961191412038518906654081082212958390488089835677177847705576045406307641451197819456640005354460012616942635789621770402203e-89	3.6066322725725530393589573291003255616596147343970750137118277525011602305785622120487338251220198319368600309896790120186013e-130	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C10	C10	1	R03	rho	0.1	0.00000011521860178063498561903131617918357313755370080231722780510355394604413008179195338630468469378556755275186628580640459797771	-0.00000011521860178063498561903131617918357313755370080231722780510355394604413008179195338630468469378556755275186628580640459797771	6.1850187324241457063349686628580640459797789041948438551949480026811800768732041656264372622081964568026468943221133203192179e-88	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C10	C10	1	R04	rho	0.01	-0.000000000001149568880485694169346262113066963941566674628706513212513523422993855723889307361615407195573146273356565789463583020578084	0.0000000000011495688804856941693462621130669639415666746287065132125135234229938557238893073616154071955731462733565657894635830205442718	6.0294575490083289283098957894635830205781558774631328636025346236420304867028798790197036494883786449391602064405254945594488e-93	3.3812177555367684743990224960315552140558888134972578253548385179698377161674020737956879610518935924408062790528240737674387e-131	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
