candidate_id	profile_id	a	loop_id	parameter_name	parameter_value	H_independent	H_reverse_independent	primary_difference	orientation_reversal_error	agreement_threshold	status
C04	C04	1	R01	rho	0.01	0.0	0.0	1.1186209616552533779470189119064218892580961457353027969846052470166564099628924707155438411141733556400599999999999999999592e-104	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C04	C04	1	R01	rho	0.05	2.885305818058042431487165863280260449327691787517660010969462202000928184462849769638987060097615865549488024791743209614881e-129	2.885305818058042431487165863280260449327691787517660010969462202000928184462849769638987060097615865549488024791743209614881e-129	1.0875174670383248121911589030090842585733300158595241392060146734759272501407322943136115725686908734093369638987060097615977e-104	5.770611636116084862974331726560520898655383575035320021938924404001856368925699539277974120195231731098976049583486419229762e-129	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C04	C04	1	R01	rho	0.1	0.0	0.0	1.4674739819482602116041627870673319878485384151270327107519025272275891957451863849579314068650526867404400000000000000000994e-104	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C04	C04	1	R02	rho	0.01	0.000000069550307503218028927639151184822068256196591080944058082426690453660996975438217120917954549635901296202497240511253481589505	-0.000000069550307503218028927639151184822068256196591080944058082426690453660996975438217120917954549635901296202497240511253481589505	1.1591717917203004843808089724051125348158474844205716509412679964667772302450881015919342455010185169432350833251818516659307e-88	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C04	C04	1	R02	rho	0.05	0.0000086481567524720193294813250838331171046361507865096021725237992408492196063529303861392010180400966230174603540360496583872163	-0.0000086481567524720193294813250838331171046361507865096021725237992408492196063529303861392010180400966230174603540360496583872163	1.4413594587453365529617800354036049658387564432606056432846295412871740672491736247101542554141109912428609196353837706421131e-86	0.0	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C04	C04	1	R02	rho	0.1	0.000068066055380119911099641735675690918769595697870572995747040285634446082152046360583777275263679528721297987115548968307986758	-0.000068066055380119911099641735675690918769595697870572995747040285634446082152046360583777275263679528721297987115548968307986758	1.1344342563353318520039518711554896830798794673785506165953498096715111764065885214187377384029954346597400718028572798529813e-85	0.0	6.8066055380119911099641735675690918769595697870572995747040285634446082152046360470333849630146343520902799999999999999996585e-70	PASS_INDEPENDENT
C04	C04	1	R03	rho	0.01	-3.9447540481262298867988595787034810830652036157468007962473116042981440021953024194283026212272091911809406588949614193953451e-131	-3.9447540481262298867988595787034810830652036157468007962473116042981440021953024194283026212272091911809406588949614193953451e-131	4.0033114323541699704237495262783359938508923491681578944636529285746505490376797289519355810201480698407380571697378772792471e-106	7.8895080962524597735977191574069621661304072314936015924946232085962880043906048388566052424544183823618813177899228387906903e-131	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C04	C04	1	R03	rho	0.05	4.5082903407156912991986966613754069520745184179963437671397846906264502882232027650609172814025247899210750387370987650232516e-131	4.5082903407156912991986966613754069520745184179963437671397846906264502882232027650609172814025247899210750387370987650232516e-131	2.8237945765600319691494076347890340741350920703248633071786739069463764265694800985874836982164042003027676506091728140253154e-105	9.0165806814313825983973933227508139041490368359926875342795693812529005764464055301218345628050495798421500774741975300465031e-131	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C04	C04	1	R03	rho	0.1	7.2132645451451060787179146582006511233192294687941500274236555050023204611571244240974676502440396638737200619793580240372025e-130	7.2132645451451060787179146582006511233192294687941500274236555050023204611571244240974676502440396638737200619793580240372025e-130	3.6186225104923287428051555385109968053755228656264246464440597600681926193381782170758512525607265845055590253234975596032392e-107	1.4426529090290212157435829316401302246638458937588300054847311010004640922314248848194935300488079327747440123958716048074405e-129	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C04	C04	1	R04	rho	0.01	-4.2265221944209605929987781200394440175698610168715722816935481474622971452092525922446099513148669905510078488160300922092983e-131	-4.2265221944209605929987781200394440175698610168715722816935481474622971452092525922446099513148669905510078488160300922092983e-131	2.1570613728044064112940095854979022253059776563724974557222329051580051295341948845555505507943820815874192244609951314868014e-106	8.4530443888419211859975562400788880351397220337431445633870962949245942904185051844892199026297339811020156976320601844185967e-131	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C04	C04	1	R04	rho	0.05	2.7049742044294147795192179968252441712447110507978062602838708143758701729339216590365503688415148739526450232422592590139509e-130	2.7049742044294147795192179968252441712447110507978062602838708143758701729339216590365503688415148739526450232422592590139509e-130	1.1822559062578035526979918763406878528284280642193805297492041219238351451406256175674394922904621857739240963449631158484421e-105	5.4099484088588295590384359936504883424894221015956125205677416287517403458678433180731007376830297479052900464845185180279019e-130	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C04	C04	1	R04	rho	0.1	3.6066322725725530393589573291003255616596147343970750137118277525011602305785622120487338251220198319368600309896790120186013e-130	3.6066322725725530393589573291003255616596147343970750137118277525011602305785622120487338251220198319368600309896790120186013e-130	1.4781436632892556595752145834985330351328310740425815233288561825713120784253558271608424762744859219797587951266174877979394e-105	7.2132645451451060787179146582006511233192294687941500274236555050023204611571244240974676502440396638737200619793580240372025e-130	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C04	C04	1	R05	rho	0.01	-1.5145037863341775458245621596808007729625335310456467342735214195073231436999821788876518992211606716141111458257441163749986e-131	-1.5145037863341775458245621596808007729625335310456467342735214195073231436999821788876518992211606716141111458257441163749986e-131	1.8382855679226619594121565808030873271366097297980546886128492188156052810307566026251982816189438683979521112348100778838907e-106	3.0290075726683550916491243193616015459250670620912934685470428390146462873999643577753037984423213432282222916514882327499972e-131	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
C04	C04	1	R05	rho	0.05	3.3812177555367684743990224960315552140558888134972578253548385179698377161674020737956879610518935924408062790528240737674387e-131	3.3812177555367684743990224960315552140558888134972578253548385179698377161674020737956879610518935924408062790528240737674387e-131	1.3991152041418500285903139725725024275594688385977126866392346512500452215920691381800530953557570234545507379568796105188754e-105	6.7624355110735369487980449920631104281117776269945156507096770359396754323348041475913759221037871848816125581056481475348774e-131	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000069e-70	PASS_INDEPENDENT
