path	role
.claude/skills/completeness-map/SKILL.md	inherited_parent_source_boundary
.claude/skills/no-shortcuts/SKILL.md	inherited_parent_source_boundary
.claude/skills/solution-space-not-imposition/SKILL.md	inherited_parent_source_boundary
.claude/skills/verifier-before-record/SKILL.md	inherited_parent_source_boundary
AGENTS.md	inherited_parent_source_boundary
CLAUDE.md	inherited_parent_source_boundary
CURRENT_SCIENTIFIC_PREMISES.md	inherited_parent_source_boundary
CURRENT_SCIENTIFIC_PREMISES.tsv	inherited_parent_source_boundary
LIVE.md	inherited_parent_source_boundary
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	inherited_parent_source_boundary
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/EXACT_DERIVATION.md	inherited_parent_source_boundary
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/OBJECT_PRODUCTION_LEDGER.tsv	inherited_parent_source_boundary
udt_complete_cell_cartan_alternating_production_review_2026-08-02/CORRECTION_LAYER.md	inherited_parent_source_boundary
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/AUDIT_REPORT.md	inherited_parent_source_boundary
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/EXACT_DERIVATION.md	inherited_parent_source_boundary
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/FRAME_DESCENT_ATLAS.tsv	inherited_parent_source_boundary
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/INVARIANT_OBJECT_ATLAS.tsv	inherited_parent_source_boundary
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/STATUS_LEDGER.tsv	inherited_parent_source_boundary
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/derive_full_gl2.py	inherited_parent_source_boundary
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/EXACT_DERIVATION.md	inherited_parent_source_boundary
udt_general_screen_complete_cell_atlas_2026-07-28/AUDIT_REPORT.md	inherited_parent_source_boundary
udt_general_screen_complete_cell_atlas_2026-07-28/EXACT_DERIVATION.md	inherited_parent_source_boundary
udt_general_screen_complete_cell_atlas_2026-07-28/GENERAL_CARTAN_RESULT.json	inherited_parent_source_boundary
udt_general_screen_complete_cell_atlas_2026-07-28/STATUS_LEDGER.tsv	inherited_parent_source_boundary
udt_general_screen_complete_cell_atlas_2026-07-28/derive_general_screen.py	inherited_parent_source_boundary
udt_intrinsic_defect_transport_atlas_2026-08-02/ADJUDICATION_RESULT.json	immediate_parent_load_bearing_evidence
udt_intrinsic_defect_transport_atlas_2026-08-02/AUDIT_REPORT.md	immediate_parent_load_bearing_evidence
udt_intrinsic_defect_transport_atlas_2026-08-02/CANDIDATE_BINDING.tsv	inherited_parent_source_boundary
udt_intrinsic_defect_transport_atlas_2026-08-02/CANDIDATE_TRANSPORT_ATLAS.tsv	immediate_parent_load_bearing_evidence
udt_intrinsic_defect_transport_atlas_2026-08-02/COLD_REVIEW_RETURN.md	immediate_parent_load_bearing_evidence
udt_intrinsic_defect_transport_atlas_2026-08-02/COMPLETENESS_MAP.md	inherited_parent_source_boundary
udt_intrinsic_defect_transport_atlas_2026-08-02/CONNECTION_POINTS.tsv	immediate_parent_load_bearing_evidence
udt_intrinsic_defect_transport_atlas_2026-08-02/EDGE_ATLAS.tsv	immediate_parent_load_bearing_evidence
udt_intrinsic_defect_transport_atlas_2026-08-02/EXACT_DERIVATION.md	immediate_parent_load_bearing_evidence
udt_intrinsic_defect_transport_atlas_2026-08-02/FALSIFICATION_CONTRACT.tsv	inherited_parent_source_boundary
udt_intrinsic_defect_transport_atlas_2026-08-02/LOOP_UNIVERSE.tsv	inherited_parent_source_boundary
udt_intrinsic_defect_transport_atlas_2026-08-02/NEXT_STEP.md	immediate_parent_load_bearing_evidence
udt_intrinsic_defect_transport_atlas_2026-08-02/OBJECT_STATUS.tsv	immediate_parent_load_bearing_evidence
udt_intrinsic_defect_transport_atlas_2026-08-02/OBJECT_UNIVERSE.tsv	inherited_parent_source_boundary
udt_intrinsic_defect_transport_atlas_2026-08-02/PACKAGE_MANIFEST.sha256	immediate_parent_load_bearing_evidence
udt_intrinsic_defect_transport_atlas_2026-08-02/PACKAGE_VERIFICATION.json	immediate_parent_load_bearing_evidence
udt_intrinsic_defect_transport_atlas_2026-08-02/PREMISE_LEDGER.tsv	inherited_parent_source_boundary
udt_intrinsic_defect_transport_atlas_2026-08-02/PREREGISTRATION.md	inherited_parent_source_boundary
udt_intrinsic_defect_transport_atlas_2026-08-02/STATUS_LEDGER.tsv	immediate_parent_load_bearing_evidence
udt_intrinsic_defect_transport_atlas_2026-08-02/TOPOLOGY_ATLAS.tsv	immediate_parent_load_bearing_evidence
udt_intrinsic_defect_transport_atlas_2026-08-02/TRANSPORT_RESULT.json	immediate_parent_load_bearing_evidence
udt_intrinsic_defect_transport_atlas_2026-08-02/derive_defect_transport.py	immediate_parent_load_bearing_evidence
udt_intrinsic_defect_transport_atlas_2026-08-02/verify_independent.py	immediate_parent_load_bearing_evidence
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/AUDIT_REPORT.md	inherited_parent_source_boundary
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/CANDIDATE_UNIVERSE.tsv	inherited_parent_source_boundary
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/COLD_REVIEW_RETURN.md	inherited_parent_source_boundary
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/COMPLETENESS_MAP.md	inherited_parent_source_boundary
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/EXACT_DERIVATION.md	inherited_parent_source_boundary
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/FALSIFICATION_CONTRACT.tsv	inherited_parent_source_boundary
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/GEOMETRIC_ATLAS.tsv	inherited_parent_source_boundary
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/GEOMETRIC_RESULT.json	inherited_parent_source_boundary
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/INVARIANT_CERTIFICATE.json	inherited_parent_source_boundary
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/PREMISE_LEDGER.tsv	inherited_parent_source_boundary
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/PREREGISTRATION.md	inherited_parent_source_boundary
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/RESULT_ATLAS.tsv	inherited_parent_source_boundary
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/STATUS_LEDGER.tsv	inherited_parent_source_boundary
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/derive_geometry_atlas.py	inherited_parent_source_boundary
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/derive_invariant_certificate.py	inherited_parent_source_boundary
udt_intrinsic_two_form_distribution_audit_2026-08-02/ADJUDICATION_RESULT.json	inherited_parent_source_boundary
udt_intrinsic_two_form_distribution_audit_2026-08-02/AUDIT_REPORT.md	inherited_parent_source_boundary
udt_intrinsic_two_form_distribution_audit_2026-08-02/CANDIDATE_ATLAS.tsv	inherited_parent_source_boundary
udt_intrinsic_two_form_distribution_audit_2026-08-02/CANDIDATE_BINDING.tsv	inherited_parent_source_boundary
udt_intrinsic_two_form_distribution_audit_2026-08-02/COLD_REVIEW_RESULT.json	inherited_parent_source_boundary
udt_intrinsic_two_form_distribution_audit_2026-08-02/COLD_REVIEW_RETURN.md	inherited_parent_source_boundary
udt_intrinsic_two_form_distribution_audit_2026-08-02/COMPLETENESS_MAP.md	inherited_parent_source_boundary
udt_intrinsic_two_form_distribution_audit_2026-08-02/CORRECTION_LAYER.md	inherited_parent_source_boundary
udt_intrinsic_two_form_distribution_audit_2026-08-02/DISTRIBUTION_RESULT.json	inherited_parent_source_boundary
udt_intrinsic_two_form_distribution_audit_2026-08-02/EXACT_DERIVATION.md	inherited_parent_source_boundary
udt_intrinsic_two_form_distribution_audit_2026-08-02/FALSIFICATION_CONTRACT.tsv	inherited_parent_source_boundary
udt_intrinsic_two_form_distribution_audit_2026-08-02/LOCUS_ATLAS.tsv	inherited_parent_source_boundary
