path	sha256	role
ADVERSARIAL_REVIEW_REQUEST.md	162e7acafad6e78740a00e14dd0b648817b83da9486960e44bcee0ec2b6b8843	review_request
AUDIT_REPORT.md	da1dda45ea98ffbfdae7d7ea5e8b37fb87a79494269cffcbf291b0ac5bad622a	final_report
CATCH_PROOFS.json	8c49e6f7d8b752ccd9e36988d4a59a969a2530258395289daa09bfea474962a1	hostile_controls
CHAIN_ATLAS.tsv	9f1d7aafca79bed2e22f003e6cb8fab267d8d2c3f323b363b9be9339c0f3020f	production_chain_atlas
DERIVATION_RESULT.json	6d5e88d825125a392247b36b49cd1f316cf74f4f42fd7a872d6e1372410945b3	production_summary
EVIDENCE_GATES.md	c4b099ed9f46a240d735d4d67c5a49a463dcc87ccf22c4a2cdc5c614ef1c3c7e	final_evidence_gates
EXACT_DERIVATION.md	1ff612f2bc0a29173d1b97a9c6d8d19518a6e8be62970cbe36db07d85f334c04	exact_derivation
EXTERNAL_REVIEW_ADJUDICATION.md	eec7ad01886088d03243aecf69686b8d6f9ee3bb9bc1cd53a92623b46220e7be	review_adjudication
EXTERNAL_REVIEW_RAW.md	a62ab1058b4d1d84869cd1d0fcd5c95a7bc2d3afdbcf2221a088f87e01aabd08	raw_external_review
INDEPENDENT_VERIFICATION.json	0cb02c88faba1c28269369515dd33d8690f68e3e6aec2faed7893d1317792761	implementation_distinct_replay_summary
PAIR_ATLAS.tsv	52c0deb5260e28eaa4a9e65d430109a1eb25a5916fc96a2efff83cf0d4714742	production_pair_atlas
PREMISE_LEDGER.tsv	6fd3056713d08e97fcec2bef8043d07ba5bba2048a463077699e13fb0d2074d2	premise_ledger
PRE_REGISTRATION.md	f3aeab2a6a11470fe5aeb86e02be325f7e9845af935b5d2d1cea03bd57d5415f	preregistration
REVIEW_DISPATCH.md	add5485200c8784e8891e9141743e41acb2df3715ed61f0e62013415fbd191dd	review_dispatch_record
SOURCE_MANIFEST.tsv	83f96508d7e584bceb71d6d924bbaa086ac068780a20ba6fbc3cb8e716ced8c3	frozen_source_manifest
STATUS_LEDGER.tsv	427c8b2d7ccc2c5bef6e99ee7818ad20ef97ee2ead33424efea27799d2aab8a3	final_status_ledger
derive_chord_network.py	9a01d72d3105b05a92bdd919ebd59f7ac3bcda2e46b8dc04e371049200085997	production_derivation
run_catch_proofs.py	8909c739294709b08bda847094bb2aea08548d5441c7f5600ff1da7c836c73b9	hostile_control_runner
verify_chord_network_independent.py	1011cc5a7237330af755d1940628111a68cc22593e0ed6a0da7a9164085f0819	implementation_distinct_replay
verify_package.py	f8a510a1e9abff5d908d361b5a701ce275ce6303ccac8c7cc3cd0377abe05cbe	package_verifier
