path	sha256	size
LIVE.md	5212f12687732ccbf28eb3079e6aa5e6d980764eaf068e17167440ddde3e73c2	74544
HANDOFF.md	4cee1a9e4df8273a0df065e2288b9948aae354089edc26919b830380d5d04969	30955
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	af6bcc49535fd9cf4c8a60e997935d10619f2d52d146482ee40ad9d968f76810	30848
UDT_NATIVE_ACTION_COLD_PACKET.md	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_MAP.md	c3d7cf1d0b24d83958b23ae55624259dba0a46c8bebd3308caadda873b67b5ac	5113
UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886
udt_global_coframe_cocycle_audit_2026-07-20/AUDIT_REPORT.md	cfb733d40271bcdb0259c91c631caaa4a80d96cd54350df61ca8c4e4f149819e	8500
udt_global_coframe_cocycle_audit_2026-07-20/COCYCLE_CLASSIFICATION.tsv	b78b2c5762ca1438e68c4d8e07849fa6809a5f4a862ea1b69753743a5543ef3a	2003
udt_global_coframe_cocycle_audit_2026-07-20/GLOBAL_WITNESSES.tsv	b5f04ccb14a0dfa03cb12c4391df4998ded132c0727fdd79f8e5a94f90a904bf	1843
udt_mixed_readout_anchor_soldering_audit_2026-07-20/AUDIT_REPORT.md	40c6816792602176e0fb1ec3d2732e685cfb56ae84432c9c1a17919e6ad49407	4925
udt_clock_ruler_soldering_selector_audit_2026-07-20/AUDIT_REPORT.md	c372e1d98f84c3843ac16b647d9be5e327c14e2bf618e3d5797711389f00a080	6853
udt_clock_ruler_soldering_selector_audit_2026-07-20/FULL_COUNTERMODELS.tsv	012b0ad05ebccff79c56a9389e9214e654369559b5d70cbee97f53701e896eff	749
udt_complete_lift_mu_closure_audit_2026-07-20/AUDIT_REPORT.md	674118b0818fbc4bab1ef3b3d00e2eee104862d207aa0a0b39e932462850d148	6798
udt_complete_lift_mu_closure_audit_2026-07-20/LIFT_CLASSIFICATION.tsv	58621af96de1bb11617d3e844d64c7cb13320606a41614130237f5740e00b4ca	662
udt_complete_lift_mu_closure_audit_2026-07-20/GLOBAL_SELECTOR_TYPE.tsv	975a4d249561ab680b41fafee53cd1bde7dc3e58dd8ab85716cfd9904b70b853	1889
udt_chart_coframe_invariance_atlas_2026-07-21/AUDIT_REPORT.md	2fe285e5d2c1180d4f40798b17984621436c3ee4f6b7c5b393cee0ca79709b10	7701
udt_joint_invariant_subspace_atlas_2026-07-21/AUDIT_REPORT.md	54e5a6480caa76b251ffdfefcabc762f19cc3998c88d2dea799c2a4c0751e439	10751
udt_global_metric_assembly_atlas_2026-07-22/AUDIT_REPORT.md	7a596530a78a75aec03bac6f35db31ebe534e0115ca51dda64acffd0c781844a	14055
udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6	2608
udt_complete_metric_intrinsic_object_audit_2026-07-23/AUDIT_REPORT.md	923e6e4e7d9b6478f8b281f7d48f4fd46cd194c292a01540c46509ee6fc89776	11332
udt_complete_metric_intrinsic_object_audit_2026-07-23/BUNDLE_DEPENDENCY_MATRIX.tsv	218bd29f0ff2ba02799bdbdb3900fd299ea58b54d02e8c2a88e2b4a5104e38bc	2161
udt_reciprocal_seam_descent_audit_2026-07-23/AUDIT_REPORT.md	43ac1ef41a2e99e156078ff4de460ff2e1f233fd4da8bb52a7692cad99e45d63	7903
udt_reciprocal_seam_descent_audit_2026-07-23/RESULT.json	01359c380e9df252701a6c9f84fb316d5032d6cd50d3c92966186c048d910c68	1406
udt_reciprocal_angular_intertwiner_audit_2026-07-23/PREREGISTRATION.md	2ec383e0d12601749803586c25b841f9251d82d9b58cafd1fac2619519046923	7841
udt_reciprocal_angular_intertwiner_audit_2026-07-23/PREMISE_LEDGER.tsv	d9848a5e0411a52b71ad206e096125bc560357875389d5f348a8fa53022aabfb	934
