source_id	path	git_blob	sha256	bytes	first_commit	first_commit_date	last_commit	last_commit_date	firewall	authority	use	anchor_line	anchor_sha256
S01	udt_timelive_spherical_areal_polarization_audit_2026-07-22/AUDIT_REPORT.md	45be0157f4f6862daaa9e8d231219400d9d57905	5775e093e0260ed7f6eeb5e75541149a7fdc99241554ef76dd11baec53b9ed8e	7105	e4075a05e6f64714e732f375641bd73447d3559c	2026-07-22T17:34:49-04:00	e4075a05e6f64714e732f375641bd73447d3559c	2026-07-22T17:34:49-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	IMMEDIATELY_PRIOR_VERIFIED_WITH_CAVEATS_AUDIT	complete positive-X areal form and surviving F	24	1051901f14078537ac167318975862089652497151e6ed4949e66d93420ea6d6
S02	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md	d72ec6a41da03f83e779b10b4ec205346f33f1e4	1e63d4fcc03c793e895d9771b925a9e8a295f9e573e55ded62302693c173bc21	7649	11ff6f8589a5c5d674b3dca9e65ae1c0dd8d7ac3	2026-07-22T16:47:35-04:00	11ff6f8589a5c5d674b3dca9e65ae1c0dd8d7ac3	2026-07-22T16:47:35-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	CURRENT_RECIPROCAL_MEANING_AUDIT	c_E reciprocal pair and tensorial macro observer reciprocity	22	55ed082d1ffb2c9e1d917c4210b91a4bee300f595c7acd7ccfc977880d8c5c79
S03	UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	11418	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	FOUNDING_DERIVATION_RECORD	explicit c_E metric and WR-L wall interpretation	30	b2d34c0cbaadfcaa356fa6faf32b2f678f8e296656ba4e1fb37bd1a9af4b1164
S04	udt_premise_reset_audit_2026-07-19/OWNER_MEANING_LEDGER.tsv	8fffcfb3eeeb4d140d3de8e70da6e0e0b5bb230c	393889c25975e8c9bded1f9e5aac90b285273c80e40914f1492159b61ae093d5	3638	85a0363b2bef9a1cfb0149dc1aaf20bcd44e1bd8	2026-07-19T22:19:17-04:00	85a0363b2bef9a1cfb0149dc1aaf20bcd44e1bd8	2026-07-19T22:19:17-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	OWNER_LOCKED_MEANING_LEDGER	finite c_E X_max density G and scale-layer meanings	2	f3a11c2ded4bc952d1246ee7730a345b3ef320852e623b00887abf936b81ee03
S05	copresence_causal_accessibility_selector_2026-07-19/DERIVATION_REPORT.md	25ee26679a881397c6a4e9ff2713a023b74b88c8	5f3d9472388e9012af2b63d548bfbf91808a800b016d6c8e31be85dea6c2e2f0	13052	b083deea5711aa4dc6f571036114e5304272955d	2026-07-19T06:53:47-04:00	b083deea5711aa4dc6f571036114e5304272955d	2026-07-19T06:53:47-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_CONFORMAL_CAUSAL_AUDIT	whole-solution semantics and metric causal accessibility	15	252d00e951f0362c6f594fac71183b14456f4f1cc82412e18145033cfbc7d177
S06	UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	db2959c45beb48f7417b211039dd8e8c71d2f1ef	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	OWNER_LOCKED_FOUNDATION	pre-scale calibration role	42	f17756f0f7bd895b1bb21bc19e5bb41d8301528281c7c6c0a99b82274c8cbdec
S07	scale_breaking_closure_census_2026-07-20/AUDIT_REPORT.md	675ac9480e0e2c288bac1e7f0672cb6a16b737d7	f3cca19566a1ae3653e28e4e015039623c8be2ec7454b2e12a9859bcca45c67b	8869	ab099c9c642d68049cfc4810fd709df638ce591c	2026-07-20T00:19:27-04:00	ab099c9c642d68049cfc4810fd709df638ce591c	2026-07-20T00:19:27-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_WITH_CAVEATS_SCALE_CENSUS	dimensional rank and absence of absolute ruler	16	27a827c589939e8645bf4a0bb7ad6dad7d30ae3cc08b20a124b64a7ac25c0424
S08	boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	6d4fd032d53821ec6c3fdec8a36a9e9ba80a8a5d	5b9fd3563e02ecd8907e0ac632412e3bb1784893c1a66ff2812724f23c71d25d	9439	ff1df31c10303ae8deb8438f36ce66f76130c819	2026-07-19T23:54:55-04:00	ff1df31c10303ae8deb8438f36ce66f76130c819	2026-07-19T23:54:55-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_WITH_CAVEATS_REPRESENTATIVE_AUDIT	endpoint-flat counterfamily and bootstrap nonselection	11	da96083ed60e182eaabb7c3d21434c5d5790cf24ed9f56566e7e5a30ad341c22
S09	clock_curvature_selector_audit_2026-07-19/AUDIT_REPORT.md	494058b3301577656f5ff952e58df305849ccbc7	4b41149cabf6ceb735c6a5b43847c0434572ecf19b8cd386d29ad12a7536de0a	6271	77e29de0f41e27e1837fe8d93ce5d3aa730bf838	2026-07-19T23:29:32-04:00	77e29de0f41e27e1837fe8d93ce5d3aa730bf838	2026-07-19T23:29:32-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_WITH_CAVEATS_CLOCK_CURVATURE_AUDIT	conditional lapse equation and its non-forcing	10	9985197297531230908fb52b8e1ce11833b7d7f7e7af26812d8dfcf2741f79db
S10	udt_global_metric_assembly_atlas_2026-07-22/AUDIT_REPORT.md	41ae13b2d01794988ce8a716e57ce8494c894b6c	7a596530a78a75aec03bac6f35db31ebe534e0115ca51dda64acffd0c781844a	14055	c9c99eac7e6c84fd4bb7bbb98fac43527bb0abad	2026-07-22T10:56:47-04:00	cad66d2d0cc7fd6a69997d6f865e9aa51c000905	2026-07-22T11:26:23-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	EXTERNALLY_VERIFIED_WITH_CAVEATS_GLOBAL_ATLAS	bootstrap remains on-shell admissibility	204	6e07a37f98255d6810510330dcbbdd73c1688e3abdb3c3454886255d3fe5045e
S11	matter_bootstrap_dimensional_inventory_2026-07-20/AUDIT_REPORT.md	1f163e0aec673625400b7be963536aa23b651f84	521f6b1e80ea7d7cd1a3993fe4873f4b8dc5e4eee7f586924a5813bad78ac966	6791	f571842106f0a341e2b8db4e7dd64fc3e4ac03cc	2026-07-20T00:37:44-04:00	f571842106f0a341e2b8db4e7dd64fc3e4ac03cc	2026-07-20T00:37:44-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_WITH_CAVEATS_MATTER_DIMENSIONAL_AUDIT	hidden matter ruler and c_E/G calibration	68	3bb9c321492c14d32287a9d5f8e36bb57a29309427fd44a339700b7839bbf410
S12	udt_reciprocity_regime_angular_center_audit_2026-07-22/AUDIT_REPORT.md	f5bc0a6675a0ada55cbfc512bd727894a3c64659	37ee959ad8a38283b8ba3d1a625de07cb7ce52ff11b06ac87629f8065169a3b9	8518	066d1ee05c3ad144d28b096b4a4728cca06941fa	2026-07-22T17:20:43-04:00	066d1ee05c3ad144d28b096b4a4728cca06941fa	2026-07-22T17:20:43-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	VERIFIED_WITH_CAVEATS_STATIC_CENTER_AUDIT	regular spherical center and angular divergence	44	da2dfff0bcd8f59d51ae9007871c6706187e1f0324179fc40de8174df2861b92
S13	UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221	50c02104ffe5d70f8c97aa1077f625b4a76a4f51	2026-07-17T18:55:34-04:00	c5732bedb7adb337e57cee72e1ea6fce481984e3	2026-07-17T21:46:56-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	CURRENT_FOUNDATION_PACKET	founding reciprocal block and open time-live scope	110	9573b72a229eb3f6ea350f16c5f63f5979eb1925ac50837e0b627f2194a616fa
S14	UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	7c59d775e473df5ea0b59ec0c20312ac7fccfbee	db4a426b021e375fa4bca0d870aaf973de319de3b08072195d001a056630832d	11205	bfa0b9a9371fab0266315bc2bb6845b8a7446a18	2026-07-18T09:43:50-04:00	bfa0b9a9371fab0266315bc2bb6845b8a7446a18	2026-07-18T09:43:50-04:00	POST_FIREWALL_AFFIRMATIVE_ELIGIBLE	CURRENT_SELECTOR_CLASSIFICATION	bootstrap status and what it does not imply	61	27118260b175de5dbd01f0330d91f051fa7d520945447289d66053fd2d5d02af
