path	role
PROVENANCE.md	founding distance-regime and mutuality intent
founding.md	current typed founding chain and matched reductions
CANON.md	historical owner rulings and later split/clarification record; not rewritten
CURRENT_SCIENTIFIC_PREMISES.tsv	exact current premise precedence
udt_g201_primary_metric_phi_jet_regime_amplitude_2026-08-21/AUDIT_REPORT.md	profile-regime and angular-jet classification
udt_g202_quiet_overlap_profile_anchor_classification_2026-08-21/AUDIT_REPORT.md	quiet crossing and two-sided profile family
udt_g203_quiet_overlap_parameter_ownership_classification_2026-08-21/AUDIT_REPORT.md	profile sign versus observer reversal qualification
udt_g204_primary_metric_global_regularity_asymptotic_profile_2026-08-21/AUDIT_REPORT.md	inner negative trough and outer positive regime controls
udt_g263_pair_reversal_profile_sign_parity_2026-08-25/EXACT_DERIVATION.md	exact two-involution theorem
udt_g263_pair_reversal_profile_sign_parity_2026-08-25/AUDIT_REPORT.md	controlling sign-type result
udt_g264_negative_phi_native_selectivity_classification_2026-08-25/AUDIT_REPORT.md	negative-profile selectivity ceiling
udt_g265_infinite_bare_c_mutual_pair_null_closure_2026-08-26/AUDIT_REPORT.md	signed versus even channel split
udt_g266_covariant_mutual_pair_even_channel_ownership_2026-08-26/AUDIT_REPORT.md	even/odd kernel channels
udt_g267_sech_mutual_clock_projection_consequence_classification_2026-08-26/AUDIT_REPORT.md	symmetric loud-end candidate
udt_g268_sech_relation_space_equivalence_and_operational_constraint_2026-08-26/AUDIT_REPORT.md	finite signed relation equivalence
udt_g271_primary_metric_null_screen_first_jet_interlock_2026-08-26/AUDIT_REPORT.md	profile-gradient and directed-depth local join
udt_g272_complete_relation_rapidity_distance_ownership_2026-08-26/AUDIT_REPORT.md	matched endpoint-potential reduction
udt_g273_projective_pair_distance_foundational_ownership_2026-08-26/AUDIT_REPORT.md	oriented projective coordinate
udt_g274_projective_pair_position_network_descent_2026-08-26/AUDIT_REPORT.md	frame-carried arrow composition
udt_g275_projective_position_scale_attachment_xmax_separation_2026-08-26/AUDIT_REPORT.md	orientation and scale boundary
udt_g276_proper_clock_ce_scale_anchor_reconciliation_2026-08-26/AUDIT_REPORT.md	conditional scale attachment
udt_g285_complete_separation_germ_retyping_audit_2026-08-27/AUDIT_REPORT.md	complete-separation typing
udt_g286_complete_germ_propagation_discriminator_2026-08-28/AUDIT_REPORT.md	current propagation boundary
