path	role	git_blob	sha256	bytes	last_commit
CURRENT_SCIENTIFIC_PREMISES.md	current_claim_authority	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493	31ef26ea1516ce78e4cbed346535a2d7da6251a8
CURRENT_SCIENTIFIC_PREMISES.tsv	machine_premise_authority	f923b077483c2d2ab5fde2697a6e63649d027dc6	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f	6798	588eb0b9946d346ceca28b6a6af7c849c303960e
udt_fc07_reciprocal_harmonic_ownership_audit_2026-08-01/AUDIT_REPORT.md	parent_result	8458ea34b9f763b3ed4fac3543ea4f2ba57c0545	e48713296c5abd880bc1067a97fb32810e10e76ae10b68a1917d4f15bbfe1af8	4458	04f11fdb8c11fdf735f604617d14b0f5622afd51
udt_fc07_reciprocal_harmonic_ownership_audit_2026-08-01/EXACT_DERIVATION.md	parent_formula_and_scope	36235ff833893b323cd47b201af99f02eae783f0	9fa520e899e26ca9e7684a24c72ca4f3a025e35160f0b548e7f388aa61ed2842	6421	04f11fdb8c11fdf735f604617d14b0f5622afd51
udt_fc07_reciprocal_harmonic_ownership_audit_2026-08-01/CANDIDATE_REGISTRY.tsv	four_completions	3f06c222c17985c26b80fdd0070eac501b8f9965	dd4f4392ad875ed96c2b9d545d204ac18fa1c4fcb1bd0070560287ff58ff9d0a	757	37df6a1da791e791aa03bad7eee459447ac800b4
udt_fc07_reciprocal_harmonic_ownership_audit_2026-08-01/SCOPE_CORRECTION.md	mixing_and_descent_scope	cd6c35f4614f12af1b13e52d3ddc332a564b6f15	374512ec670003bf8a6daa158e196223670c7dd0d459e2b861ad53739d6c3e3b	1273	04f11fdb8c11fdf735f604617d14b0f5622afd51
udt_whole_configuration_reciprocity_audit_2026-08-01/AUDIT_REPORT.md	current_reciprocity_ruling	c45fd8f470e593ab67f27a4ee3db9258061b5fbe	e6022ae04eb9e12a7a87b5ddcd28c89d138c997511872b7b4b554f987baa4d87	4952	9d17940c5ab490b281b7818b46918ed378c96bf1
udt_whole_configuration_reciprocity_audit_2026-08-01/EXACT_DERIVATION.md	naturality_composition_dual_pair	ba070672239ac4c751fb3971ca1b5f647106d972	ba3ebf5a7dc2d435fa325be6e94847476893785436714dc63576c858e4a8f442	7145	9d17940c5ab490b281b7818b46918ed378c96bf1
udt_whole_configuration_reciprocity_audit_2026-08-01/WHOLE_LAW_NATURALITY_LEDGER.tsv	naturality_obligations	b2967b57b733ce976015455f8a6041e7e8de10a3	fed2cb2bf2b3114c5d00ce320dc2fe9532aedeac2ba306ad6da98b36dc9d42be	1103	9d17940c5ab490b281b7818b46918ed378c96bf1
udt_native_global_coframe_definition_audit_2026-07-28/AUDIT_REPORT.md	global_coframe_gaps	068ab7cba48b95dc46855e4a2822e9f8328a1c19	7aa0b81caa6504974e8ace4fc2c313a9e8394ad293b3d7c316412ca7ec6485f1	6258	d977684b91c9a9b5a5a583c2a4537c50360c1260
udt_native_global_coframe_definition_audit_2026-07-28/EXACT_DERIVATION.md	composition_scale_counterfamilies	6baafba5e41c8b76aa981f6e754e81bbf034ea67	40aac5529d0bd36d5b3aac0051cfdf1870d4fea27d14e1a66825048870941bed	4752	d977684b91c9a9b5a5a583c2a4537c50360c1260
udt_p4_routeB_extension_selection_2026-07-28/EXACT_DERIVATION.md	mixing_cocycle_and_descent	fe3efa5bccd88412a0544be199b0fc9782c9cb87	cc555c6d2c18aa997a54afb865efbd49e29c938b2ca5f79de3e1fc021fcd6f11	23925	b5e6b5f42aa40f8d5fe4ee7c5afdbd5a2282fb66
udt_p4_routeB_extension_selection_2026-07-28/STRATUM_SURVIVAL_LEDGER.tsv	J07_J11_scope	4e0e5162e2ef1d4f183fc132d794fc8d12e67a7e	535fc79ed31844232559a34e0544661b55c4212fedae137586e8ddd7b1edf7e1	6287	da301b11e699b49dbc698c4c94e644fb92b97648
udt_mirror_canon_provenance_audit_2026-07-30/PROVENANCE_REPORT.md	mirror_closure_correction	e4da06f5835ab85aaf9011261397ec2566cf05d0	3d6f74b7f79a4bf87552cf782ba461fdb91274ca9817a8c59c8a23aefcdfb659	33495	c1bbca7ccf0080b479a2cea412108e712986cacc
udt_mirror_canon_provenance_audit_2026-07-30/CONSUMER_LEDGER.tsv	seal_consumer_scope	58c2d62df9281227d5b3170fdef7ca264e017726	4062c42d2a57e78acc64eaf1b64737115a0193ee0c644eab49f1d60dafed6d7a	7463	c1bbca7ccf0080b479a2cea412108e712986cacc
udt_bootstrap_projector_admissibility_interface_2026-08-01/AUDIT_REPORT.md	bootstrap_type_gate	7ea3f60776989e9f370c1280597f5ac0e62fa013	71ed44e3ad0eb2e28766393f75771d55a1c6fa1731b3656c19c7ee435ed74a0f	3025	30cc0bb76e3c10d1afd18951863df7d2e9db80b4
udt_bootstrap_projector_admissibility_interface_2026-08-01/EXACT_DERIVATION.md	same_solution_return_requirements	2587be381ed718a964ae8960e7f310ea39e72c50	b5fd849f8d4ab79662b312c3335fbf6f717162a9e8da48652274da9c07fd6826	4813	30cc0bb76e3c10d1afd18951863df7d2e9db80b4
