path	role	base_commit	git_blob	sha256	bytes
CURRENT_SCIENTIFIC_PREMISES.md	current_claim_and_premise_authority	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493
CURRENT_SCIENTIFIC_PREMISES.tsv	machine_premise_authority	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	f923b077483c2d2ab5fde2697a6e63649d027dc6	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f	6798
udt_torus_bundle_full_screen_witness_2026-08-01/PREREGISTRATION.md	parent_scope	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	2d09be5b848a9b87a0aef6fc3e8927411e1b3dc3	e85fdebe2b22de43d2c1dfbae2ab588ae5d4f70a2114b90f381d4e940069c7b1	4347
udt_torus_bundle_full_screen_witness_2026-08-01/EXACT_DERIVATION.md	complete_witness_definition	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	6aedcce7cc6cca6392c95174c8280131bcfe809c	0be9175bb208922809636f732146e4942e78f7e4cc89e04b44ed09e106c878e7	7370
udt_torus_bundle_full_screen_witness_2026-08-01/MONODROMY_CANDIDATES.tsv	eight_controls	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	137463f16faac8e9e4d68854e442e3a21096fec9	52f41c5b5e605283aebeefea996acfa0cd3fb1d01a5d9830182e9ae0db6c9fd3	725
udt_torus_bundle_full_screen_witness_2026-08-01/COMPLETE_WITNESS_CENSUS.tsv	complete_metric_and_orientation_rows	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	45afb33b95e9e520e9ce3be616b1233dd8330a53	3ac0fe0d2bdc225a5553485b2d18e61193b3903ea9c93331beb2cb1774a2332b	2941
udt_torus_bundle_full_screen_witness_2026-08-01/INVARIANT_SCREEN_STRATA.tsv	constant_and_forced_variation_rows	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	2d1376b15012cb2a5c13c7c7b37be8f89fdd3a3f	245c8d7ebe28f81fb3ec576ddc2253dfb6655c95bc7a53e0ee9719d6b2c691dc	975
udt_torus_bundle_full_screen_witness_2026-08-01/PROJECTOR_DESCENT_ATLAS.tsv	coordinate_projector_control	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	c5e235adb392754a50375e31c97285d7573e6246	b226ccfdb93e4df5e359fbf664720f4676289f1332d913d6f03a2e9925edff75	1802
udt_torus_bundle_full_screen_witness_2026-08-01/derive_witness_family.py	parent_exact_algebra	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	58d8e454a0cf7ad54356e4c5e4925fa79fdaa22f	7d3bb4fe119dfd9d96bf269b7e768bed50af50ab44535c88a2b3e1496ca103a3	10345
udt_torus_bundle_full_screen_witness_2026-08-01/DERIVATION_RESULT.json	parent_machine_result	45ebc7ee6ab5f216198835eaef4cfcb498e1147d	babd6d4f721a6075e5405d6ffe7502eb3cfccd79	c685972e92571e0ee77bc2c1bc6c55906e1f26ed580a4f3a4746d7512bef60cf	1220
