premise_id	term	current_status	epistemic_label	active_use	open_scope	forbidden_regression	controlling_source	precedence_rule
G383	chosen_constant_wave_curvature_phase_current_application	BANKED_DERIVED_CONDITIONAL__VERIFIED_WITH_CAVEATS__OWNER_AUTHORIZED__NOT_PHYSICAL_ADOPTION__NOT_CANON	MIXED	CP1; ENTIRE frozen statement and controlling reviews/repairs. For every real constant A!=0 on the supplied regular local G313 plane-wave patch g=-2du dv+dx^2+dy^2+A(x^2-y^2)du^2, the explicitly chosen Weyl plus FIRST-pair-dual quadratic recipe has full tensor B=4 A^2 du^tensor4. Its unique real future-raised fourth root is beta=-sqrt(2|A|)du when partial_v is future. It is parallel/null/closed and its raised current is conserved. The resulting local orbit-quotient amount is |dTheta| dx dy and, for the supplied finite-area labels and spacing Delta>0, mu=Delta dxdy realizes the chosen product and graph-cut observer readout Gamma=omega=-g(U,C). HYPOTHESES: Exact coefficient-one sum of Weyl and first-dual contributions, BOTH inverse metrics and Hodge half-factor.; Constant real A, supplied time orientation and local regular patch; all future unit timelike auxiliary/measurement observers in their declared roles.; Finite-area transverse patch, phase/labels, cross-phase identification, positive spacing and cuts remain supplied query choices.; A=0 is separately recomputed: B and real root vanish, and the division-based extraction formula is invalid there.; Four operations remain distinct: passive coordinate rescaling, common positive affine phase/spacing gauge at FIXED current and measure, metric homothety, and changing the recipe coefficient.	Physical identification remains OPEN; G166 native assembly is OPEN; G176 remains WORKING; G312 GR is FILTER ONLY and response-class membership is unclosed. No physical metric/equation/observer/population/history/scale selection or canon follows. Chosen recipe and coefficient are not physically selected; root uniqueness is only for the fixed recipe/time orientation.; Area-valued geometric amount is not a dimensionless physical population/count; physical conversion and support remain open.; Conserved within-phase null flow does not select cross-phase labels.; No preferred scale/history, detector/source/energy/matter law, stability, global completion or extension to A(u).; G352 continuous product is not literal atomic counting or a general singular-measure construction.; At fixed current/measure phase gauge, the new phase gradient is rescaled and is no longer the same fixed-B root unless gauge factor is one.	Conditional mathematical or design/benchmark scope called physical adoption, empirical certification or canon; supplied data or optional equation called derived native UDT; old failures, excluded false passes or LOST evidence erased; review/check counts or checksums called proof; source credit or reused methods called independent confirmation; configured model called runtime-attested or different-model independence inferred.	udt_reviewed_backlog_banking_2026-09-10/BANKING_RECORD.md	G383 accepts only CP1 at its exact frozen scope; required registry IDs: G313; BANKED_CLAIMS.json distinguishes required premises from methods/controls/source credit. ENTIRE original candidate, review, repairs, exclusions and discovery history remain controlling. Fresh separate-context banking fidelity is not blind reproof; runtime model/version UNATTESTED; different-model/human/formal axes UNTESTED. LIVE then exact registry then banking record and immutable sources; conflict means STOP.
G384	weighted_hopf_ricci_projector_first_drift	BANKED_DERIVED_CONDITIONAL__VERIFIED_WITH_CAVEATS__OWNER_AUTHORIZED__NOT_PHYSICAL_ADOPTION__NOT_CANON	MIXED	HB2; ENTIRE frozen statement and controlling reviews/repairs. For the unscaled positive-weight G331/G332 family on its global strict square-root and simple-Ricci-gap domain, both root branches give Y=5 A(grad R)/(2 Delta D0) and normal projector drift Pdot=Y tensor eta+xi tensor Yflat, Delta=(6-R)/2 and D0=b+C. Unequal weights give nonzero interior-torus drift and zero axis drift; equal nonround weights give zero initial drift. HYPOTHESES: All compatible C,Lambda and both signed roots/gaps retained.; Full inverse-metric and unit-normalization variations are included.; Actual smooth local Cauchy development and continued simple Ricci branch are conditional.	Physical identification remains OPEN; G166 native assembly is OPEN; G176 remains WORKING; G312 GR is FILTER ONLY and response-class membership is unclosed. No physical metric/equation/observer/population/history/scale selection or canon follows. No orbit-closure, stability, topology or physically adopted carrier conclusion from a first jet.; No recertification of old no-null carrier or reopening paused mass/stability mechanisms.; Gap-closing endpoint fixtures are controls outside the theorem domain.	Conditional mathematical or design/benchmark scope called physical adoption, empirical certification or canon; supplied data or optional equation called derived native UDT; old failures, excluded false passes or LOST evidence erased; review/check counts or checksums called proof; source credit or reused methods called independent confirmation; configured model called runtime-attested or different-model independence inferred.	udt_reviewed_backlog_banking_2026-09-10/BANKING_RECORD.md	G384 accepts only HB2 at its exact frozen scope; required registry IDs: G315,G330,G331,G332,G337; BANKED_CLAIMS.json distinguishes required premises from methods/controls/source credit. ENTIRE original candidate, review, repairs, exclusions and discovery history remain controlling. Fresh separate-context banking fidelity is not blind reproof; runtime model/version UNATTESTED; different-model/human/formal axes UNTESTED. LIVE then exact registry then banking record and immutable sources; conflict means STOP.
G385	weighted_hopf_closed_leaf_persistence_class	BANKED_DERIVED_CONDITIONAL__VERIFIED_WITH_CAVEATS__OWNER_AUTHORIZED__NOT_PHYSICAL_ADOPTION__NOT_CANON	MIXED	HB3; ENTIRE frozen statement and controlling reviews/repairs. In the same strict HB2 family, complete-data T2 and simultaneous-conjugation symmetries preserve the angular simple Ricci line. For unequal weights, qdot=-120 w1(w1-w2)/(w2 Delta D0) is nonconstant in latitude; for every sufficiently small nonzero positive or negative time there are tori with closed leaves and other tori with dense nonclosed leaves. For equal nonround weights U2 symmetry preserves the Hopf line locally: all-closed persistence in this exact class holds iff the weights are equal. HYPOTHESES: Same strict global square-root/simple-gap domain, both root branches.; General local Cauchy uniqueness and complete-data isometry extension.; The tori may depend on time; the quantifier is existence at each sufficiently small nonzero time.; Denominator square is the nonconstant cubic (6-R)^2(R+2C^2-2Lambda)/2.	Physical identification remains OPEN; G166 native assembly is OPEN; G176 remains WORKING; G312 GR is FILTER ONLY and response-class membership is unclosed. No physical metric/equation/observer/population/history/scale selection or canon follows. Not a statement about every fixed torus or every leaf.; Unequal rational initial Seifert cases have exceptional fibres and are not free Hopf bundles.; No topology change, stability, physical carrier/source law or old-carrier recertification.	Conditional mathematical or design/benchmark scope called physical adoption, empirical certification or canon; supplied data or optional equation called derived native UDT; old failures, excluded false passes or LOST evidence erased; review/check counts or checksums called proof; source credit or reused methods called independent confirmation; configured model called runtime-attested or different-model independence inferred.	udt_reviewed_backlog_banking_2026-09-10/BANKING_RECORD.md	G385 accepts only HB3 at its exact frozen scope; required registry IDs: G315,G330,G331,G332,G384; BANKED_CLAIMS.json distinguishes required premises from methods/controls/source credit. ENTIRE original candidate, review, repairs, exclusions and discovery history remain controlling. Fresh separate-context banking fidelity is not blind reproof; runtime model/version UNATTESTED; different-model/human/formal axes UNTESTED. LIVE then exact registry then banking record and immutable sources; conflict means STOP.
G386	berger_homogeneous_hopf_preservation_and_descent	BANKED_DERIVED_CONDITIONAL__VERIFIED_WITH_CAVEATS__OWNER_AUTHORIZED__NOT_PHYSICAL_ADOPTION__NOT_CANON	MIXED	BI2; ENTIRE frozen statement and controlling reviews/repairs. For every finite lawful left-invariant K on a fixed positive nonround Berger metric in the full BI1/G376 constraint quadric, complete-data symmetries yield an actual local homogeneous Einstein development. The original simple Ricci branch/projector and free Hopf circles, including absolute metric-period integral one, persist on a datum-dependent positive Gaussian interval while both complete gaps remain nonzero. Direct unaveraged horizontal metric descent through time zero holds iff the initial horizontal K block is scalar. HYPOTHESES: Use full G376 quadric, including both roots, zero and trace sectors and horizontal shear after initial SO2 diagonalization.; Track the ORIGINAL Ricci branch even if all three branches become simple.; Both gaps 4(x3-xj)(x3+xj-xk)/(x1 x2 x3) must remain nonzero.; Direct descent refers to the original unaveraged horizontal metric, not arbitrary quotient metrics.	Physical identification remains OPEN; G166 native assembly is OPEN; G176 remains WORKING; G312 GR is FILTER ONLY and response-class membership is unclosed. No physical metric/equation/observer/population/history/scale selection or canon follows. Shear causes departure of direct metric descent for all small nonzero times in both directions but does not destroy the circles.; Pure-trace K is not necessary.; No global lifetime, stability, physical carrier, topology change or exclusion of another quotient metric.	Conditional mathematical or design/benchmark scope called physical adoption, empirical certification or canon; supplied data or optional equation called derived native UDT; old failures, excluded false passes or LOST evidence erased; review/check counts or checksums called proof; source credit or reused methods called independent confirmation; configured model called runtime-attested or different-model independence inferred.	udt_reviewed_backlog_banking_2026-09-10/BANKING_RECORD.md	G386 accepts only BI2 at its exact frozen scope; required registry IDs: G315,G330,G376; BANKED_CLAIMS.json distinguishes required premises from methods/controls/source credit. ENTIRE original candidate, review, repairs, exclusions and discovery history remain controlling. Fresh separate-context banking fidelity is not blind reproof; runtime model/version UNATTESTED; different-model/human/formal axes UNTESTED. LIVE then exact registry then banking record and immutable sources; conflict means STOP.
G387	berger_local_matched_first_jet_line_departure	BANKED_DERIVED_CONDITIONAL__VERIFIED_WITH_CAVEATS__OWNER_AUTHORIZED__NOT_PHYSICAL_ADOPTION__NOT_CANON	MIXED	BI3; ENTIRE frozen statement and controlling reviews/repairs. For every fixed positive nonround Berger gamma, marked point o, h!=0 and Lambda=R/2+3h^2, and every real epsilon, there is an actual analytic K on an epsilon-dependent local patch satisfying all exact constraints with that same gamma,Lambda and K(o)=h gamma, DK(o)=0, while the normal simple-Ricci-line drift is Y=epsilon e2/Delta and the mixed projector drift is epsilon/Delta. Nonzero epsilon gives actual marked short-normal departure under local Cauchy development. HYPOTHESES: Local analytic noncharacteristic constraint construction uses Hamiltonian elimination plus all three noncommuting momentum equations.; Fixed nonround simple gap; h!=0 is a parameterization restriction, not a general obstruction at h=0.; Marked point and normal continuation are supplied comparison data.	Physical identification remains OPEN; G166 native assembly is OPEN; G176 remains WORKING; G312 GR is FILTER ONLY and response-class membership is unclosed. No physical metric/equation/observer/population/history/scale selection or canon follows. No global S3 gluing, global orbit/topology/stability or physical carrier result.; Bare polynomial jet is not an exact solution: residual -epsilon^2 u^4/2 remains the countercontrol.; Round case has no selected simple Ricci line.	Conditional mathematical or design/benchmark scope called physical adoption, empirical certification or canon; supplied data or optional equation called derived native UDT; old failures, excluded false passes or LOST evidence erased; review/check counts or checksums called proof; source credit or reused methods called independent confirmation; configured model called runtime-attested or different-model independence inferred.	udt_reviewed_backlog_banking_2026-09-10/BANKING_RECORD.md	G387 accepts only BI3 at its exact frozen scope; required registry IDs: G315,G330,G337,G376; BANKED_CLAIMS.json distinguishes required premises from methods/controls/source credit. ENTIRE original candidate, review, repairs, exclusions and discovery history remain controlling. Fresh separate-context banking fidelity is not blind reproof; runtime model/version UNATTESTED; different-model/human/formal axes UNTESTED. LIVE then exact registry then banking record and immutable sources; conflict means STOP.
G388	compact_mode_quadratic_realizability_obstruction	BANKED_DERIVED_CONDITIONAL__VERIFIED_WITH_CAVEATS__OWNER_AUTHORIZED__NOT_PHYSICAL_ADOPTION__NOT_CANON	MIXED	NR1; ENTIRE frozen statement and controlling reviews/repairs. Necessary quadratic obstruction Q=v_c dot u_s-v_s dot u_c=0, equivalently sum_p(A_c,p B_s,p-A_s,p B_c,p)=0, for exact realizability of the G327 eight-real-parameter tangent on every fixed supplied G324 compact split quotient. HYPOTHESES: Fixed T0>0; both time branches, phases and polarizations retained.; Exact families have sufficient mixed C2 dependence of the fields and required spatial derivatives on a common neighborhood of the whole compact slice.; All second-order fields and connected Lambda(epsilon) variations are allowed; legal periodic gauge does not change the obstruction.	Physical identification remains OPEN; G166 native assembly is OPEN; G176 remains WORKING; G312 GR is FILTER ONLY and response-class membership is unclosed. No physical metric/equation/observer/population/history/scale selection or canon follows. Q=0 is not sufficient in NR1 alone.; No necessity for nonsmooth families, nonperiodic gauges, different quotient/domain or arbitrary modes.; Two polarizations may cancel; do not impose separate polarization obstructions.	Conditional mathematical or design/benchmark scope called physical adoption, empirical certification or canon; supplied data or optional equation called derived native UDT; old failures, excluded false passes or LOST evidence erased; review/check counts or checksums called proof; source credit or reused methods called independent confirmation; configured model called runtime-attested or different-model independence inferred.	udt_reviewed_backlog_banking_2026-09-10/BANKING_RECORD.md	G388 accepts only NR1 at its exact frozen scope; required registry IDs: G303,G315,G324,G327; BANKED_CLAIMS.json distinguishes required premises from methods/controls/source credit. ENTIRE original candidate, review, repairs, exclusions and discovery history remain controlling. Fresh separate-context banking fidelity is not blind reproof; runtime model/version UNATTESTED; different-model/human/formal axes UNTESTED. LIVE then exact registry then banking record and immutable sources; conflict means STOP.
G389	compact_mode_exact_local_analytic_realizability	BANKED_DERIVED_CONDITIONAL__VERIFIED_WITH_CAVEATS__OWNER_AUTHORIZED__NOT_PHYSICAL_ADOPTION__NOT_CANON	MIXED	NR2; ENTIRE frozen statement and controlling reviews/repairs. Within the exact G327 tangent sector, Q=0 if and only if the tangent admits the reviewed exact local realization: NR1 gives mixed-C2 necessity, and every fixed Q=0 tangent has a jointly analytic parameter/spacetime exact Einstein family on a common local slab around the whole supplied compact slice. HYPOTHESES: Fixed compact split quotient and T0>0; positive determinant-one metric chart and dual K pairing.; For each fixed tangent choose epsilon0>0 and delta>0; no uniform choice over all amplitudes or endpoint limits.; Both arbitrary analytic c(epsilon)=O(epsilon^2) and Lambda(epsilon)=O(epsilon^2) are included at the reviewed scope; each Lambda is spacetime constant.; All constraints, auxiliary consistency, Bianchi propagation, compact gluing and linear tangent uniqueness remain load-bearing.	Physical identification remains OPEN; G166 native assembly is OPEN; G176 remains WORKING; G312 GR is FILTER ONLY and response-class membership is unclosed. No physical metric/equation/observer/population/history/scale selection or canon follows. No arbitrary-mode integrability classification.; No smooth/Sobolev nonlinear stability or uniform amplitude/lifetime result.; Do not replace full Einstein evolution by only the spatial Ricci equations.	Conditional mathematical or design/benchmark scope called physical adoption, empirical certification or canon; supplied data or optional equation called derived native UDT; old failures, excluded false passes or LOST evidence erased; review/check counts or checksums called proof; source credit or reused methods called independent confirmation; configured model called runtime-attested or different-model independence inferred.	udt_reviewed_backlog_banking_2026-09-10/BANKING_RECORD.md	G389 accepts only NR2 at its exact frozen scope; required registry IDs: G303,G315,G324,G327,G388; BANKED_CLAIMS.json distinguishes required premises from methods/controls/source credit. ENTIRE original candidate, review, repairs, exclusions and discovery history remain controlling. Fresh separate-context banking fidelity is not blind reproof; runtime model/version UNATTESTED; different-model/human/formal axes UNTESTED. LIVE then exact registry then banking record and immutable sources; conflict means STOP.
G390	localized_constraint_adjoint_kernel_and_balances	BANKED_DERIVED_CONDITIONAL__VERIFIED_WITH_CAVEATS__OWNER_AUTHORIZED__NOT_PHYSICAL_ADOPTION__NOT_CANON	MIXED	LG1; ENTIRE frozen statement and controlling reviews/repairs. The complete local constraint-adjoint kernel on each connected embedded ball or annular collar of the supplied Taub slice has zero lapse and the three translations plus y partial_z-z partial_y; on the full-rank compact torus only the three translations descend. This gives necessary linear-source pairings and exact finite and mixed-C2 tangent balances for supported completions matching both metric and K outside. HYPOTHESES: gamma0=I and K0=diag(1,-2,-2)/(3T0), T0>0.; Full tensor Lie derivative/density pairing, connected local domain, legal compact quotient.; Exact supported completion agrees in BOTH gamma and K on its exterior.	Physical identification remains OPEN; G166 native assembly is OPEN; G176 remains WORKING; G312 GR is FILTER ONLY and response-class membership is unclosed. No physical metric/equation/observer/population/history/scale selection or canon follows. No sufficient gluing theorem.; A nonzero interior charge may be cancelled in a collar; it is not a universal no-go.; Do not replace the four-dimensional local kernel by the three-dimensional global torus kernel.	Conditional mathematical or design/benchmark scope called physical adoption, empirical certification or canon; supplied data or optional equation called derived native UDT; old failures, excluded false passes or LOST evidence erased; review/check counts or checksums called proof; source credit or reused methods called independent confirmation; configured model called runtime-attested or different-model independence inferred.	udt_reviewed_backlog_banking_2026-09-10/BANKING_RECORD.md	G390 accepts only LG1 at its exact frozen scope; required registry IDs: G303,G315,G324; BANKED_CLAIMS.json distinguishes required premises from methods/controls/source credit. ENTIRE original candidate, review, repairs, exclusions and discovery history remain controlling. Fresh separate-context banking fidelity is not blind reproof; runtime model/version UNATTESTED; different-model/human/formal axes UNTESTED. LIVE then exact registry then banking record and immutable sources; conflict means STOP.
G391	localized_exact_constraint_completion	BANKED_DERIVED_CONDITIONAL__VERIFIED_WITH_CAVEATS__OWNER_AUTHORIZED__NOT_PHYSICAL_ADOPTION__NOT_CANON	MIXED	LG2; ENTIRE frozen statement and controlling reviews/repairs. For every fixed permitted T0, nested radii, cutoff and sufficiently high finite norm, all sufficiently small nonzero prescribed diagonal reflection-invariant Kasner interior parameters u admit a smooth exact global constraint completion on the same compact quotient, with the fixed Taub exterior, positive metric and Lambda=0. Its local Einstein development is not locally Taub in the inserted core. HYPOTHESES: 0<|u|<min(u_star,0.1), with u_star depending on the frozen construction.; Both boundaries require smooth zero extension.; Use the exact nonlinear source covector J_i=-2 M_i before taking its derivative.; Chrusciel-Delay projected inverse is relative to a fixed reference kernel; decaying variational weight and growing output norm are distinct.; Eight reflections remove the fixed subspace of all four local KIDs.	Physical identification remains OPEN; G166 native assembly is OPEN; G176 remains WORKING; G312 GR is FILTER ONLY and response-class membership is unclosed. No physical metric/equation/observer/population/history/scale selection or canon follows. No arbitrary interior matching, quantitative u_star, uniform shrinking-domain norms or all-completion uniqueness.; No all-time exact exterior or stability.; Central inversion alone does not remove the rotational KID.; Raw cutoff data are not exact constraint data.; Raising the momentum index with the varying metric changes the off-constraint derivative and cannot replace repaired J.	Conditional mathematical or design/benchmark scope called physical adoption, empirical certification or canon; supplied data or optional equation called derived native UDT; old failures, excluded false passes or LOST evidence erased; review/check counts or checksums called proof; source credit or reused methods called independent confirmation; configured model called runtime-attested or different-model independence inferred.	udt_reviewed_backlog_banking_2026-09-10/BANKING_RECORD.md	G391 accepts only LG2 at its exact frozen scope; required registry IDs: G303,G315,G324,G390; BANKED_CLAIMS.json distinguishes required premises from methods/controls/source credit. ENTIRE original candidate, review, repairs, exclusions and discovery history remain controlling. Fresh separate-context banking fidelity is not blind reproof; runtime model/version UNATTESTED; different-model/human/formal axes UNTESTED. LIVE then exact registry then banking record and immutable sources; conflict means STOP.
G392	localized_development_curvature_decay_and_anisotropy	BANKED_DERIVED_CONDITIONAL__VERIFIED_WITH_CAVEATS__OWNER_AUTHORIZED__NOT_PHYSICAL_ADOPTION__NOT_CANON	MIXED	LE1; ENTIRE frozen statement and controlling reviews/repairs. Every actual smooth full-constraint completion sharing the lawful LG2 core, in every local globally hyperbolic development, has a datum/development-dependent positive common Kasner neighborhood of each compact core subball. There Kretschmann=-16 P/T^4 strictly decays while the full self-dual Weyl anisotropy A=1-6 I3^2/I2^3=u^2(u^2-3)^2/(1+u^2)^3 stays positive and constant; Taub has A=0. HYPOTHESES: Nonzero reviewed LG2 u range, actual completion and actual local development.; Diagnostic uses full Q=E+iB, not E alone.; Explicit |x|+L_p(T)<r is restricted to the intersection with the actual common development.	Physical identification remains OPEN; G166 native assembly is OPEN; G176 remains WORKING; G312 GR is FILTER ONLY and response-class membership is unclosed. No physical metric/equation/observer/population/history/scale selection or canon follows. No uniform lifetime, long-time persistence, collar conclusion or metric-distance estimate.; Curvature decay does not make this invariant anisotropy decay.	Conditional mathematical or design/benchmark scope called physical adoption, empirical certification or canon; supplied data or optional equation called derived native UDT; old failures, excluded false passes or LOST evidence erased; review/check counts or checksums called proof; source credit or reused methods called independent confirmation; configured model called runtime-attested or different-model independence inferred.	udt_reviewed_backlog_banking_2026-09-10/BANKING_RECORD.md	G392 accepts only LE1 at its exact frozen scope; required registry IDs: G303,G315,G324,G391; BANKED_CLAIMS.json distinguishes required premises from methods/controls/source credit. ENTIRE original candidate, review, repairs, exclusions and discovery history remain controlling. Fresh separate-context banking fidelity is not blind reproof; runtime model/version UNATTESTED; different-model/human/formal axes UNTESTED. LIVE then exact registry then banking record and immutable sources; conflict means STOP.
