source_id	path	role	source_ref	git_blob	sha256	size
S01	CURRENT_SCIENTIFIC_PREMISES.tsv	G50 precedence and guards	7c1cf38dfc9eaad6d55705eeae701243b3d41b34:CURRENT_SCIENTIFIC_PREMISES.tsv	12fb3fcd0a96e41e58cc884a6f4a8914b76d216b	f34b82e3b66dc0b7419f751bfaa8c55449607d20115bf99d7dd28c8989e17374	37434
S02	udt_r17_stationary_connection_sublocus_ownership_audit_2026-08-10/AUDIT_REPORT.md	current stationary classification	7c1cf38dfc9eaad6d55705eeae701243b3d41b34:udt_r17_stationary_connection_sublocus_ownership_audit_2026-08-10/AUDIT_REPORT.md	453af11a8ec908e5a88b16044e07217a53bd6a65	8d9768fcf9483177774a89b82db81e485c9386b1c0188831f1d29c935cc0747a	3389
S03	udt_r17_stationary_connection_sublocus_ownership_audit_2026-08-10/EXACT_DERIVATION.md	flat descent holonomy algebra	7c1cf38dfc9eaad6d55705eeae701243b3d41b34:udt_r17_stationary_connection_sublocus_ownership_audit_2026-08-10/EXACT_DERIVATION.md	f029b2f67ddc7eb7b2cdf0da4cf0290373c9351d	ff2c0147f4ab6a3119d662d15426d927bf1938a7fcaa2c92c668a6835c6c1354	10569
S04	udt_r17_stationary_connection_sublocus_ownership_audit_2026-08-10/DERIVATION_RESULT.json	machine stationary classification	7c1cf38dfc9eaad6d55705eeae701243b3d41b34:udt_r17_stationary_connection_sublocus_ownership_audit_2026-08-10/DERIVATION_RESULT.json	016a5aafd2715d82d4f1d4d19da3bb8f0b8692d3	74d632ef9e1089fc1f8f6af36061dbc66af5cf1471a438a2ec4324d4f1e8bad0	2080
S05	udt_r17_stationary_connection_sublocus_ownership_audit_2026-08-10/NEXT_STEP.md	authorized bounded question	7c1cf38dfc9eaad6d55705eeae701243b3d41b34:udt_r17_stationary_connection_sublocus_ownership_audit_2026-08-10/NEXT_STEP.md	5b63d6adc9fe377a655396d2143f38bf6b003dcd	3021ed0dad3b619aa93c82a1ea3fed6e07ba6d72a17e9e18f39e5f4a18d11cec	1052
S06	udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/EXACT_DERIVATION.md	connection and path functor	7c1cf38dfc9eaad6d55705eeae701243b3d41b34:udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/EXACT_DERIVATION.md	bacc1cdfdf8d39a74b89cf61a17f34208dbf06c4	f789f2196b451a0e9d9d530d7b436800ec3ea17c273a410ffc56c1e03a12aa50	7502
S07	udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/DERIVATION_RESULT.json	machine connection components	7c1cf38dfc9eaad6d55705eeae701243b3d41b34:udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/DERIVATION_RESULT.json	56ea9f7e0bbdb81b06d3d1aa343a523734c091d9	6936bc691f0f1a80dc97e1c49bfda8c4b209e36ddc6b46c095a73de4972332bc	4785
S08	udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/GLOBAL_COMPATIBILITY_ATLAS.tsv	global path and descent types	7c1cf38dfc9eaad6d55705eeae701243b3d41b34:udt_r17_path_labelled_connection_decomposition_audit_2026-08-10/GLOBAL_COMPATIBILITY_ATLAS.tsv	1c7d1815732a09fd75b94961e3db6b6e4001082f	4042e0aa51e9759effd5a725799c83df660ea1652e68d125739e07af2dc6f14a	1940
S09	udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/EXACT_DERIVATION.md	endpoint depth and foliation	7c1cf38dfc9eaad6d55705eeae701243b3d41b34:udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/EXACT_DERIVATION.md	a83304a2e34f1b11603677ad78163f0b10932b77	c041ccf8a718d44728abe2f617767b8553e3d2795aa9988945d93035ff0b7ec2	7677
S10	udt_r17_magnitude_to_grading_selection_audit_2026-08-10/EXACT_DERIVATION.md	complete coframe screen weight	7c1cf38dfc9eaad6d55705eeae701243b3d41b34:udt_r17_magnitude_to_grading_selection_audit_2026-08-10/EXACT_DERIVATION.md	ff51b1a7e8b91fa6a87c0c67f7751cb977b95f12	fd140c5452faa49021f748e8a27384ba07dabb83dda0c4166ffb3f931cbf9d80	7900
