index	phi	z	Z	f	clock_T	ruler_L	relative_R	g00_over_cE2	gRR	angular_radius_over_ell
0	0.07077528204904217	0.07333999999999996	1.07334	0.8680112842675226	0.9316712318557028	1.07334	1.0	-0.8680112842675226	1.1520587556000002	1.0
1	0.13368272867261957	0.14303011142854216	1.1430301114285422	0.765393301742419	0.8748675909772969	1.1430301114285422	1.7516095858827077	-0.765393301742419	1.3065178356323455	1.7516095858827077
2	0.196590175296197	0.21724508136503395	1.217245081365034	0.6749070167290692	0.821527246492208	1.217245081365034	2.4229948370024106	-0.6749070167290692	1.4816855881073678	2.4229948370024106
3	0.2594976219197744	0.29627870105327236	1.2962787010532724	0.5951181963484482	0.7714390425357329	1.2962787010532724	3.0638732490869285	-0.5951181963484482	1.6803384708043594	3.0638732490869285
4	0.32240506854335177	0.38044383709483287	1.3804438370948329	0.5247621655224315	0.7244046973359791	1.3804438370948329	3.5704330028354505	-0.5247621655224315	1.9056251873731054	3.5704330028354505
5	0.38531251516692916	0.47007366997908484	1.4700736699790848	0.46272376152073913	0.6802380182853198	1.4700736699790848	4.073036572220496	-0.46272376152073913	2.1611165951657756	4.073036572220496
6	0.4482199617905066	0.5655230130288253	1.5655230130288253	0.4080196583203355	0.6387641648686434	1.5655230130288253	4.4358432259876786	-0.4080196583203355	2.4508623043228517	4.4358432259876786
7	0.511127408414084	0.6671697169827688	1.6671697169827688	0.35978278061344326	0.5998189565305879	1.6671697169827688	4.8305636017439495	-0.35978278061344326	2.779454865224406	4.8305636017439495
8	0.5740348550376614	0.7754161657751555	1.7754161657751555	0.31724856042184885	0.5632482227418466	1.7754161657751555	5.080084056615614	-0.31724856042184885	3.152102561695754	5.080084056615614
9	0.6369423016612388	0.8906908694337405	1.8906908694337405	0.27974281848099875	0.5289071926916845	1.8906908694337405	5.237205770175404	-0.27974281848099875	3.5747119637601137	5.237205770175404
10	0.6998497482848162	1.0134501604019	2.0134501604019	0.2466710783104425	0.4966599221906702	2.0134501604019	5.494832743323936	-0.2466710783104425	4.0539815484224375	5.494832743323936
11	0.7627571949083936	1.14418	2.14418	0.21750914359565374	0.4663787555149288	2.14418	5.4210857891692275	-0.21750914359565374	4.5975078724	5.4210857891692275
