path	bytes	sha256
udt_f02_stationary_simultaneous_realization_2026-08-01/AUDIT_REPORT.md	3861	197429b6285b82280039c9248a7c269a1156f0ff3db601a3929aff5cc10c1116
udt_p4_gradient_seat_2026-07-29/EXACT_DERIVATION.md	26972	5d65ca418af8d1313cd8cfd2b6e955a0ad6faaa571f9a8a3f52bc6aa39c2a068
udt_p4_period_gate_2026-07-30/EXACT_DERIVATION.md	19333	514e46d0985ca75ea8829f64c66d62eb6aefcbac7cc0d13c77672b1f2ed3be6e
udt_p4_period_gate_2026-07-30/derive_period_gate.py	46041	ba72e491dca7941cd6b42c60ea27275e46c831384a17fda18de0006044d31200
udt_p4_angular_completion_2026-07-30/AUDIT_REPORT.md	15720	38e53d1efdf4f2fe6ae21bb0f316cd70250fe3a4807c50021615b461195f1241
udt_p4_seam_closure_derivation_2026-07-30/EXACT_DERIVATION.md	21684	283247b9e421f8dfe5394bb5aa64995c602f81680487803bb314404e53bcc33b
udt_cap_gluing_selector_2026-07-28/EXACT_DERIVATION.md	17046	132e42b9d38ab140e861786c9dbdf71ded76569b7a9e908cce0f88176df64563
udt_general_screen_complete_cell_atlas_2026-07-28/COMPLETION_DESCENT_ATLAS.tsv	2341	b92c3b85268d354817b03e7f0b166c171ab8589f0ac7a108b8026d67fd7d5064
udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	2608	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6
CURRENT_SCIENTIFIC_PREMISES.tsv	6798	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f
