path	git_blob	sha256	role
LIVE.md	42b987061b1af2ba1f29cf99ab0dd8beee6a1523	ae3d6fc0e5595aa634746c6e765b84018faed4201a000f0f9f838e5d7efe5936	CURRENT_AUTHORITY
HANDOFF.md	ea31c7f1887e199a808ff5f12a43f8c59bb214b8	c629ace49d9ab8d0df5d94dbc35828a555a79b5dd7f4fd2da1a74cc4a1d6ca7a	CURRENT_AUTHORITY
CURRENT_SCIENTIFIC_PREMISES.md	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	CURRENT_PREMISE_PRECEDENCE
CURRENT_SCIENTIFIC_PREMISES.tsv	ed1de6dd9025b2709ee5127166288fa07411df2e	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf	CURRENT_PREMISE_PRECEDENCE
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	FOUNDED_PAIR_AND_COMPOSITION
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/AUDIT_REPORT.md	3f134a87767bfeefbe98a8464ba115dfed788239	3c7fed27fae474c8718ffe8f09dad858c12b0aba068494e2a8248fe19f642783	EXTENSION_CLASS_PARENT
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/EXTENSION_CLASS_LEDGER.tsv	aa7d624aa1282e46d6296f890661cf50bfde5c9f	7a4fba1c6f9d02eb7ca12ac953d04e1c04e2b7271598dc99e51db5baeddedb08	EXTENSION_CLASS_PARENT
udt_metric_pure_frame_rederivation_2026-07-23/AUDIT_REPORT.md	07189dba876b8289ce2201bef0e78d3758c2b5ba	e616102b06e32fbbbc36d189cbc12ff75bec0f4b0341e74192781dd775c81294	LOCAL_FRAME_RECIPROCITY
udt_frame_bivector_equivariance_audit_2026-07-23/AUDIT_REPORT.md	18c18258032fae7d3e12cd4fc716fe609d90405f	030812cf6903a41bac26005326e1104c5dfeb54c5995194de1474bb33b4afa28	INVARIANCE_EQUIVARIANCE_DISTINCTION
udt_native_coframe_composition_law_audit_2026-07-23/AUDIT_REPORT.md	0593ef63c4ae5e8c622147e3fd3c9ba5b6a3c3c1	b6f484a77b202b695ac76306e8d0ebf66b14f73b7eb671431c4821259a719ce8	COMPLETE_CHART_GROUP_AND_QUOTIENT_GAP
udt_finite_cell_completion_atlas_2026-07-21/AUDIT_REPORT.md	33617f36c890812e5df6195eb504b571f125de95	354047b6cac9406c75b700912e2a3aab402f7dd1c32a73adc229ee2054a1502e	FINITE_CELL_TYPE_SPACE
complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	7edfacda8ae312857d614b0479c9de5d3e949504	30a63dbbc5f566a0ce763d5091fd0ab3c80aee48516c4b0f216d186e046c50ea	SEAL_LIFT_NONUNIQUENESS
udt_global_coframe_cocycle_audit_2026-07-20/AUDIT_REPORT.md	51bc7db847772cac5afa70bb3b417eb1a40c7914	cfb733d40271bcdb0259c91c631caaa4a80d96cd54350df61ca8c4e4f149819e	GLOBAL_COCYCLE_AND_LIFT_NONUNIQUENESS
udt_global_reciprocal_persistence_selector_audit_2026-07-23/AUDIT_REPORT.md	3a167e045caee36fd1b88d1391197004ccdc3fee	1c68f22b469acf5bc64638d29516386722d6ab42dca43e3ae8307d5232d79bac	GLOBAL_PERSISTENCE_SELECTOR_STATUS
udt_global_local_relational_closure_audit_2026-07-25/AUDIT_REPORT.md	deefa2dd350e892a0fd80fa90b7835df792f1ad9	61c0f3301d3b9f1105611efc23d81a8c58cb96f855745757dafaba29c8aba0cd	BOOTSTRAP_AND_OFFSHELL_CLOSURE_STATUS
udt_global_local_relational_closure_audit_2026-07-25/STATUS_LEDGER.tsv	a77c5ef6e6a5cb77ced5c7a49cfc7dfdcddb59d4	54f055a4800e0650e17f2a5ec842ed3a7b97fd13ef6b7a124d0c29a640c6e4dd	BOOTSTRAP_AND_OFFSHELL_CLOSURE_STATUS
udt_common_scale_neutrality_provenance_audit_2026-07-24/AUDIT_REPORT.md	1ddbd07fb788dde6322eebcf5c5935c35927e0fa	98e8fd166e8257e4ad4e40695d05b198c6fc4c1342e39bcfeb013c230a14321d	CSN_AND_CALIBRATION_STATUS
udt_common_scale_neutrality_provenance_audit_2026-07-24/STATUS_LEDGER.tsv	2afe2ca39ade32cc9c9873f6100239f2681ea37a	18076d2145bfb954b7a998c71de1f0eedad919c63c59ec75dcbf408a4432e0c6	CSN_AND_CALIBRATION_STATUS
udt_xmax_observer_separation_audit_2026-07-24/AUDIT_REPORT.md	87f4b21eabcb60c9a94c0f704c6de1eb3577afbd	0e7d4f0b8a9e70a2f45fac494ce737fa4d0deaf4824940953377fa39f345c3ee	XMAX_SCHEMA_STATUS
udt_xmax_observer_separation_audit_2026-07-24/STATUS_LEDGER.tsv	7ebf1d832ccbd0e36a8412d49f8bfd0f8aff5d49	a0b72c9456c93bd00e5da7fa75a783b49663e6edbc2b71d2eeaebda59bdf7f32	XMAX_SCHEMA_STATUS
udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md	4b9004c84dff265ba97a8a5c694033a1d3ed26f6	a7ae3805927d7d8efe1a2daabfd07c0612c0f52375b60e727a6d0d0fabe66c87	PAIR_OPERATOR_AND_OPEN_ASSIGNMENT
