source	sha256	git_blob	role
UDT_NATIVE_ACTION_COLD_PACKET.md	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	dbe0292e446291cdc620abfb261447cb9f7d969f	FROZEN_C0_C1_AND_FINITE_CELL_PACKET
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	af6bcc49535fd9cf4c8a60e997935d10619f2d52d146482ee40ad9d968f76810	6f0304493151a008af11c31ef0b321e8547929c8	CURRENT_SCIENTIFIC_STATUS
native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	df0171eb83d75ad175727a8db541df8500b7826edf6059ae63a52f1a1ba15bea	776220ebee57c9a55e82db8cf1dc832d951be0d6	CARRIER_TOPOLOGY_STATUS
UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	db2959c45beb48f7417b211039dd8e8c71d2f1ef	FOUNDING_CSN
UDT_GLOBAL_BOOTSTRAP_PRINCIPLE_2026-07-15.md	ce14075bad1ff4b6ea9b41e35dc6b63dfc5a9ae13478bd57c80b1502f33fb540	5e2a9692a18dac25f4c8f5ace643fd11e7427e65	OWNER_WORKING_BOOTSTRAP
bootstrap_variation_selector_2026-07-18/DERIVATION_REPORT.md	05a84a7bfeca3d78c628a3a6a343463db11497d66c5889ac0590655728d056f9	78ce9bc47375e0923d87a0e28a9456d3e8ed65ab	BOOTSTRAP_PLACEMENT_AUDIT
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	db4a426b021e375fa4bca0d870aaf973de319de3b08072195d001a056630832d	7c59d775e473df5ea0b59ec0c20312ac7fccfbee	ACTION_SELECTOR_AUDIT
boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	5b9fd3563e02ecd8907e0ac632412e3bb1784893c1a66ff2812724f23c71d25d	6d4fd032d53821ec6c3fdec8a36a9e9ba80a8a5d	REPRESENTATIVE_COUNTERORBIT
c2_finite_cell_boundary_variation_2026-07-20/AUDIT_REPORT.md	6e9e21f806deb876e3fb63e815e0b0afd2434c8dc5c19686e8c6ab68dd9b8600	4b8166c38ecbeae00476027c6f200749a0f3442c	BOUNDARY_PHASE_SPACE
finite_cell_seal_boundary_phase_join_2026-07-20/AUDIT_REPORT.md	783f8d369d73ab6faa2bd97b0e38654173173f886197cac38b688b6a459b7051	bd8afdb4394e1adc570455763f5700103e38be98	SEAL_DATA_AUDIT
complete_coframe_seal_involution_2026-07-20/AUDIT_REPORT.md	30a63dbbc5f566a0ce763d5091fd0ab3c80aee48516c4b0f216d186e046c50ea	7edfacda8ae312857d614b0479c9de5d3e949504	COFRAME_COMPLETION_AUDIT
c2_transverse_coframe_closure_2026-07-20/AUDIT_REPORT.md	3b938f3db946695df8cb080b06aa9310eae5ace3dd45f9de033dfbd735b8cee3	6a6a6eb24727df6ab43f0bcb68ea2f69afb92b55	VARIATION_DOMAIN_AUDIT
bootstrap_csn_phi_angular_selector_2026-07-19/AUDIT_REPORT.md	9192fca92619508d9b14601a0e96d1ffdc0064893ea2c9e4f64609b3777b2fe0	1b97a1a941f6ba4b4ee154e5b4377a649a08ba47	LOCAL_SELECTOR_AUDIT
copresence_causal_accessibility_selector_2026-07-19/DERIVATION_REPORT.md	5f3d9472388e9012af2b63d548bfbf91808a800b016d6c8e31be85dea6c2e2f0	25ee26679a881397c6a4e9ff2713a023b74b88c8	COPRESENCE_AUDIT
scale_breaking_closure_census_2026-07-20/AUDIT_REPORT.md	f3cca19566a1ae3653e28e4e015039623c8be2ec7454b2e12a9859bcca45c67b	675ac9480e0e2c288bac1e7f0672cb6a16b737d7	SCALE_CENSUS
xmax_reciprocity_audit_2026-07-19/STATUS_LEDGER.tsv	c67aa0641e96c0b27fb55b36722e44b99b59fc6547fc8c24d14442e7a339ffbb	7925bb84bf54a4f11a4bcb687593ddab2f345d5f	XMAX_RECIPROCITY_STATUS
xmax_full_frame_realization_2026-07-19/STATUS_LEDGER.tsv	cf0d97456d0604171ed8ff23942eb7f37a039c38d9e86ebd0d7e52da35a40ca6	0c481f5d8da8ea726e725ebde24ae733596ba681	XMAX_FRAME_STATUS
xmax_dynamic_observer_frame_2026-07-19/STATUS_LEDGER.tsv	05bbee6a740e26f556df53c1e8e4e564d1ebe18fcffaf1f15b0025524b669ab5	a7a8b05f184408c9cfd4117155e08e2b7831bd3b	DYNAMIC_FRAME_STATUS
xmax_accelerating_finite_cell_cartan_2026-07-19/STATUS_LEDGER.tsv	021cf82af33294c223b937998dd8571fc90e501e2d1df89ced7a3197fe9c68ea	d49713dfcbfd0743cf97fa10b0910ed2d5a897b0	ACCELERATING_FRAME_STATUS
asymptotic_boundary_lineage_audit_2026-07-19/STATUS_LEDGER.tsv	8d227adc2463acbabe3367b84240d7cbc31f49f7f84bbb7a89b2e95371407221	fd2c981e9c7280fbfea5e751a2c11dcea5f54aef	BOUNDARY_LINEAGE
native_boundary_generator_scale_audit_2026-07-19/STATUS_LEDGER.tsv	a42046f4fed85ba2c33bc6bbadcce89bfa628579bc6de58639efb568fccc6480	a51eb65817a7ef40da81ae0d081b0c9a471d16b4	BOUNDARY_SCALE_STATUS
CANON.md	5d99c0ba09fcee0429a34ac6b3dda4faff489b7d214b622fcbd286deb3785314	a67e518b623c8715679b26d5736c7409e3ffcae3	CANONIZED_SCOPED_PREMISES_AND_HISTORY
