path	git_blob_at_base	sha256	size_bytes
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/EXTENSION_CLASS_LEDGER.tsv	aa7d624aa1282e46d6296f890661cf50bfde5c9f	7a4fba1c6f9d02eb7ca12ac953d04e1c04e2b7271598dc99e51db5baeddedb08	2002
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/AUDIT_REPORT.md	3f134a87767bfeefbe98a8464ba115dfed788239	3c7fed27fae474c8718ffe8f09dad858c12b0aba068494e2a8248fe19f642783	5790
udt_metric_native_observer_separation_asymptote_audit_2026-07-24/EXACT_DERIVATION.md	8367d33be5623ca35e0430376bdbaae43b0e4a8f	de903362b66420798dd726d0642e8fee0400f1243ac553968635dc5719bf0239	7195
udt_metric_native_observer_separation_asymptote_audit_2026-07-24/AUDIT_REPORT.md	b920c73b9b64fef847c7a041703d3d85f95835a5	cf9fe514f7600461136c0aae27d3ccf74bcbfa135ea3699f3cec66a43311053b	6181
udt_xmax_observer_separation_audit_2026-07-24/AUDIT_REPORT.md	87f4b21eabcb60c9a94c0f704c6de1eb3577afbd	0e7d4f0b8a9e70a2f45fac494ce737fa4d0deaf4824940953377fa39f345c3ee	3613
udt_two_observer_separation_selector_audit_2026-07-24/COMPLETION_DESCENT_ATLAS.tsv	2165353ace9bcc99b176e37de3cff9a9723fc10c	4da150a1ad622f2883b714aec6bb317399e9958839244488229c1f980525b4e8	1108
udt_finite_cell_completion_atlas_2026-07-21/COMPLETION_AXIS_SCHEMA.tsv	ee6e7c1012e82c8a1d16cbe8e44faf807e7e0dd7	aa11b70387b999be7ef7c3b48866e128ea6e4d256b945db45970ce715cbf154a	1426
udt_finite_cell_completion_atlas_2026-07-21/GLOBAL_OUTPUT_ATLAS.tsv	2502f3c5cb7b7d13bbe0974d4c5c847ab21c567a	8189c46ba29ad982906bea284f28c5ea8a571ce3d78789a8da898115758aca0f	621
udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv	e16d65429e8a69cf22eb1d394e3fce1e68a9cd5e	3c0063b00a43ba5b197940089bdbf6f73450800d1f45935c1a33114c0bb2b639	5331
udt_angular_generator_branch_census_2026-07-23/BRANCH_UNIVERSE.tsv	9b77f5087b0b47df6fd6f3cec78e69b4e4801f50	79df4c3d80608d3fd261eb7b863d6ede77b417597e8d2decd5b72679bb535208	1400
udt_global_reciprocal_persistence_selector_audit_2026-07-23/AUDIT_REPORT.md	3a167e045caee36fd1b88d1391197004ccdc3fee	1c68f22b469acf5bc64638d29516386722d6ab42dca43e3ae8307d5232d79bac	6083
