profile_id	endpoint_x	covariance_id	Csrc00	Csrc01	Csrc10	Csrc11	reconstruction_relative	source_min_eigenvalue
G68_F01_AM	0.3	IDENTITY	393.7499999030992	0.0	0.0	393.7499999030992	0.0	393.7499999030992
G68_F01_AM	0.3	DIAGONAL_2_1	787.4999998061984	0.0	0.0	393.7499999030992	0.0	393.7499999030992
G68_F01_AM	0.3	CORRELATED	787.4999998061984	131.24999996769972	131.24999996769972	393.7499999030992	3.4353228470522584e-17	354.01069746055464
G68_F01_AM	0.35	IDENTITY	98.4374999950659	0.0	0.0	98.4374999950659	0.0	98.4374999950659
G68_F01_AM	0.35	DIAGONAL_2_1	196.8749999901318	0.0	0.0	98.4374999950659	0.0	98.4374999950659
G68_F01_AM	0.35	CORRELATED	196.8749999901318	32.81249999835531	32.81249999835531	98.4374999950659	3.4353228470522584e-17	88.5026743824828
G68_F01_AM	0.4	IDENTITY	43.74999999999995	0.0	0.0	43.74999999999995	2.220446049250313e-16	43.74999999999995
G68_F01_AM	0.4	DIAGONAL_2_1	87.4999999999999	0.0	0.0	43.74999999999995	2.220446049250313e-16	43.74999999999995
G68_F01_AM	0.4	CORRELATED	87.4999999999999	14.583333333333316	14.583333333333316	43.74999999999995	2.1726889389398783e-16	39.3345219497417
G68_F01_AM	0.45	IDENTITY	24.609374999925148	0.0	0.0	24.609374999925148	0.0	24.609374999925148
G68_F01_AM	0.45	DIAGONAL_2_1	49.218749999850296	0.0	0.0	24.609374999925148	0.0	24.609374999925148
G68_F01_AM	0.45	CORRELATED	49.218749999850296	8.20312499997505	8.20312499997505	24.609374999925148	0.0	22.125668596662436
G68_F01_AM	0.5	IDENTITY	15.750000000000027	0.0	0.0	15.750000000000027	0.0	15.750000000000027
G68_F01_AM	0.5	DIAGONAL_2_1	31.500000000000053	0.0	0.0	15.750000000000027	0.0	15.750000000000027
G68_F01_AM	0.5	CORRELATED	31.500000000000053	5.250000000000008	5.250000000000008	15.750000000000027	0.0	14.160427901907052
G68_F01_AM	0.55	IDENTITY	10.93750000000002	0.0	0.0	10.93750000000002	2.220446049250313e-16	10.93750000000002
G68_F01_AM	0.55	DIAGONAL_2_1	21.87500000000004	0.0	0.0	10.93750000000002	2.220446049250313e-16	10.93750000000002
G68_F01_AM	0.55	CORRELATED	21.87500000000004	3.6458333333333397	3.6458333333333397	10.93750000000002	2.1996798985367138e-16	9.833630487435455
G68_F01_AM	0.6	IDENTITY	8.03571428572314	0.0	0.0	8.03571428572314	0.0	8.03571428572314
G68_F01_AM	0.6	DIAGONAL_2_1	16.07142857144628	0.0	0.0	8.03571428572314	0.0	8.03571428572314
G68_F01_AM	0.6	CORRELATED	16.07142857144628	2.67857142857438	2.67857142857438	8.03571428572314	3.4353228470522584e-17	7.224708113225832
G68_F01_AM	0.65	IDENTITY	6.152343750006475	0.0	0.0	6.152343750006475	0.0	6.152343750006475
G68_F01_AM	0.65	DIAGONAL_2_1	12.30468750001295	0.0	0.0	6.152343750006475	0.0	6.152343750006475
G68_F01_AM	0.65	CORRELATED	12.30468750001295	2.050781250002158	2.050781250002158	6.152343750006475	0.0	5.531417149188254
G68_F01_AM	0.7	IDENTITY	4.861111111111111	0.0	0.0	4.861111111111111	0.0	4.861111111111111
G68_F01_AM	0.7	DIAGONAL_2_1	9.722222222222221	0.0	0.0	4.861111111111111	0.0	4.861111111111111
G68_F01_AM	0.7	CORRELATED	9.722222222222221	1.6203703703703702	1.6203703703703702	4.861111111111111	0.0	4.370502438860194
G68_F01_AM	0.75	IDENTITY	3.9375000000031015	0.0	0.0	3.9375000000031015	0.0	3.9375000000031015
G68_F01_AM	0.75	DIAGONAL_2_1	7.875000000006203	0.0	0.0	3.9375000000031015	0.0	3.9375000000031015
G68_F01_AM	0.75	CORRELATED	7.875000000006203	1.3125000000010338	1.3125000000010338	3.9375000000031015	0.0	3.5401069754795453
G68_F01_AM	0.8	IDENTITY	3.2541322314071204	0.0	0.0	3.2541322314071204	0.0	3.2541322314071204
G68_F01_AM	0.8	DIAGONAL_2_1	6.508264462814241	0.0	0.0	3.2541322314071204	0.0	3.2541322314071204
G68_F01_AM	0.8	CORRELATED	6.508264462814241	1.0847107438023733	1.0847107438023733	3.2541322314071204	0.0	2.9257082441976103
G68_F01_AM	0.85	IDENTITY	2.7343749999999933	0.0	0.0	2.7343749999999933	0.0	2.7343749999999933
