profile_id	family	lapse_a	shape	epsilon	endpoint_x	affine	endpoint_psi	D00	D01	D10	D11	det_D	sigma_max	sigma_min	anisotropy_log	polar_rotation	area_ratio_vs_F01	area_log_vs_F01	x1_official_relative
G68_F01_AM	F01	-0.25	ZERO	0.0	0.3	0.05039526306789703	0.0	0.05039526307409803	0.0	0.0	0.05039526307409803	0.002539682540307549	0.05039526307409803	0.05039526307409803	0.0	0.0	1.0000000002460947	2.4609470014339e-10	nan
G68_F01_AM	F01	-0.25	ZERO	0.0	0.35	0.10079052613579413	0.0	0.10079052613831994	0.0	0.0	0.10079052613831994	0.010158730159239352	0.10079052613831994	0.10079052613831994	0.0	0.0	1.0000000000501197	5.011968617781715e-11	nan
G68_F01_AM	F01	-0.25	ZERO	0.0	0.4	0.15118578920369127	0.0	0.15118578920369097	0.0	0.0	0.15118578920369097	0.02285714285714288	0.15118578920369097	0.15118578920369097	0.0	0.0	0.999999999999996	-3.9968028886505714e-15	nan
G68_F01_AM	F01	-0.25	ZERO	0.0	0.45	0.2015810522715884	0.0	0.2015810522718944	0.0	0.0	0.2015810522718944	0.040634920635044224	0.2015810522718944	0.2015810522718944	0.0	0.0	1.000000000003036	3.0360158831353442e-12	nan
G68_F01_AM	F01	-0.25	ZERO	0.0	0.5	0.2519763153394854	0.0	0.2519763153394846	0.0	0.0	0.2519763153394846	0.06349206349206339	0.2519763153394846	0.2519763153394846	0.0	0.0	0.9999999999999939	-6.10622663543838e-15	nan
G68_F01_AM	F01	-0.25	ZERO	0.0	0.55	0.3023715784073821	0.0	0.3023715784073815	0.0	0.0	0.3023715784073815	0.09142857142857126	0.3023715784073815	0.3023715784073815	0.0	0.0	0.999999999999996	-3.9968028886505714e-15	nan
G68_F01_AM	F01	-0.25	ZERO	0.0	0.6	0.3527668414752786	0.0	0.3527668414750844	0.0	0.0	0.3527668414750844	0.12444444444430731	0.3527668414750844	0.3527668414750844	0.0	0.0	0.999999999998899	-1.1010081735213738e-12	nan
G68_F01_AM	F01	-0.25	ZERO	0.0	0.65	0.4031621045431751	0.0	0.4031621045429636	0.0	0.0	0.4031621045429636	0.16253968253951148	0.4031621045429636	0.4031621045429636	0.0	0.0	0.9999999999989506	-1.0493828028762485e-12	nan
G68_F01_AM	F01	-0.25	ZERO	0.0	0.7	0.4535573676110716	0.0	0.4535573676110727	0.0	0.0	0.4535573676110727	0.2057142857142857	0.4535573676110727	0.4535573676110727	0.0	0.0	1.0000000000000047	4.6629367034256464e-15	nan
G68_F01_AM	F01	-0.25	ZERO	0.0	0.75	0.5039526306789682	0.0	0.5039526306787712	0.0	0.0	0.5039526306787712	0.25396825396805395	0.5039526306787712	0.5039526306787712	0.0	0.0	0.999999999999218	-7.82041098546266e-13	nan
G68_F01_AM	F01	-0.25	ZERO	0.0	0.8	0.554347893746865	0.0	0.5543478937466825	0.0	0.0	0.5543478937466825	0.3073015873013832	0.5543478937466825	0.5543478937466825	0.0	0.0	0.9999999999993415	-6.584732759053971e-13	nan
G68_F01_AM	F01	-0.25	ZERO	0.0	0.85	0.6047431568147613	0.0	0.6047431568147643	0.0	0.0	0.6047431568147643	0.36571428571428666	0.6047431568147643	0.6047431568147643	0.0	0.0	1.00000000000001	9.992007221626358e-15	nan
G68_F01_AM	F01	-0.25	ZERO	0.0	0.9	0.655138419882658	0.0	0.6551384198825084	0.0	0.0	0.6551384198825084	0.4292063492061499	0.6551384198825084	0.6551384198825084	0.0	0.0	0.9999999999995435	-4.565237077259686e-13	nan
G68_F01_AM	F01	-0.25	ZERO	0.0	0.95	0.7055336829505545	0.0	0.7055336829504201	0.0	0.0	0.7055336829504201	0.49777777777758386	0.7055336829504201	0.7055336829504201	0.0	0.0	0.9999999999996189	-3.811395643538889e-13	nan
G68_F01_AM	F01	-0.25	ZERO	0.0	1.0	0.7559289460184511	0.0	0.7559289460184572	0.0	0.0	0.7559289460184572	0.5714285714285755	0.7559289460184572	0.7559289460184572	0.0	0.0	1.0000000000000162	1.6209256159527153e-14	0.0
G68_F01_A0	F01	0.0	ZERO	0.0	0.3	0.04999999999999995	0.0	0.05000000000615235	0.0	0.0	0.05000000000615235	0.0025000000006152353	0.05000000000615235	0.05000000000615235	0.0	0.0	1.0000000002460963	2.460962544556241e-10	nan
G68_F01_A0	F01	0.0	ZERO	0.0	0.35	0.09999999999999995	0.0	0.10000000000250606	0.0	0.0	0.10000000000250606	0.010000000000501212	0.10000000000250606	0.10000000000250606	0.0	0.0	1.0000000000501221	5.0122128668471205e-11	nan
G68_F01_A0	F01	0.0	ZERO	0.0	0.4	0.15	0.0	0.15	0.0	0.0	0.15	0.0225	0.15	0.15	0.0	0.0	1.0	0.0	nan
G68_F01_A0	F01	0.0	ZERO	0.0	0.45	0.19999999999999996	0.0	0.2000000000003041	0.0	0.0	0.2000000000003041	0.04000000000012163	0.2000000000003041	0.2000000000003041	0.0	0.0	1.0000000000030413	3.041344953653529e-12	nan
G68_F01_A0	F01	0.0	ZERO	0.0	0.5	0.24999999999999994	0.0	0.24999999999999986	0.0	0.0	0.24999999999999986	0.062499999999999924	0.24999999999999986	0.24999999999999986	0.0	0.0	0.9999999999999992	-7.771561172376099e-16	nan
G68_F01_A0	F01	0.0	ZERO	0.0	0.55	0.3000000000000001	0.0	0.29999999999999977	0.0	0.0	0.29999999999999977	0.08999999999999986	0.29999999999999977	0.29999999999999977	0.0	0.0	0.9999999999999977	-2.3314683517128315e-15	nan
G68_F01_A0	F01	0.0	ZERO	0.0	0.6	0.35	0.0	0.3499999999998072	0.0	0.0	0.3499999999998072	0.12249999999986505	0.3499999999998072	0.3499999999998072	0.0	0.0	0.9999999999988985	-1.1014522627312245e-12	nan
