path	sha256
AUDIT_REPORT.md	41b670894b0663d330148adc94be3e14776f40626bf02233f2cc14ef70c59d8e
CATCH_PROOF_RESULTS.json	5179ee8267d61b869c708ee60f06dcf1cedde6aaddd6286f716fd65d2b0fff2f
CATCH_PROOF_STDOUT.txt	5179ee8267d61b869c708ee60f06dcf1cedde6aaddd6286f716fd65d2b0fff2f
CELL_ATLAS.tsv	a859c6ef18a31b3e287835fd7f4e2338f1fa7cf1da91f31d088e4ec66d567733
DERIVATION_RESULT.json	e240dbfc34c61a5d836fc8a20b2bafb42f1a169e40ad14081838899fa4cdbfbc
DERIVATION_STDOUT.txt	e240dbfc34c61a5d836fc8a20b2bafb42f1a169e40ad14081838899fa4cdbfbc
EXACT_DERIVATION.md	e43cd3bc38d598fa7d2cedffec9b8b53afe93f58f2dfcc26891fa55fcd8c6f6f
EXTERNAL_REVIEW_DISPATCH.md	844b364ead6b7030ea6e92c728c8cf5d204a052fd247d2ddf351962fb6ba70d1
FALSIFICATION_CONTRACT.tsv	700b8526b419a621e72157fd059bec03b57f27d7690ae6b6566674561e53eaf0
INDEPENDENT_VERIFICATION_RESULT.json	4785ed9539f27ffdcb27cae565c77a8a17919ce3434b7517894d8007b3eba9e4
INDEPENDENT_VERIFICATION_STDOUT.txt	4785ed9539f27ffdcb27cae565c77a8a17919ce3434b7517894d8007b3eba9e4
LAY_REPORT.md	90bd6ae810090983c12fb4560128c481df6ddb2531606da34e2c4dd75c961be9
OBSERVATIONAL_ANCHOR_POLICY.md	561afa9e265374ffeca1ea0832f43e000d9a6debf5e85fa36e4167af2176b119
PACKAGE_VERIFICATION_RESULT.json	30f2d8cb1c47431283f79ecfdcf6d3aaa4dc32be66757da9c52669fc01ecc07e
PACKAGE_VERIFICATION_STDOUT.txt	30f2d8cb1c47431283f79ecfdcf6d3aaa4dc32be66757da9c52669fc01ecc07e
PRECALCULATION_CLARIFICATION.md	2916fce728d4a757e5811dd2f3d4faef58b17d504f42e58135ee3ae19317f046
PREMISE_LEDGER.tsv	c8a1da889430e8eba7485c6b2aa2b54caa85324bf5b0b6831a9c3c660304195d
PREREGISTRATION.md	a3f0dd1fab298bbdf1a6dbb3140858a97bd3760032f9b288c8238690216102f4
REPOSITORY_GATES.json	f4f54940495a86a4145125dc7f301c8f0e3d37163adcf79662af0a60952a97dd
REVIEW_MANIFEST.tsv	c7fd475ec49d672375b0908fba5829a4521f59c85e28fb74ea0533bf3554b20e
SENSITIVITY_ATLAS.tsv	1906d9487a803d539d79df1da49c3cf8fec1e295737eeb79b350c5898bcd4f8a
SOURCE_DEGENERACY_ATLAS.tsv	3dbdd15f016efc1d3dc76691d8f29765d1fd4f39530c8ce83bc2b21b88163a51
SOURCE_MANIFEST.tsv	62b614d3695f5be8a0029e840cb888c4a15c3587178bd3527d5347e7146b9626
build_package_manifest.py	8e5c819f93308b95d5d0c9ff853785bfadd05e35403fea1cbe7efbafb9998a34
build_review_manifest.py	a5d3f979934842f0be6e110eed31e9ef5c2fcb979cb78c67ed1c148355467b5c
derive_identifiability_atlas.py	1c38da76ceee7eecf5ed897dee925d0b04beeab0fb8910ab56814f688e19c816
run_catch_proofs.py	a42ccc646950d0d13d007cfd4df0e44332ab3332edec7836ce958ae228c11ea4
verify_identifiability_independent.py	a9371d2e9b824fe62cac0ae9d68fed1540286e9e4b656dbce57c40121484d500
verify_package.py	f0786d62b0e4747ce96d7b2cfa6c8b030c629e677372d79a2191822ec0661b17
verify_repository_gates.py	c1311e35ae2bfbac42c8f151a767f219850eb0755d7d8c14eb63c7dca9fd29ef
