path	role	git_blob	bytes	sha256
LIVE.md	current_frontier_precedence	7a12e6a4bb7a2654388bb614971401a3f2bcda79	74930	67dd2016d3e5e1ef9676e4fc15900da1514e1479853a44a00a3176ec7803774d
AGENTS.md	binding_project_rules	48f8acc54d1c64b874d16cecd619a7e3cfcaf5d1	20884	6c74cf60246dfb2df2cb2c77b67bad72f15cc4532c2efa92d4e72e45b6fa3b71
CURRENT_SCIENTIFIC_PREMISES.md	current_premise_precedence	1a25dc1d354e0065c527374767f11aa9d06d62de	2493	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491
CURRENT_SCIENTIFIC_PREMISES.tsv	machine_premise_precedence	f923b077483c2d2ab5fde2697a6e63649d027dc6	6798	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f
verify_current_scientific_premises.py	premise_guard	0ce0b8d84ea2baed2ef291337cbdbdf7dc6b98a3	5889	61758cf09d0d70c3ac1dd0ff52a7dc9f9976d13102a9285acb1868ef96940678
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	founding_pair_derivation	a8d29384a514f9d3be588dad1818c4c614dc6d70	11418	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003
udt_reciprocal_pair_reduction_authority_audit_2026-08-02/AUDIT_REPORT.md	immediate_authority_parent	09e4eaf48fa04f25cf62fd3236ba543deecea5c1	1906	232b232f4f5696566b38bb7037758a9ff17646e9f04282c0b4e656f654e7f0c9
udt_reciprocal_pair_reduction_authority_audit_2026-08-02/EXACT_ADJUDICATION.md	four_level_authority_ruling	4e56662e6d37897544d5ea86106b7b3e58ce7268	3724	9fb9243a95ff28b2c5ff3c48a7616eba04463a1e0f32a22487b13811e9d0d52e
udt_reciprocal_pair_reduction_authority_audit_2026-08-02/STATUS_LEDGER.tsv	parent_machine_status	1620748d337e9d6417c5f67914f9292cc37ea91a	1518	f186f24b3c550712f1fbd72af246f5229db348d289bd5fe48cd49c91b2ff4ddb
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/AUDIT_REPORT.md	twisted_family_parent	91f6f69cbe5267f6e12a0576c82153b53e223d84	5259	1e007a15b7071ebe2be45ad2f81a19c4d39a3c0617fe5cf65064ab6e076a976d
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/EXACT_DERIVATION.md	coframe_norm_twist_and_open_join	98d15cf3060d34d238b8528bfaa8a0cab81e7493	6108	36e22610ec03dc4421e005f0a327be288cde000fb5fa63f4d8ea9cec3711875d
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/PREMISE_LEDGER.tsv	parent_premises	b1c30249acb1e2da01b7508638d7c0b573b65f69	1600	538b663175d8c83d5af44925b4e3d9f31ad1d42f5994f95876aebad1dc9f6c9f
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/STATUS_LEDGER.tsv	parent_status	a88cf660e6b950399f32e118dd34266121cbd678	1990	27cfba2fff04b761c041b2e9c2a6bc38b560c97262262ea81a4144365a0e8944
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/derive_nonultrastatic_branch.py	parent_exact_algebra	ccfb5e6883b50d58c2ffb583c2834483da28ae7f	5440	b90b911f1d2e83c292dab3d08d3fccf675f9f4b83dba1b7e3fb5fb377ddaeabe
udt_general_screen_complete_cell_atlas_2026-07-28/AUDIT_REPORT.md	global_general_screen_scope	3f508e2d21328aef5a8e51cc7ca069ba3889992f	4171	21fc7594ff288bb8297f3a8be36e8cfac336e340b376802a649ae95b3c10f932
udt_general_screen_complete_cell_atlas_2026-07-28/EXACT_DERIVATION.md	Maurer_Cartan_and_screen_algebra	b4f9a0300cc3053f53b69ad28f1122e416273113	7384	3d6cab420d4cb20dc0042c4ccce88a4d0b13d0c75572cc78a47daa04be87297f
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/AUDIT_REPORT.md	conditional_contact_invariant_scope	3d19a3138f80b332d9bafd6f3ba296be4fc4205c	2141	1ab6d2d7028d17ded30af356a5438fa5faa23160706e7581ad689ee30fd9161f
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/FRAME_DESCENT_ATLAS.tsv	frame_classes	8f1126efaea642d37d8fe1600013a3b284792e85	826	72ebc052a03d688ea513763cb5ea0b4cdf6203358d085304abc3995c09423a4f
udt_founded_pair_global_alignment_audit_2026-07-26/AUDIT_REPORT.md	local_pair_alignment_and_covariance	1606a05bc28e183bb830f9b0720ac24a50613839	5342	bd3792bea6746c41a9edb7fd3d6ab8cb839c5cec69db4f15369a6c5c01fe4757
udt_complete_coframe_native_selector_audit_2026-07-26/EXACT_DERIVATION.md	full_frame_equivariance_guard	61a10fe04762ff25f1767c8433b22777761d5229	5689	cb97cfeea62e379a87190d8bcbea3cc7706dc9b77035b0e34c13b366d3315bd2
udt_metric_natural_joint_selector_nogo_2026-07-28/EXACT_DERIVATION.md	universal_metric_only_scope_guard	e7b25203eecb9949ed8e451ee209ed1fb79162bd	6265	7dbd6f3cc9d7e9e2ecb087164cadf426957bd12a4306dd20c11343bcfd2d9052
