path	git_blob	bytes	sha256
CURRENT_SCIENTIFIC_PREMISES.md	1a25dc1d354e0065c527374767f11aa9d06d62de	2493	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491
CURRENT_SCIENTIFIC_PREMISES.tsv	f923b077483c2d2ab5fde2697a6e63649d027dc6	6798	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f
udt_spacetime_model_objectives_audit_2026-08-04/AUDIT_REPORT.md	59c19476b6c23b6f9ddba844f885c8ae55337d21	5050	19061eb66c2a18e41b3056960176c54fa5228fd9ae456a3b5af01464703b21e4
udt_spacetime_model_objectives_audit_2026-08-04/DEPENDENCY_LEDGER.tsv	5959200e2e27f3790e353ace4365cf62ec40a7f0	6881	656d683375105dbfd1080dcb2fcd78ce505fdfa4fae54b0738b54388bc29fdef
udt_spacetime_model_objectives_audit_2026-08-04/SPACETIME_MODEL_OBJECTIVES.md	a21b612b8fe5d11dd09a8cadc4c78c8fe3626d69	5429	ec4e4917bccf42e449d8185e3117ea5de111891c2967bbeaef30473be856c525
udt_founding_reciprocity_object_audit_2026-07-27/AUDIT_REPORT.md	c77d47beee18489fcd9fe7b5ef2d1c31f8eeedbd	4340	718878082fd4dc545df29ac626389f957514a6463cbc61ad9a5eff58dd786bb4
udt_founding_reciprocity_object_audit_2026-07-27/STATUS_LEDGER.tsv	12525fc6dd7c43bbb45ed94df34761d77e744ce3	1586	1b50bc49a39bca36621778e125032fd417b7496c65a27893e71ea471b68a6b2d
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/AUDIT_REPORT.md	3f134a87767bfeefbe98a8464ba115dfed788239	5790	3c7fed27fae474c8718ffe8f09dad858c12b0aba068494e2a8248fe19f642783
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/EXTENSION_CLASS_LEDGER.tsv	aa7d624aa1282e46d6296f890661cf50bfde5c9f	2002	7a4fba1c6f9d02eb7ca12ac953d04e1c04e2b7271598dc99e51db5baeddedb08
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/PREREGISTRATION.md	fb2f1375b20101e935b081296f2f368993a7e3d3	6208	6802b41bc7df95b1163ad54a776139df0e9dbafc6922f71280561e8bba7551ce
udt_complete_coframe_native_selector_audit_2026-07-26/AUDIT_REPORT.md	fed10038348e7bb06d3074a852b586504ed8798a	5108	260979d6e5449844c5ed4676f3cebc331934dfa17d9df3e92f6fabeb86ada507
udt_complete_coframe_physical_comparison_functor_audit_2026-07-27/AUDIT_REPORT.md	e14a319244f346406b7f477849d44d476498c5ac	5253	b2cb8ca000964e4a42a30f575ce3db7a2c7dfe0bedbbf45fff1e6f739ceb09e0
udt_complete_coframe_physical_comparison_functor_audit_2026-07-27/STATUS_LEDGER.tsv	60c1bb548023012144473a91c07ba0298a125dad	2567	437187d97362adfae16139d4e7fbaba2fc6d70d0ba161a9d492206ff3bbfc3fa
