source_id	path	bytes	sha256
S01	udt_uncompressed_pair_kernel_reconstruction_2026-08-14/AUDIT_REPORT.md	4845	45fa4a9a2a7ff911e3abf20ceae33eb88b2622c9201b4e0c63e9f63693fb9a13
S02	udt_g142_abstract_carrier_physical_carry_join_2026-08-17/AUDIT_REPORT.md	2692	aac5a2ec5c4ed4ea508aff4f65514e54e8d0502980c49f57f3595560596bd96d
S03	udt_g142_abstract_carrier_physical_carry_join_2026-08-17/EXACT_DERIVATION.md	6703	8312e0f3b5308db77e5dfe66996510b863d8d7b8e78810132db2ac9fce7b79c8
S04	udt_g143_single_pair_domain_carry_ownership_2026-08-17/AUDIT_REPORT.md	1763	e89a2d283ccf5685cbef8a20ad03c9855586c54d8f3c1717b2fd31b26db65d30
S05	udt_g144_cross_query_overlap_carry_descent_2026-08-17/AUDIT_REPORT.md	1739	ea2db403469b8e237635d47da7ee1848c62b7c9c753f669fb4beadd8edc0224c
S06	udt_g156_three_observer_scale_carry_audit_2026-08-18/AUDIT_REPORT.md	4608	14498cb47337face0529524c83e0241a3124a50ff072aa760e2e2133513be843
S07	udt_g156_three_observer_scale_carry_audit_2026-08-18/EXACT_DERIVATION.md	6446	b1463e17f1ae796539f493448402cd038fb67bc3a7cc4953b5b6fd860a60e328
S08	udt_g158_complete_coframe_semidirect_score_audit_2026-08-18/EXACT_DERIVATION.md	8153	a0c2da27305d929f31629ebbbcc5dffdfad56bf93deeb22fb3b7a9516a37582a
S09	udt_g159_complete_score_terminal_descent_2026-08-18/AUDIT_REPORT.md	2471	ab6390013e02d7a1c3b4e895894201eac5008f829d38198c7c446f583e0917ba
S10	udt_g159_complete_score_terminal_descent_2026-08-18/EXACT_DERIVATION.md	6594	b22fc2894c4468d71195daba6540b41aa79a6e033a036ba30175fe1958d5c2a1
